№ строки	Название	Адрес	Дата начала строительства	Дата окончания строительства
451	Ремонт фасадов ЦАО и исторической часть города	Пятницкая ул., д.43, стр.3	27.06.2012	31.12.2012
452	Лифты	Новый Арбат ул., д.25	12.04.2012	31.12.2012
453	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д.12	28.06.2012	31.12.2012
454	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д.18б	28.06.2012	31.12.2012
455	Лифты	Перерва ул., д.4	12.04.2012	31.12.2012
456	Лифты	Перерва ул., д.6	12.04.2012	31.12.2012
457	Лифты	Батайский пр., д.11	23.07.2012	31.12.2012
458	Лифты	Рогова ул., д.20, к.1	10.04.2012	31.12.2012
459	Лифты	Рогова ул., д.18, к.1	10.04.2012	31.12.2012
460	Лифты	Новокузьминская 1-я ул., д.6	23.07.2012	31.12.2012
461	Ремонт фасадов ЦАО и исторической часть города	Милютинский пер., д.3	28.06.2012	31.12.2012
462	Лифты	Перерва ул., д.14	23.07.2012	31.12.2012
463	Ремонт фасадов ЦАО и исторической часть города	Пятницкая ул., д.47, стр.1	28.06.2012	31.12.2012
464	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.51, стр.1	27.06.2012	31.12.2012
465	Лифты	Арбат ул., д.51, стр.3	10.04.2012	31.12.2012
466	Ремонт фасадов ЦАО и исторической часть города	Карманицкий пер., д.3а, стр.1	27.06.2012	31.12.2012
467	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д.18, стр.1	26.06.2012	31.12.2012
468	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.28, стр.1	27.06.2012	31.12.2012
469	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.23	28.06.2012	31.12.2012
470	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.33/1	28.06.2012	31.12.2012
471	Ремонт фасадов ЦАО и исторической часть города	Ордынка Большая ул., д.9/4, стр.1	28.06.2012	31.12.2012
472	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.25, стр.1	28.06.2012	31.12.2012
473	Ремонт фасадов ЦАО и исторической часть города	Пятницкая ул., д.5, стр.1	28.06.2012	31.12.2012
474	Ремонт фасадов ЦАО и исторической часть города	Чистопрудный б-р, д.2	26.06.2012	31.12.2012
475	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.40, стр.1	27.06.2012	31.12.2012
476	Ремонт фасадов ЦАО и исторической часть города	Ордынка Большая ул., д.7, стр.1	28.06.2012	31.12.2012
477	Фасады с облегченной кладкой	Войковский 5-й пр., д.8, к.1	16.08.2012	31.12.2012
478	Лифты	Судостроительная ул., д.8, к.1	23.07.2012	31.12.2012
479	Лифты	Маршала Жукова просп., д.22, к.4	08.12.2011	31.12.2012
480	Лифты	Таллинская ул., д.6	12.04.2012	31.12.2012
481	Капитальный ремонт	Никитский б-р, д.12, стр.3	09.02.2012	31.12.2012
482	Лифты	Зелёный просп., д.66, к.2	12.04.2012	31.12.2012
483	Ремонт фасадов ЦАО и исторической часть города	Трёхпрудный пер., д.11/13, стр.2	28.06.2012	31.12.2012
484	Ремонт фасадов ЦАО и исторической часть города	Карманицкий пер., д.2/5	27.06.2012	31.12.2012
485	Лифты	Земляной Вал ул., д.24/32	10.04.2012	31.12.2012
486	Ремонт фасадов ЦАО и исторической часть города	Земляной Вал ул., д.24/32	01.06.2012	27.08.2012
487	Подъемные платформы и работы по ММГН	Гиляровского ул., д.59	13.08.2012	31.12.2012
488	Лифты	Загородное ш., д.7, к.4	10.04.2012	31.12.2012
489	Лифты	Каскадная ул., д.20, к.1	12.04.2012	31.12.2012
490	Подъемные платформы и работы по ММГН	Суздальская ул., д.12, к.3	20.07.2012	31.12.2012
491	Капитальный ремонт	Сиреневый б-р, д.1, к.3	15.08.2012	31.12.2012
492	Лифты	Кутузовский просп., д.14	10.04.2012	31.12.2012
493	Лифты	Смоленская наб., д.2	12.04.2012	31.12.2012
494	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.4	28.06.2012	31.12.2012
495	Лифты	Чертановская ул., д.33, к.1	23.07.2012	31.12.2012
496	АУУ / УУТЭ	40 лет Октября  просп., д.20	09.08.2012	31.12.2012
497	Лифты	Окская ул., д.8, к.2	12.04.2012	31.12.2012
498	Лифты	Ясеневая ул., д.19, к.2	23.07.2012	31.12.2012
499	Лифты	800-летия Москвы ул., д.5, к.3	17.07.2012	31.12.2012
500	Лифты	Санникова ул., д.7	13.04.2012	31.12.2012
501	Ремонт фасадов ЦАО и исторической часть города	Козловский Большой пер., д.11, стр.1	28.06.2012	31.12.2012
502	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.6, стр.2	28.06.2012	31.12.2012
503	Лифты	Ангарская ул., д.45, к.6	13.04.2012	31.12.2012
504	Фасады с облегченной кладкой	Новорязанская ул., д.30а	19.08.2012	31.12.2012
505	Лифты	Северное Чертаново , д.2, к.206	12.04.2012	31.12.2012
506	Лифты	Северное Чертаново , д.2, к.206	23.07.2012	31.12.2012
507	Лифты	Симферопольский б-р д.4а	12.04.2012	31.12.2012
508	Лифты	Северное Чертаново , д.2, к.201	06.12.2011	31.12.2012
509	Лифты	Северное Чертаново , д.2, к.201	12.04.2012	31.12.2012
510	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.16	26.06.2012	31.12.2012
511	Лифты	Энергетическая ул., д.16, к.2	23.07.2012	31.12.2012
512	Лифты	Синичкина 2-я ул., д.19	12.04.2012	31.12.2012
513	Лифты	Восточная ул., д.13	12.04.2012	31.12.2012
514	Лифты	Дубровская 1-я ул., д.5	11.07.2012	31.12.2012
515	Лифты	Дубровская 1-я ул., д.7/10	11.07.2012	31.12.2012
516	Лифты	Судостроительная ул., д.12	23.07.2012	31.12.2012
517	Лифты	Луганская ул., д.3, к.2	06.12.2011	31.12.2012
518	Лифты	Кавказский б-р, д.29, к.2	08.12.2011	31.12.2012
519	Лифты	Домодедовская ул., д.7, к.2	10.04.2012	31.12.2012
520	Лифты	Перерва ул., д.20	12.04.2012	31.12.2012
521	Лифты	Лебедянская ул., д.17	06.12.2011	31.12.2012
522	Лифты	Липецкая ул., д.26	07.08.2012	31.12.2012
523	Лифты	Бирюлёвская ул., д.49, к.3	06.12.2011	31.12.2012
524	Лифты	Загорьевская ул., д.5	08.12.2011	31.12.2012
525	Лифты	Загорьевская ул., д.5	12.04.2012	31.12.2012
526	Лифты	Липецкая ул., д.46	12.04.2012	31.12.2012
527	Лифты	Загорьевский пр., д.15	10.04.2012	31.12.2012
528	Лифты	Утренняя ул., д.10, к.2	08.12.2011	31.12.2012
529	Лифты	Артюхиной ул., д.5	12.04.2012	31.12.2012
530	Капитальный ремонт	Мусы Джалиля ул., д.8, к.2	17.10.2011	31.12.2012
531	Лифты	Мусы Джалиля ул., д.32, к.2	10.04.2012	31.12.2012
532	Лифты	Мусы Джалиля ул., д.5, к.5	10.04.2012	31.12.2012
533	Лифты	3-й квартал Капотни, д.15	08.12.2011	31.12.2012
534	Капитальный ремонт	Парковая 16-я ул., д.18	15.08.2012	31.12.2012
535	АУУ / УУТЭ	9 Мая ул., д.14а	09.08.2012	31.12.2012
536	Лифты	Купавенский Большой пр., д.12	19.07.2012	31.12.2012
537	Подъемные платформы и работы по ММГН	Новокосинская ул., д.37	20.07.2012	31.12.2012
538	Ремонт фасадов ЦАО и исторической часть города	Молчановка Большая ул., д.24/2, стр.1	27.06.2012	31.12.2012
539	Лифты	Первомайская Нижняя ул., д.53	12.04.2012	31.12.2012
540	Лифты	Тёплый Стан ул. д.5 к.2	12.04.2012	31.12.2012
541	Лифты	Тёплый Стан ул. д.3 к.2	17.07.2012	31.12.2012
542	Лифты	Молдагуловой ул., д.15, к.2	19.07.2012	31.12.2012
543	Лифты	Ташкентская ул., д.12/20	12.04.2012	31.12.2012
544	Лифты	Косинская ул., д.16, к.3	19.07.2012	31.12.2012
545	Лифты	Косинская ул., д.6, к.1	19.07.2012	31.12.2012
546	Лифты	Косинская ул., д.16, к.1	19.07.2012	31.12.2012
547	Лифты	Косинская ул., д.18, к.3	19.07.2012	31.12.2012
548	Лифты	Свободный просп., д.1, к.2	12.04.2012	31.12.2012
549	Лифты	Саянская ул., д.3, к.1	12.04.2012	31.12.2012
550	Лифты	Энтузиастов ш., д.96, к.4	12.04.2012	31.12.2012
551	Лифты	Энтузиастов ш., д.98, к.4	12.04.2012	31.12.2012
552	Лифты	Саянская ул., д.7, к.2	12.04.2012	31.12.2012
553	Капитальный ремонт	Ташкентская ул., д.7	15.08.2012	31.12.2012
554	Лифты	Ташкентская ул., д.7	23.07.2012	31.12.2012
555	Подъемные платформы и работы по ММГН	Адмирала Лазарева ул. д.43	20.07.2012	31.12.2012
556	Подъемные платформы и работы по ММГН	Калитниковская Средняя ул., д.15	21.03.2012	31.12.2012
557	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.22, стр.1	28.06.2012	31.12.2012
558	Лифты	Сивашская ул. д.4 к.3	17.07.2012	31.12.2012
559	Фасады с облегченной кладкой	Пулковская ул., д.4, к.3	13.08.2012	31.12.2012
560	Фасады с облегченной кладкой	Лихачёвский 3-й пер., д.7, к.4	16.07.2012	31.12.2012
561	Лифты	Подольская ул., д.27, к.4	12.04.2012	31.12.2012
562	Фасады с облегченной кладкой	Мичуринский просп., д.11, к.2	20.07.2012	31.12.2012
563	Фасады с облегченной кладкой	Мичуринский просп., д.11, к.1	20.07.2012	31.12.2012
564	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.2/7, стр.1	28.06.2012	31.12.2012
565	Ремонт фасадов ЦАО и исторической часть города	Волхонка ул., д.9, стр.1	02.07.2012	31.12.2012
566	Реконструкция наружнего газопровода	Дубнинская ул., д.61	21.05.2012	31.12.2012
567	Утепление фасадов	Дубнинская ул., д.61	24.11.2011	31.12.2012
568	Лифты	Керамический пр., д.77, к.2	17.07.2012	31.12.2012
569	Лифты	Новоподмосковный 2-й пер., д.4	12.04.2012	31.12.2012
570	Лифты	Новопесчаная ул., д.23/7	10.04.2012	31.12.2012
571	Капитальный ремонт	Михалковская ул., д.13, к.1	12.12.2011	25.06.2012
572	Лифты	Башиловская ул., д.23, к.3	13.04.2012	31.12.2012
573	Лифты	Яблочкова ул., д.43а	10.04.2012	31.12.2012
574	Лифты	Ленинский просп. д.74	12.04.2012	31.12.2012
575	Лифты	Ленинский просп. д.74	12.04.2012	31.12.2012
576	Лифты	Гарибальди ул. д.15 к.3	11.07.2012	31.12.2012
577	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.13	28.06.2012	31.12.2012
578	Лифты	Ленинский просп., д.13	10.04.2012	31.12.2012
579	Лифты	Ленинский просп., д.13	10.04.2012	31.12.2012
580	Лифты	Ленинский просп., д.13	12.04.2012	31.12.2012
581	Лифты	Островитянова ул. д.16 к.2	17.07.2012	31.12.2012
582	Лифты	Профсоюзная ул. д.92	12.04.2012	31.12.2012
583	Лифты	Новочерёмушкинская ул. д.60 к.2	11.07.2012	31.12.2012
584	Лифты	Новочерёмушкинская ул. д.60 к.2	12.04.2012	31.12.2012
585	Лифты	Алтуфьевское ш., д.97	06.12.2011	31.12.2012
586	Лифты	Алтуфьевское ш., д.91	06.12.2011	31.12.2012
587	Лифты	Алтуфьевское ш., д.30	30.07.2012	31.12.2012
588	Лифты	Алтуфьевское ш., д.24в	30.07.2012	31.12.2012
589	Лифты	Алтуфьевское ш., д.42а	06.12.2011	31.12.2012
590	Лифты	Алтуфьевское ш., д.42а	12.04.2012	31.12.2012
591	Лифты	Корнейчука ул., д.54	30.07.2012	31.12.2012
592	Лифты	Милашенкова ул., д.12	12.04.2012	31.12.2012
593	Лифты	Милашенкова ул., д.12	06.12.2011	31.12.2012
594	Лифты	Бутырская ул., д.86б	06.12.2011	31.12.2012
595	Лифты	Власьевский Большой пер., д.12	10.04.2012	31.12.2012
596	Ремонт фасадов ЦАО и исторической часть города	Фрунзенская наб., д.4	01.06.2012	27.08.2012
597	Лифты	Матвеевская ул., д.42, к.2	23.07.2012	31.12.2012
598	Лифты	Халтуринская ул., д.4, к.1	19.07.2012	31.12.2012
599	Утепление фасадов	Измайловское ш., д.33	18.05.2012	31.12.2012
600	Лифты	Кленовый б-р, д.24	08.12.2011	31.12.2012
601	Лифты	Шоссейная ул. (рн. Печатники), д.29, к.2	12.04.2012	31.12.2012
602	Лифты	Полбина ул., д.40	10.04.2012	31.12.2012
603	Лифты	Луганская ул., д.3, к.1	06.12.2011	31.12.2012
604	Лифты	Маршала Захарова ул., д.12, к.3	10.04.2012	31.12.2012
605	Лифты	Новочеркасский б-р, д.10	12.04.2012	31.12.2012
606	Лифты	Новочеркасский б-р, д.10	23.07.2012	31.12.2012
607	Лифты	Новочеркасский б-р, д.1	23.07.2012	31.12.2012
608	Лифты	Бирюлёвская ул., д.3, к.2	07.08.2012	31.12.2012
609	Лифты	Каширское ш., д.136	07.08.2012	31.12.2012
610	Лифты	Открытое ш., д.24, к.14	08.12.2011	31.12.2012
611	Лифты	Парковая 10-я ул., д.17	12.04.2012	31.12.2012
612	Лифты	Парковая 10-я ул., д.15	12.04.2012	31.12.2012
613	Лифты	Перовская ул., д.75	12.04.2012	31.12.2012
614	Лифты	Красный Казанец ул., д.5	12.04.2012	31.12.2012
615	Лифты	Кустанайская ул., д.8, к.2	12.04.2012	31.12.2012
616	Подъемные платформы и работы по ММГН	Вешняковская ул., д.6, к.1	20.07.2012	31.12.2012
617	Лифты	Зелёный просп., д.66, к.1	12.04.2012	31.12.2012
618	Лифты	Сапёрный пр., д.9	12.04.2012	31.12.2012
619	Лифты	Вешняковская ул., д.22, к.1	08.12.2011	31.12.2012
620	Подъемные платформы и работы по ММГН	Ангелов пер., д.6	20.07.2012	31.12.2012
621	Лифты	Кулакова ул., д.11, к.2	08.12.2011	31.12.2012
622	Лифты	Сколковское ш., д.26, к.2	23.07.2012	31.12.2012
623	Лифты	Яна Райниса б-р, д.12	10.04.2012	31.12.2012
624	Лифты	Яна Райниса б-р, д.12	19.07.2012	31.12.2012
625	Лифты	Маршала Тухачевского ул., д.50, к.2	15.12.2011	31.12.2012
626	Лифты	Бакинских Комиссаров 26-ти ул., д.7, к.3	23.07.2012	31.12.2012
627	Лифты	Бакинских Комиссаров 26-ти ул., д.3, к.1	23.07.2012	31.12.2012
628	Лифты	Коровинское ш., д.9, к.1	07.12.2011	31.12.2012
629	Лифты	Дежнёва пр., д.38	13.04.2012	31.12.2012
630	Лифты	Полбина ул., д.4	10.04.2012	31.12.2012
631	Лифты	Карельский б-р, д.8, к.1	10.04.2012	31.12.2012
632	Лифты	Академика Варги ул. д.22	11.07.2012	31.12.2012
633	Лифты	Дубнинская ул., д.44, к.1	13.04.2012	31.12.2012
634	Лифты	Стартовая ул., д.27, к.1	30.07.2012	31.12.2012
635	Лифты	Челябинская ул., д.11, к.1	19.07.2012	31.12.2012
636	Подъемные платформы и работы по ММГН	Академика Анохина ул., д.13	09.08.2012	31.12.2012
637	Лифты	Островитянова ул. д.19/22	17.07.2012	31.12.2012
638	Фасады с облегченной кладкой	Зоологическая ул., д.22	20.07.2012	31.12.2012
639	Утепление фасадов	Медиков ул., д.22, к.3, стр.1	17.11.2011	31.12.2011
640	Лифты	Автозаводский 2-й пр., д.3а	10.04.2012	31.12.2012
641	Лифты	Фрунзенская 3-я ул., д.4	12.04.2012	31.12.2012
642	Лифты	Лихачёвский 3-й пер., д.5, к.1	12.04.2012	31.12.2012
643	АУУ / УУТЭ	Коптевский Большой пр., д.4	09.08.2012	31.12.2012
644	Подъемные платформы и работы по ММГН	Кировоградская ул., д.42, к.1	20.07.2012	31.12.2012
645	Лифты	Миклухо-Маклая ул. д.27 к.1	12.04.2012	31.12.2012
646	Лифты	Академика Анохина ул., д.38, к.2	12.04.2012	31.12.2012
647	Лифты	Николоямский пер., д.3а, к.4	12.04.2012	31.12.2012
648	Лифты	Таганская ул., д.44	11.07.2012	31.12.2012
649	Реконструкция наружнего газопровода	Шарикоподшипниковская ул., д.9	21.05.2012	31.12.2012
650	Лифты	Шарикоподшипниковская ул., д.9	12.04.2012	31.12.2012
651	Лифты	Шарикоподшипниковская ул., д.9	12.04.2012	31.12.2012
652	Лифты	Каширское ш., д.80, к.1	10.04.2012	31.12.2012
653	Лифты	Новочеркасский б-р, д.9	23.07.2012	31.12.2012
654	Подъемные платформы и работы по ММГН	Бирюлёвская ул., д.53/1	18.07.2012	31.12.2012
655	Лифты	Бирюлёвская ул., д.55	06.12.2011	31.12.2012
656	Лифты	Липецкая ул., д.40	12.04.2012	31.12.2012
657	Лифты	Липецкая ул., д.7, к.1	10.04.2012	31.12.2012
658	Лифты	Рязанский просп., д.33	12.04.2012	31.12.2012
659	Лифты	Воронежская ул., д.36, к.1	10.04.2012	31.12.2012
660	Лифты	Ореховый б-р, д.22, к.2	12.04.2012	31.12.2012
661	Лифты	Мусы Джалиля ул., д.27, к.2	10.04.2012	31.12.2012
662	Лифты	Шипиловская ул., д.54, к.2	12.04.2012	31.12.2012
663	Подъемные платформы и работы по ММГН	Городецкая ул., д.9, к.1	20.07.2012	31.12.2012
664	Лифты	Профсоюзная ул. д.75 к.3	12.04.2012	31.12.2012
665	Лифты	Генерала Антонова ул. д.7 к.2	12.04.2012	31.12.2012
666	Лифты	Каргопольская ул., д.2	13.04.2012	31.12.2012
667	Лифты	Лескова ул., д.10в	06.12.2011	31.12.2012
668	Лифты	Дежнёва пр., д.27, к.2	06.12.2011	31.12.2012
669	Лифты	Дежнёва пр., д.25, к.3	06.12.2011	31.12.2012
670	Лифты	Молодцова ул., д.2а	06.12.2011	31.12.2012
671	Лифты	Молодцова ул., д.2а	12.04.2012	31.12.2012
672	Лифты	Молодцова ул., д.1а	30.07.2012	31.12.2012
673	Подъемные платформы и работы по ММГН	Милашенкова ул., д.8	20.07.2012	31.12.2012
674	Лифты	Кибальчича ул., д.2, к.1	30.07.2012	31.12.2012
675	Лифты	Новослободская ул., д.62, к.16	12.04.2012	31.12.2012
676	Ремонт фасадов ЦАО и исторической часть города	Ордынка Большая ул., д.68	28.06.2012	31.12.2012
677	Ремонт фасадов ЦАО и исторической часть города	Огородная Слобода пер., д.12	26.06.2012	31.12.2012
678	Лифты	Садовая-Спасская ул., д.21	12.04.2012	31.12.2012
679	Лифты	Большие Каменщики ул., д.6	12.04.2012	31.12.2012
680	Лифты	Ленинский просп., д.37	10.04.2012	31.12.2012
681	Лифты	Лестева ул., д.19, к.2	07.08.2012	31.12.2012
682	Лифты	Булатниковская ул., д.9, к.1	10.04.2012	31.12.2012
683	Лифты	Тайнинская ул., д.16, к.2	12.04.2012	31.12.2012
684	АУУ / УУТЭ	Пятницкое ш., д.7	09.08.2012	31.12.2012
685	Лифты	Исаковского ул., д.12, к.1	19.07.2012	31.12.2012
686	Лифты	Богданова ул., д.32	23.07.2012	31.12.2012
687	Лифты	Гамалеи ул., д.23, к.2	19.07.2012	31.12.2012
688	Лифты	Берзарина ул., д.10, к.2	12.04.2012	31.12.2012
689	Лифты	Мичуринский просп., д.54, к.3	23.07.2012	31.12.2012
690	Лифты	Раменки ул., д.16	13.04.2012	31.12.2012
691	Лифты	Вернадского просп., д.117	23.07.2012	31.12.2012
692	Лифты	Абрамцевская ул., д.3	30.07.2012	31.12.2012
693	Лифты	Путевой пр., д.40, к.3	30.07.2012	31.12.2012
694	Лифты	Путевой пр., д.40, к.3	12.04.2012	31.12.2012
695	Лифты	Абрамцевская ул., д.3	12.04.2012	31.12.2012
696	Лифты	Новопетровская ул., д.3	12.04.2012	31.12.2012
697	Лифты	Лихоборские Бугры ул., д.8	06.12.2011	31.12.2012
698	Подъемные платформы и работы по ММГН	Красностуденческий пр., д.2	20.07.2012	31.12.2012
699	Лифты	Вятский 4-й пер., д.21	10.04.2012	31.12.2012
700	Лифты	Хорошёвское ш., д.64, к.1	17.07.2012	31.12.2012
701	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.24	17.07.2012	31.12.2012
702	Ремонт фасадов ЦАО и исторической часть города	Ростовская наб., д.5	27.06.2012	31.12.2012
703	Лифты	Кравченко ул. д.8	12.04.2012	31.12.2012
704	Лифты	Кравченко ул. д.8	12.04.2012	31.12.2012
705	Лифты	Кравченко ул. д.8	11.07.2012	31.12.2012
706	Лифты	Ленинский просп. д.91 к.4	12.04.2012	31.12.2012
707	Лифты	Профсоюзная ул. д.43 к.1	12.04.2012	31.12.2012
708	Лифты	Крымский Вал ул., д.4	10.04.2012	31.12.2012
709	Ремонт фасадов ЦАО и исторической часть города	Пушкарёв пер., д.6	02.07.2012	31.12.2012
710	Ремонт фасадов ЦАО и исторической часть города	Козловский Большой пер., д.12	28.06.2012	31.12.2012
711	Лифты	Шверника ул. д.1 к.1	12.04.2012	31.12.2012
712	Лифты	Донская ул., д.28	10.04.2012	31.12.2012
713	Лифты	Люсиновская ул., д.55	07.08.2012	31.12.2012
714	Лифты	Каховка ул. д.13 к.9	12.04.2012	31.12.2012
715	Лифты	Каховка ул. д.13 к.9	11.07.2012	31.12.2012
716	Лифты	Артековская ул., д.2, к.2	12.04.2012	31.12.2012
717	Лифты	Сумской пр., д.6, к.2	23.07.2012	31.12.2012
718	Лифты	Артековская ул., д.2, к.1	12.04.2012	31.12.2012
719	Капитальный ремонт	Кавказский б-р, д.41, к.2	17.05.2012	31.12.2012
720	Лифты	Енисейская ул., д.21	30.07.2012	31.12.2012
721	Лифты	Печорская ул., д.13	30.07.2012	31.12.2012
722	Лифты	Анадырский пр., д.55	12.04.2012	31.12.2012
723	Ремонт фасадов ЦАО и исторической часть города	Никитский б-р, д.12, стр.3	02.07.2012	31.12.2012
724	Лифты	Милютинский пер., д.20/2	11.07.2012	31.12.2012
725	Подъемные платформы и работы по ММГН	Старобитцевская ул. д.15 к.1	20.07.2012	31.12.2012
726	Ремонт фасадов ЦАО и исторической часть города	Звонарский пер., д.5, стр.1	26.06.2012	31.12.2012
727	Лифты	Зубовский пр., д.3	11.07.2012	31.12.2012
728	Лифты	Красный Казанец ул., д.19, к.2	19.07.2012	31.12.2012
729	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.22	26.06.2012	31.12.2012
730	Лифты	Широкая ул., д.22	10.04.2012	31.12.2012
731	Лифты	Хамовнический Вал ул., д.2	10.04.2012	31.12.2012
732	Лифты	Хамовнический Вал ул., д.2	12.04.2012	31.12.2012
733	Лифты	Талалихина ул., д.2/1, к.5	10.04.2012	31.12.2012
734	Лифты	Проходчиков ул., д.16	06.12.2011	31.12.2012
735	Ремонт фасадов ЦАО и исторической часть города	Никитская Большая ул., д.52, стр.1	28.06.2012	31.12.2012
736	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.20, стр.2	02.07.2012	31.12.2012
737	Ремонт фасадов ЦАО и исторической часть города	Волхонка ул., д.5/6, стр.4	02.07.2012	31.12.2012
738	Ремонт фасадов ЦАО и исторической часть города	Знаменка ул., д.8/13, стр.1	28.06.2012	31.12.2012
739	Лифты	Антонова-Овсеенко ул., д.5, к.2	12.04.2012	31.12.2012
740	Лифты	Шмитовский пр., д.19	10.04.2012	31.12.2012
741	Лифты	Нововаганьковский пер., д.22	12.04.2012	31.12.2012
742	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.37, стр.1	28.06.2012	31.12.2012
743	Ремонт фасадов ЦАО и исторической часть города	Земляной Вал ул., д.27, стр.2	26.06.2012	31.12.2012
744	Лифты	Дубнинская ул., д.16, к.5	17.07.2012	31.12.2012
745	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.18, стр.1	28.06.2012	31.12.2012
746	Ремонт фасадов ЦАО и исторической часть города	Петроверигский пер., д.3, стр.1	22.06.2012	31.12.2012
747	Лифты	Маршала Бирюзова ул., д.43	19.07.2012	31.12.2012
748	Лифты	Маршала Бирюзова ул., д.43	12.04.2012	31.12.2012
749	Лифты	Дубнинская ул., д.16, к.5	12.04.2012	31.12.2012
750	Лифты	Чичерина ул., д.2/9	10.04.2012	31.12.2012
751	Лифты	Профсоюзная ул. д.22/10 к.1	12.04.2012	31.12.2012
752	Лифты	Полбина ул., д.64	23.07.2012	31.12.2012
753	Лифты	Дубровская 1-я ул., д.4а	23.07.2012	31.12.2012
754	Лифты	Первомайская Нижняя ул., д.53	19.07.2012	31.12.2012
755	Лифты	Дубровская 1-я ул., д.6а	23.07.2012	31.12.2012
756	Лифты	Профсоюзная ул. д.132 к.6	17.07.2012	31.12.2012
757	Лифты	Островитянова ул. д.16 к.4	17.07.2012	31.12.2012
758	Лифты	Островитянова ул. д.16 к.3	17.07.2012	31.12.2012
759	Лифты	Островитянова ул. д.18 к.3	17.07.2012	31.12.2012
760	Лифты	Профсоюзная ул. д.142 к.4	17.07.2012	31.12.2012
761	Лифты	Береговой пр., д.9, к.5	12.04.2012	31.12.2012
762	Лифты	Микрорайон 12-й , к.1212	13.04.2012	31.12.2012
763	Лифты	Микрорайон 12-й , к.1210	13.04.2012	31.12.2012
764	Лифты	Микрорайон 12-й , к.1211	13.04.2012	31.12.2012
765	Лифты	Мусы Джалиля ул., д.44/45	10.04.2012	31.12.2012
766	Лифты	Тульская Малая ул., д.24	12.04.2012	31.12.2012
767	Подъемные платформы и работы по ММГН	Россошанская ул., д.2, к.5	20.07.2012	31.12.2012
768	Лифты	Алтайская ул., д.31	12.04.2012	31.12.2012
769	Лифты	Филёвская Большая ул., д.57	06.12.2011	31.12.2012
770	Лифты	Краснодарская ул., д.14	06.12.2011	31.12.2012
771	Лифты	Мариупольская ул., д.2/123	10.04.2012	31.12.2012
772	Лифты	Армавирская ул., д.9	08.12.2011	31.12.2012
773	Лифты	Армавирская ул., д.7	08.12.2011	31.12.2012
774	Капитальный ремонт	Академика Павлова ул., д.27, к.4	29.11.2011	31.12.2012
775	Капитальный ремонт	Академика Павлова ул., д.27, к.3	29.11.2011	31.12.2012
776	Лифты	Рязанский просп., д.70, к.2	12.04.2012	31.12.2012
777	Ремонт фасадов ЦАО и исторической часть города	Цветной б-р, д.28, стр.3	28.06.2012	31.12.2012
778	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.26, стр.1	02.07.2012	31.12.2012
779	Лифты	Кетчерская ул., д.2, к.3	12.04.2012	31.12.2012
780	Лифты	Вешняковская ул., д.25/2	19.07.2012	31.12.2012
781	Лифты	Вешняковская ул., д.27, к.2	12.04.2012	31.12.2012
782	Капитальный ремонт	Федора Полетаева ул., д.38	24.07.2012	31.12.2012
783	Фасады с облегченной кладкой	Байкальская ул., д.35, к.4	20.07.2012	31.12.2012
784	Лифты	Химкинский б-р, д.15, к.1	19.07.2012	31.12.2012
785	Подъемные платформы и работы по ММГН	Волочаевская ул., д.20, к.3	20.07.2012	27.07.2012
786	Лифты	Самокатная ул., д.6, к.2	10.04.2012	31.12.2012
787	Лифты	Самокатная ул., д.6, к.1	10.04.2012	31.12.2012
788	Лифты	Фомичёвой ул., д.8	19.07.2012	31.12.2012
789	Лифты	Дербеневская ул., д.11а	10.04.2012	31.12.2012
790	Ремонт фасадов ЦАО и исторической часть города	Трубная ул., д.25, стр.1	28.06.2012	31.12.2012
791	Лифты	Кутузовский просп., д.4/2	12.04.2012	31.12.2012
792	Лифты	Ляпидевского ул., д.8, к.2	17.07.2012	31.12.2012
793	Фасады с облегченной кладкой	Лавочкина ул., д.40/49	20.07.2012	31.12.2012
794	Лифты	Вешняковская ул., д.5, к.2	19.07.2012	31.12.2012
795	Лифты	Вешняковская ул., д.5, к.2	12.04.2012	31.12.2012
796	Лифты	Академика Волгина ул. д.3	12.04.2012	31.12.2012
797	Лифты	Шарикоподшипниковская ул., д.32	12.04.2012	31.12.2012
