0_uidnftn;1_Название;0_label;0_address;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;0_shape_leng;0_shape_area
1427;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003899475;6,2391E-07
1426;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002351986;3,1134E-07
1425;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003016404;4,6393E-07
1424;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001603304;1,3397E-07
1422;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001617561;7,002E-08
1421;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,006999959;1,13973E-06
1420;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003091474;3,7136E-07
1418;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002733506;2,2865E-07
1417;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,005657402;1,34714E-06
1415;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002481721;3,2391E-07
1414;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001945298;1,5886E-07
1413;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002358363;2,0725E-07
1412;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001625997;1,5205E-07
1411;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001894916;1,3376E-07
1410;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001353069;7,624E-08
1409;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003140717;4,7388E-07
1408;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001693955;1,5241E-07
1407;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001995055;2,0514E-07
1406;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001855915;2,0173E-07
1405;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003623538;6,6309E-07
1404;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,000926393;4,694E-08
1400;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,00130376;8,363E-08
1399;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002082859;2,221E-07
1398;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003403801;4,9803E-07
