0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
11;POINT (4186627.3418999985 7491861.501800001);4611.0;"Государственное бюджетное образовательное учреждение города Москвы центр диагностики и консультирования ""Южный""";"ГБОУ ЦДиК ""Южный""";117638 Нахимовский проспект, д.6, стр.1;6977.6116;-305.67383577;78132.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр диагностики и консультирования;(499) 794-29-45;http://cdik.ru
12;POINT (4190240.4750999995 7528711.0385000035);7147.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-педагогической реабилитации и коррекции ""На Снежной""";"ГБОУ ЦППРиК ""На Снежной""";129323, г. Москва, ул. Снежная, д. 9, стр. 1;8978.122075;20436.3439692;2124961.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-педагогической реабилитации и коррекции;(499) 189-67-71;http://centrpsy.ru/
13;POINT (4177985.882100001 7494426.885300003);6953.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Юго-Запад""";"ГБОУ ЦПМСС ""Юго-Запад""";119313 Ленинский проспект, д. 89/2;2091.692825;1136.38370653;12929.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 132-89-31;http://www.center-uz.ru
14;POINT (4178700.974399999 7510895.744599998);8127.0;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 749;ГБОУ детский сад № 749;123317 г. Москва,Стрельбищенский пер., д.11 А;2490.8626;10414.1107729;2116594.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад компенсирующего вида;256-12-53;http://www.dskvp749.mskobr.ru
15;POINT (4162671.054299999 7502505.6976);4203.0;"Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества ""Можайский""";"ГБОУ ЦРТДиЮ ""Можайский""";121596 г. Москва, ул. Говорова, д. 7;-6556.35935;5694.69529493;2127030.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;(499) 726-79-98;http://www.crtd-mozhaiskii.mskzapad.ru
16;POINT (4186796.6728000008 7486278.5691);5510.0;"Государственное бюджетное образовательное учреждение дополнительного образования детей города Москвы Центр внешкольной работы ""На Сумском""";"ГБОУ ЦВР ""На Сумском""";117208 г. Москва,Сумской пр. д.6 Б;7078.323925;-3456.10152957;2122966.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр внешкольной работы;(499) 725-50-52;http://nasumskom.ru
17;POINT (4193266.8671999983 7486112.980099998);2876.0;"Государственное бюджетное образовательное учреждение города Москвы детская школа искусств ""Родник""";"ГБОУ ДШИ ""Родник""";115477 г. Москва, Кантемировская ул. 15-2;10738.982475;-3542.25929067;2123615.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Детская школа искусств;(495) 397-73-73;http://rodnikart.ru/
18;POINT (4163564.2293 7500397.0898);5329.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-педагогической реабилитации и коррекции ""Родничок""";"ГБОУ ЦППРиК ""Родничок""";121353 Сколковское шоссе, д.32, корп.1;-6053.80838912;4505.90422344;320102.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-педагогической реабилитации и коррекции;735-34-60;http://rodnichok.mskzapad.ru
19;POINT (4206690.8455 7487177.595200002);5484.0;"Государственное бюджетное образовательное учреждение города Москвы Центр психолого-педагогической реабилитации и коррекции ""Солнечный луч""";"ГБОУ ЦППРиК ""Солнечный луч""";109429, г. Москва, Капотня, 1-й квартал, д, 15;18331.08185;-2916.31967629;2129288.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-педагогической реабилитации и коррекции;(495) 657-46-32;-
20;POINT (4174037.4299000017 7514668.564099997);5921.0;"Государственное бюджетное образовательное учреждение города Москвы Центр диагностики и консультирования ""РОСТ""";"ГБОУ ЦДиК ""РОСТ""";123308, г. Москва, Новохорошевский пр., д. 12;-138.95605;12536.1032826;2114769.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр диагностики и консультирования;(499) 946-33-50;http://centr-rost.ru
21;POINT (4174350.938000001 7492511.752300002);6769.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-педагогической реабилитации и коррекции ""Строгино""";"ГБОУ ЦППРиК ""Строгино""";123181, г. Москва, ул. Кулакова д. 2, к. 2;37.397745;55.816069;12135.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-педагогической реабилитации и коррекции;"(495) 942-99-36; (495) 757-13-53";http://cpprik.mskobr.ru
22;POINT (4175161.6180999987 7467382.550800003);6937.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Бутово""";"ГБОУ ЦПМСС ""Бутово""";117042, Москва ул. Адмирала Лазарева, дом 68, корп. 3;496.74415006;-14141.8181172;69213.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(495) 714-76-72;http://www.centrbutovo.ru
23;POINT (4180230.9736 7481844.5304000005);6957.0;"Государственное бюджетное образовательное учреждение города Москвы центр лечебной педагогики и дифференцированного обучения ""Наш дом""";"ГБОУ ЦЛПиДО ""Наш дом""";117593, г.Москва, ул. Рокотова, д. 4, корп. 4;3365.69110282;-5964.24304849;2108139.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр лечебной педагогики и дифференцированного обучения;426-75-00;http://nashdom.mosuzedu.ru
24;POINT (4189257.4309 7522842.944300003);7143.0;"Государственное бюджетное образовательное учреждение города Москвы центр лечебной педагогики и дифференцированного обучения ""На Королева""";"ГБОУ центр лечебной педагогики и дифференцированного обучения ""На Королева""";129515, г. Москва, ул. Академика Королева, д.3;8431.29644022;17139.366809;11038.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр лечебной педагогики и дифференцированного обучения;"(495) 602-42-61; (495) 602-44-75";http://clpido.org.ru/
25;POINT (4176887.175999999 7505715.176200002);7401.0;"Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества ""Киевский""";"ГБОУ ЦРТДиЮ ""Киевский""";121170, г.Москва, ул. Поклонная, д. 16;1468.860375;7497.39401689;;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр развития творчества детей и юношества;(499)148-04-59;-
26;POINT (4178442.1992999986 7488202.491499998);6955.0;"Государственное бюджетное образовательное учреждение города Москвы центр диагностики и консультирования ""Коньково""";"ГБОУ ЦДиК ""Коньково""";117342, г.Москва, улица Генерала Антонова, дом 5 А;2351.3361487;-2375.05278276;2800771.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр диагностики и консультирования;334-49-97;http://cdkonkovo.mosuzedu.ru
27;POINT (4164656.1581999995 7490304.463500001);7620.0;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 28;ГБОУ детский сад № 28;119618 город Москва, ул. 50 лет Октября, дом 25, корп.1;-5444.49529878;-1185.83757476;2137991.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад комбинированного вида;435-87-52;http://dskv3.mskzapad.ru
28;POINT (4198119.100400001 7508821.479500003);5471.0;"Государственное бюджетное образовательное учреждение города Москвы Московский детско-юношеский центр ""Резерв""";"ГБОУ МДЮЦ ""Резерв""";111024, г. Москва, Шоссе Энтузиастов, д. 16;13445.100025;9266.31870187;2120506.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;361-00-24;http://www.mduc.ru
29;POINT (4181412.6328999996 7499111.288900003);5819.0;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1243;ГБОУ детский сад № 1243;119333, г. Москва, ул. Фотиевой, дом 8;4025.958775;3778.57108966;2101043.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад компенсирующего вида;137-35-75;http://www.goukv-1243.ru/
30;POINT (4172358.8610000014 7511692.8759);4167.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Фили""";"ГБОУ ЦПМСС ""Фили""";121601, г.Москва, Филевский бульвар, д. 17, корп. А;-1085.58965;10862.223325;2127946.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;738-50-84;http://fili.mskzapad.ru
31;POINT (4162082.350499999 7526954.9388);6768.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Митино""";"ГБОУ ЦПМСС ""Митино""";125464, г. Москва, Пятницкое шоссе, д. 16, к.5;-6866.44585;19447.0106706;3301332.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;794-72-10;http://cpmss.moskobr.ru
32;POINT (4179992.1481 7546102.6536);7140.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-педагогической реабилитации и коррекции ""Ирида""";"ГБОУ ЦППРиК ""Ирида""";127204, г. Москва, линия  Северная 7-ая , д. 13, стр. 1;3205.11870201;30182.0514033;2131250.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-педагогической реабилитации и коррекции;"(499) 975-69-81; (499) 975-69-87; (499) 975-69-89";
33;POINT (4184529.3161000013 7539238.009599999);7142.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Открытый Мир""";"ГБОУ ЦПМСС ""Открытый Мир""";127349, г. Москва, Алтуфьевского шоссе, д. 98, к. 2;5757.15162766;26337.3675319;2114027.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;"(495) 601-27-22; (495) 601-27-55; (495) 601-28-01";http://open-world.edu.ru
34;POINT (4184785.590500001 7490700.771600001);6938.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Зюзино""";"ГБОУ ЦПМСС ""Зюзино""";117303, город Москва, ул. Болотниковская, дом 31;5937.27955;-962.01511404;;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499)794-24-70,(499) 794-24-70;http://cpmss-zuzino.ru/
35;POINT (4190454.516899999 7520198.093099996);7135.0;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества ""Алексеевский""";"ГБОУ ЦДТ ""Алексеевский""";129626, г. Москва, ул. Новоалексеевская, д. 8;9108.4001;15654.3739723;2126248.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр детского творчества;687-75-67;http://www.cdtalekseevskiy.ru
36;POINT (4188866.481899999 7522844.969999999);7141.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Феникс""";"ГБОУ ЦПМСС ""Феникс""";129515, г. Москва, ул. Академика Королева, дом 5;8211.1626;17140.0914379;;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;683-13-06;http://cpmssfenix.com
37;POINT (4186108.7234000005 7516051.578000002);7148.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Поддержка""";"ГБОУ ЦПМСС ""Поддержка""";127055, г. Москва, улица  Новосущевская, дом 20;6664.06232434;13318.7831757;2103697.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 973-33-85;
38;POINT (4200673.681400001 7498520.986000001);6928.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Юго-Восток""";"ГБОУ ЦПМСС ""Юго-Восток""";109390, г. Москва, ул. Чистова,  д. 3Б;14905.732175;3469.07001345;2129551.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 176-91-05;http://www.goucpmss1.ru
39;POINT (4185397.3016999997 7496574.602499999);6940.0;"Государственное бюджетное образовательное учреждение города Москвы центр внешкольной работы ""Аргус""";"ГБОУ ЦВР ""Аргус""";117447, г. Москва, Большая Черемушкинская улица, дом 7А;6278.508075;2351.24827802;2108429.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;(499) 127-57-02;http://www.cvrargus.ru
40;POINT (4193447.157900002 7530470.972599998);7139.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Радинец""";"ГБОУ ЦПМСС ""Радинец""";129344, г. Москва, ул. Радужная, д. 5;10779.9184008;21428.3882246;2125324.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;"(499) 184-18-90; (499) 184-30-09";http://radinec.msk.ru
41;POINT (4135605.1308000013 7554690.5088);7309.0;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2196;ГБОУ детский сад № 2196;124683, г. Москва, Зеленоград, корп. 1511;-21688.3486001;35044.5043176;2119493.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад компенсирующего вида;"(499) 717-36-02; (499) 717-37-42";http://d2196.zouo.ru
