0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
11;POINT (4190354.9525999986 7514756.544799998);6871.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1840;ГБОУ ЦО № 1840;129110 г. Москва, Б. Переяславская ул., д.1, стр.1;9058.57855041;12594.6755481;2126216.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;680-08-44;http://1840.ru/
12;POINT (4180680.9428000003 7510673.7491);6874.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 2030;ГБОУ ЦО № 2030;123022 г.Москва, ул. 2-ая Звенигородская, д.8;3607.5477;10289.9235379;4305884.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;205-79-57;http://2030.edu.ru
13;POINT (4191537.1854000017 7524143.280500002);7089.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 293;ГБОУ ЦО № 293;"129301, г. Москва, ул. Ярославская, д. 27; ул. Касаткина д.1";9713.350375;17872.5654694;2119096.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 683-45-70;http://co293.svao.mskobr.ru
14;POINT (4194182.703499999 7536863.097199999);7090.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 951;ГБОУ ЦО № 951;127224 г. Москва, ул. Осташковская, д.30, корп. 2;11184.54735;25015.9847881;2114132.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 475-09-00;http://www.co951.svao.mskobr.ru
15;POINT (4197208.9377 7534373.188600004);7093.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1444;ГБОУ ЦО № 1444;129336 г.Москва, Анадырский проезд, дом 51;12889.5398;23623.9341572;2124949.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;474-61-11;http://co1444.svao.mskobr.ru
16;POINT (4182292.3643000014 7537471.797700003);7095.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1449;ГБОУ ЦО № 1449;127576, город Москва, улица Угличская, дом 6 А;4501.25315;25345.5179436;2108901.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;400-62-90;http://co1449.svao.mskobr.ru
17;POINT (4187080.3310000002 7530101.772399999);7096.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1459;ГБОУ ЦО № 1459;127273, г. Москва, ул. Отрадная, д. 11А;7198.8240000000005;21213.8531245;2103760.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;404-87-31;http://co1459.svao.mskobr.ru/
18;POINT (4190543.6215000004 7521451.825499997);7098.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1470;ГБОУ ЦО № 1470;129164, г. Москва, ул. Маломосковская, д.7;9157.13039757;16359.1015447;2305485.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 683-11-16;http://со1470.svao.mskobr.ru
19;POINT (4189545.6151 7532003.678300001);7099.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1482;ГБОУ ЦО № 1482;127081 г. Москва, ул. Заповедная, д. 12;8583.57459982;22283.8276791;2135055.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 477-34-59; (499) 477-54-43; (499) 477-04-60; (499) 477-62-50";http://www.co1482.svao.mskobr.ru
20;POINT (4200671.100200001 7489356.988600001);6554.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1881;ГБОУ ЦО № 1881;109369, г. Москва, ул. Перерва, дом 44;14921.736025;-1699.14048861;2132575.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 349-21-31; (495) 349-05-30; (495) 349-14-03";http://sch1881.uvuo.ru
21;POINT (4173954.9091 7506374.461800002);663.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1816;ГБОУ ЦО № 1816;121096 г. Москва, ул. Кастанаевская, д. 9А;-185.8449;7868.45109947;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 144-37-82;http://co1816.mskzapad.ru
22;POINT (4179731.0458999984 7469250.9113000035);6709.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1883 """"Бутово""""";"ГБОУ ЦО № 1883 """"Бутово""""";117042, г. Москва, улица Поляны, дом 53;3087.45078854;-13083.6796504;2134409.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;716-47-45;http://ec1883.ru
23;POINT (4187459.795499999 7528933.349799998);7088.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 264;ГБОУ ЦО № 264;127273 г. Москва, ул. Олонецкая, д.13;7413.3849;20558.2617114;2103758.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;402-17-40;http://schco264.edusite.ru
24;POINT (4156821.9505000003 7487598.059299998);147.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1432 """"Новая школа""""";"ГБОУ ЦО № 1432 """"Новая школа""""";119634 г.Москва, ул.Шолохова, д. 19;-9877.80859065;-2705.21475954;2112554.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;732-74-60;http://co1432.mskzapad.ru
25;POINT (4185207.3198999986 7477548.0418);4790.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1178;ГБОУ ЦО № 1178;117405 Москва, Варшавское ш. д.152,к.10;6185.95151248;-8388.80597995;3802931.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 386-15-48; (495) 389-57-11";http://sch1178.edusite.ru
26;POINT (4196454.143300001 7476168.394400001);6008.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1426";ГБОУ ЦО № 1426;115598 г. Москва, Загорьевская ул., д.31;12558.0834586;-9155.20032037;3809108.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";(499) 725-81-80;http://sch5d.narod.ru/
27;POINT (4180068.7496000007 7507047.465499997);185.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Технологии обучения""""";"ГБОУ ЦО """"Технологии обучения""""";121151 г. Москва Резервный проезд, д. 10;3263.74985;8248.47140203;2127726.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;232-30-07;http://home-edu.ru/
28;POINT (4202868.980999999 7483208.7984);2497.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 936;ГБОУ ЦО № 936;115682 г. Москва, Задонский пр. д.34,к.3;16177.37145;-5165.56447141;2123178.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;395-92-64;http://www.sch936.edusite.ru/
29;POINT (4204968.3594 7486968.385899998);2511.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 975;ГБОУ ЦО № 975;115408 Москва, ул. Алма-Атиинская д.9,к.3;17357.187700000002;-3038.35244197;3801919.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;341-86-83;http://sch975.edusite.ru/p1aa1.html
30;POINT (4196495.474300001 7486946.030299999);2562.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1828 """"Сабурово""""";"ГБОУ ЦО № 1828 """"Сабурово""""";115211 Москва, Каширское ш. д.55-7;12564.2305;-3067.19674895;2123089.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;344-70-54;http://saburovo1828.msk.ru/
31;POINT (4187204.6006999984 7488355.1954);2896.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862;ГБОУ ЦО № 1862;117452 г. Москва, ул. Черноморский бульвар д.6;7307.188;-2283.57792874;2107513.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 610-77-66;http://opencenter.ru/
32;POINT (4200760.347600002 7483043.821800001);4719.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1433;ГБОУ ЦО № 1433;115573 г. Москва, Шипиловский пр-д, д.46 корп.3;14984.283825;-5262.94172046;2123175.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 390-02-28; (495) 390-34-50; (495) 393-01-02";http://sch1433.edusite.ru/
33;POINT (4194506.636500001 7474866.506800003);4720.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1861 """"Загорье""""";ГБОУ ЦО № 1861;115598 Москва, Загорьевский пр., 13;11456.76515;-9894.14870859;3810349.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;392-71-22;http://www.scnool1861.ru
34;POINT (4164758.8335999995 7510297.631499998);4745.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1440;ГБОУ ЦО № 1440;121609 г.Москва, Осенний бульвар, д. 10, корпус 3;-5372.11728387;10080.4137761;2118864.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;415-98-55;http://co1440.mskzapad.ru
35;POINT (4201259.9679999985 7516162.159900002);5411.0;"Государственное бюджетное образовательное учреждение города Москвы Центр образования """"Школа здоровья"""" № 449";"ГБОУ ЦО """"Школа здоровья"""" № 449";105187, г. Москва, ул. Ткацкая, д. 47;15202.5511633;13402.122411;2115958.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";(499) 369-74-12;http://school449.mitroclub.ru
36;POINT (4157557.832800001 7486892.059199996);5414.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1467;ГБОУ ЦО № 1467;119634 г.Москва, ул.Шолохова, д. 9;-9462.44075;-3104.65681929;2112535.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;733-53-42;http://www.co1467.mskzapad.ru
37;POINT (4211352.136 7514126.005099997);5431.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1476;ГБОУ ЦО № 1476;105568, Москва, ул. Челябинская, д. 20;20895.50045;12280.3242955;2115710.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;308-00-29;http://school1476.narod.ru
38;POINT (4183677.9804 7472445.7842999995);5454.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 2006;ГБОУ ЦО № 2006;117216, г.Москва, ул. Грина, дом 18, корпус 3, строение 1;5323.167;-11274.4477761;2900678.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;714-86-63;http://www.school2006msk.ru
39;POINT (4180323.0824999996 7532723.243299998);5459.0;Государственное бюджетное образовательное учреждение города Москвы центр образования  № 656 имени А.С. Макаренко;ГБОУ ЦО № 656;127474, г. Москва, Бескудниковский бульвар, дом 29;3396.4938;22680.6663605;2109679.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;488-04-12;http://makarenko.ucoz.ru/
40;POINT (4186969.6396000013 7490719.177699998);5506.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1450;ГБОУ ЦО № 1450;117556 г. Москва, ул Фруктовая д.9;7172.15705;-949.82343416;2112842.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 613-22-66;http://sch1450.edusite.ru
41;POINT (4195256.352299999 7514526.733900003);5843.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1429 имени Героя Советского Союза Н.А.Боброва;ГБОУ ЦО № 1429;105082 г.Москва, Переведеновский пер., д.11;11821.6436378;12471.9428915;4305731.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 267-87-53;http://www/school1429.ru
42;POINT (4163912.7518000007 7510946.485600002);6152.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1130;ГБОУ ЦО № 1130;121609 г. Москва, ул. Осенняя, д.8, к.1,3;-5848.7902161;10446.196327;2127012.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 413-03-04; (495) 415-29-67";http://sch1130.mskzapad.ru
43;POINT (4197006.7283000015 7483872.3332);2420.0;"Государственное автономное образовательное учреждение города Москвы центр образования № 548 """"Царицыно""""";"ГАОУ ЦО № 548 """"Царицыно""""";115569 г.Москва, ул. Маршала Захарова д.8, к.1;12858.478487;-4801.73886381;2123166.0;;;;;Автономное;Общеобразовательное учреждение;Центр образования;393-43-81;http://mhs548.ru/
44;POINT (4159664.3867999986 7489246.696400002);4750.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1455;ГБОУ ЦО № 1455;119633 г.Москва, Боровское шоссе, д.18, корп.4;-8268.21389248;-1778.17108092;4100792.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;732-13-50;http://co1455.mskzapad.ru
45;POINT (4175888.8955999985 7499413.225100003);5137.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1448;ГБОУ ЦО № 1448;119192 г.Москва, Мичуринский проспект, д. 5, корпус 1;906.11624157;3947.09031786;3102414.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 641-16-27;http://co1448.mskzapad.ru
46;POINT (4201981.9684999995 7482671.572499998);5264.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 943";ГБОУ ЦО № 943;115580 Москва, ул. Мусы Джалиля, 29, корп.2;15676.433425;-5470.78072038;2123162.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";396-16-55;http://sch943.edusite.ru
47;POINT (4207053.956799999 7516742.926100001);5433.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1483;ГБОУ ЦО № 1483;105043, г. Москва, 7-я Парковая,  дом  1-а;18466.4084;13741.2296051;19268.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 367-79-54;http://cov1483.mskobr.ru
48;POINT (4199156.265900001 7519021.719499998);5434.0;"Государственное бюджетное образовательное учреждение города Москвы Центр образования №1080 """"Экополис""""";"ГБОУ ЦО №1080 """"Экополис""""";107392, г. Москва, ул. Знаменская, д.12/4;14011.874;15005.9820744;2109300.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 161-75-39;http://school1080.edusite.ru/
49;POINT (4178275.3742000014 7492839.1701000035);5476.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 117;ГБОУ ЦО № 117;117393, г. Москва, ул. Академика Пилюгина, дом 18, корпус 1;2255.72645;240.99962825;2108186.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;134-70-95;http://www.school117.ru
50;POINT (4189169.3209000006 7520430.339500003);5856.0;"Государственное бюджетное образовательное учреждение города Москвы Центр образования """"Школа здоровья"""" № 287 имени С. К. Годовикова";"ГБОУ ЦО """"Школа здоровья"""" № 287";129085, г. Москва, ул. Годовикова, дом 16А;8384.250100000001;15783.4797226;2126169.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";"(495) 615-32-00; (495) 615-48-65";http://co287sv.mskobr.ru
51;POINT (4174488.3242999986 7497065.031800002);636.0;Государственное бюджетное образовательное учреждение города Москвы  центр образования № 1434;ГБОУ ЦО № 1434;119607 г.Москва, ул Раменки д.15 к1;115.08800000000001;2623.44843702;2116970.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 932-00-00; (495) 932-08-01";http://co1434.mskzapad.ru
52;POINT (4199208.399 7496740.052100003);6444.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1085;ГБОУ ЦО № 1085;109548, г. Москва, ул. Гурьянова, д. 15;14081.280725;2462.43710466;2129813.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;353-68-50;http://school1085.ru
53;POINT (4174351.1407999992 7492511.470700003);6462.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 46";ГБОУ Центр образования № 46;119421, г. Москва, ул.Обручева, дом 28А;37.512253;55.657329;280066.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";936-62-71;http://school46msk.ru
54;POINT (4177262.0702 7489018.053800002);6480.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 170 имени А.П.Чехова;ГБОУ ЦО № 170;117485, г. Москва, Профсоюзная ул., дом 96 Б;1683.69745;-1915.06776025;3000599.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;335-50-77;http://center170.ru
55;POINT (4171226.6625999995 7493298.828699999);649.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1317";"ГБОУ ЦО """"Школа здоровья"""" № 1317";119602 г.Москва, ул. Академика Анохина, д.4, корпус 5;-1728.5101000000002;500.17082482;3101763.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";735-66-11;http://школа 1317.рф
56;POINT (4202981.197900001 7490425.9639);6537.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1462;ГБОУ ЦО № 1462;109451, г. Москва, Мячковский бульвар, дом 7, к. 2;16225.9047992;-1091.35067159;2700696.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;345-07-51;http://www.co1462.ru/
57;POINT (4180087.9398000017 7469406.601999998);6706.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863;ГБОУ ЦО № 1863;117042, г. Москва, улица Поляны, дом 31А;3289.74073541;-12995.457039;2134410.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;716-80-45;http://www.center1863.msk.ru
58;POINT (4166350.471900001 7531086.772699997);6736.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 644 """"Гармония""""";"ГБОУ ЦО № 644 """"Гармония""""";125480, г. Москва, ул. Вилиса Лациса, д. 11, корп. 2;-4461.99635;21763.5109765;2113827.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;495-12-46;http://co644.jimdo.com
59;POINT (4214873.673599999 7506129.977300003);7512.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1927;ГБОУ ЦО № 1927;111672, г. Москва, ул. Салтыковская, д, 13А;22904.0993819;7790.13830467;4000006.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;702-58-81;http://sch1927.ru
60;POINT (4173680.228500001 7493541.944899999);7554.0;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 324 """"Жар-птица""""";"ГБОУ ЦО № 324 """"Жар-птица""""";119454 г.Москва, ул. Лобачевского, д. 54;-341.67584999999997;636.90973685;2116885.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;431-19-87;http://s324.ru
61;POINT (4199527.6603000015 7513807.160700001);7578.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 429 """"Соколиная гора""""";"ГБОУ ЦО №429 """"Соколиная гора""""";105118, Москва, пр-т Буденного, д.15-а;14230.5836;12074.3022858;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 366-12-51; (495) 365-09-03; (495) 918-24-11; (495) 365-40-82; (495) 365-30-33; (495) 779-09-99; (495) 779-09-98";http://school-429.ru
62;POINT (4210599.0141 7518959.166100003);7581.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 734 """"Школа самоопределения""""";"ГБОУ ЦО № 734 """"Школа самоопределения""""";105484, г. Москва, Сиреневый бульвар, 58А;20458.271175;14996.144547;2116264.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;461-43-90;http://734.msk.ru
63;POINT (4175349.670400001 7467472.580600001);6637.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1492;ГБОУ ЦО № 1492;117041, г.Москва, ул. Адмирала Лазарева, д.62, корп.2;603.38715793;-14090.8611776;2900420.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;714-03-36;http://1492co.mosuzedu.ru/
64;POINT (4215054.874200001 7499617.486100003);7497.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1602;ГБОУ ЦО № 1602;111625, г. Москва, ул. Златоустовская, д. 3;23025.58495;4122.06993381;2600782.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;700-45-40;http://www.schoolco-1602.narod.ru
65;POINT (4174351.4125000015 7492511.661399998);6863.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1480;ГБОУ ЦО № 1480;105064 г.Москва, Гороховский пер., д.10, стр.1;37.665929999999996;55.764759;2116363.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 261-43-26;http://coc1480.mskobr.ru
66;POINT (4183795.4470000006 7539217.511100002);7087.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 166;ГБОУ ЦО № 166;127572 г. Москва, Алтуфьевское шоссе, дом 97, корпус 3;5344.8217;26325.3612088;2108893.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 200-06-15; (499) 200-52-70";http://co166.svao.mskobr.ru
67;POINT (4185025.660100002 7535355.535700001);7094.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1446;ГБОУ ЦО № 1446;127549 г. Москва, Костромская улица, дом 14, корпус 1;6038.988775;24160.3320767;2300460.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 902-22-27;http://www.co1446.svao.mskobr.ru
68;POINT (4191757.5775999986 7521268.461800002);7097.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1464;ГБОУ ЦО № 1464;129626, г. Москва, улица Павла Корчагина, дом 1-а;9841.0251;16257.5238621;2124946.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 682-44-38; (495) 686-19-87";http://co1464.svao.mskobr.ru
69;POINT (4183190.4307000004 7538639.537699997);7103.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1430;ГБОУ ЦО № 1430;127572, г.Москва, ул.Новгородская, д.21А;5005.238775;26000.8914671;2108892.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 200-14-00;http://co1430.svao.mskobr.ru/
70;POINT (4170871.0253 7499890.192100003);7410.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1438;ГБОУ ЦО № 1438;119517 г. Москва, ул. Матвеевская, д.20, к.2;-1927.7440000000001;4216.32604379;2111926.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;441-72-48;http://co1438.mskzapad.ru
71;POINT (4218510.5165 7501558.167099997);7495.0;Государственное бюджетное образовательнoе учреждение города Москвы центр образования № 1495;ГБОУ ЦО № 1495;111674, г.Москва, ул. Святоозерская, д. 17;24970.9694025;5226.27880335;2403750.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 721-52-04; (499) 721-52-05";http://www.co1495.edusite.ru
72;POINT (4181216.2918 7536835.705300003);8648.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1678 """"Восточное Дегунино""""";"ГБОУ ЦО № 1678 """"Восточное Дегунино""""";127591, г. Москва ул. Дубнинская, д. 46, кор. 2;3896.802475;24988.2085619;2109667.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;480-35-33;http://schools.keldysh.ru/co1678/index.html
73;POINT (4186200.9518 7508533.915100001);8757.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 """"Пятьдесят седьмая школа""""";ГБОУ ЦО № 57;119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5;6722.412600000001;9089.12875325;2121175.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 691-85-72;http://sch57.msk.ru/
74;POINT (4175960.748399999 7515486.572400004);8650.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1865;ГБОУ ЦО № 1865;125252 г.Москва, ул. Куусинена, д.13;945.07137115;12996.2418482;2117223.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 943-26-15;http://1865.msk.ru/
