0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
152;POINT (4193466.970899999 7477440.555299997);187.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1428;ГБОУ ЦО № 1428;115404 Ряжская улица, 13 к.2;10864.164975;-8440.62008136;3802861.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 326-96-46; (495) 326-86-36";http://1428.рф
153;POINT (4185618.621100001 7523453.329400003);5443.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1494;ГБОУ ЦО № 1494;127427, город  Москва, улица Ботаническая, дом 9А;6381.900100000001;17478.8957148;2103766.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 975-06-08; (499) 975-06-09";http://co1494.svao.mskobr.ru
154;POINT (4203075.263599999 7499805.325199999);6406.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 641 имени Сергея Есенина;ГБОУ ЦО № 641 имени Сергея Есенина;109462 Волгоградский проспект, дом 66, корп. 4,5;16259.57575;4197.70542145;2128871.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 172-36-36;http://s641.ru
155;POINT (4171805.8905999996 7516056.045400001);6737.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1089 """"Коллаж""""";"ГБОУ ЦО № 1089 """"Коллаж""""";123154, г.Москва, ул.Берзарина, д.19, корп.2;-1396.5198;13316.7163177;2131120.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;197-00-97;http://1089.shkola.hc.ru
156;POINT (4193694.589499999 7513369.334600002);6811.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 345;ГБОУ ЦО № 345;105066 Елоховский проезд, 1 стр. 5;10942.9294431;11818.6132639;2116383.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 267-66-76;http://school345.ru/
157;POINT (4209363.9498 7509329.174599998);7500.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1666 """"Феникс""""";"ГБОУ ЦО №1666 """"Феникс""""";111558, г.Москва, Зеленый пр-кт, д. 75;19786.92425;9576.05805774;2122178.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 302-81-15;http://sch1666.ru
158;POINT (4184338.1948000006 7510842.067299999);6842.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1239;ГБОУ ЦО № 1239;123001 г.Москва, Вспольный пер.,д.6, стр.3;5669.9626;10386.7656106;2106423.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 690-36-48; (495) 690-17-82";http://www.1239.ru
159;POINT (4183603.8401000015 7513338.802900001);6843.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1240;ГБОУ ЦО № 1240;123056 г.Москва, Б.Кондратьевский пер., д.3;5254.182925;11791.0596508;2106426.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;254-99-59;http://1240.ru
160;POINT (4191322.2544 7508560.039300002);6870.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1685;ГБОУ ЦО № 1685;109240 г.Москва, Берниковская набер., д.12, стр.1;9611.375100000001;9109.14518885;2130771.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 915-05-60; (495) 915-36-68";http://centre1685.ru
161;POINT (4156485.965599999 7487096.3467999995);4885.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1437;ГБОУ ЦО № 1437;119634 Федосьино улица, д.16 корп.3;-10068.5184;-2987.96475;4101721.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;731-10-55;http://co1437.mskzapad.ru
162;POINT (4184135.7115 7474064.667499997);5904.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1613;ГБОУ ЦО № 1613;117628, г. Москва, ул. Ратная, дом 6 Б;5581.45356102;-10358.7022927;2134414.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;711-16-45;http://center-1613.mosuzedu.ru
163;POINT (4221002.885200001 7495795.839000002);6552.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1830;ГБОУ ЦО № 1830;111674 1-я Вольская улица, д. 5;26397.73155;1986.74516398;2710460.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 706-94-01;http://www.zo1830.ru
164;POINT (4177801.1766999997 7496375.674400002);6473.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 118;ГБОУ ЦО № 118;119311 Строителей улица, 15;1986.8485249999999;2235.19127412;2101148.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;930-40-08;http://www.center118uzao.ru
165;POINT (4185990.6171999983 7503277.891900003);7394.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1496;ГБОУ ЦО № 1496;119049 г.Москва, Ленинский прспект, д.13а;6608.1376;6129.27374949;2103069.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 237-29-81;http://www.ds281.mskobr.ru
166;POINT (4184304.8352000006 7529632.238899998);7100.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1486;ГБОУ ЦО № 1486;127562 г.Москва. Алтуфьевское шоссе, д.12, корпус 1;5637.825275;20948.0206293;2114123.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 201-81-00; (499) 201-28-86";http://www.co1486.svao.mskobr.ru
167;POINT (4178017.8093000017 7520654.461199999);8649.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1847;ГБОУ ЦО № 1847;125315 г. Москва, М. Коптевский пр, д. 3/5;2103.1479;15902.100678;3402115.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 152-22-31; (499) 152-12-05; (499) 152-13-16; (499) 152-93-53; (495) 708-14-96";http://1847co.ru/
168;POINT (4195388.402899999 7512551.362999998);8500.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1641;ГБОУ ЦО № 1641;105003 г. Москва, Кондрашевский тупик, д. 3А;11899.075075;11360.9018071;2116412.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 261-22-63;http://co1641.ru
169;POINT (4206701.079300001 7502758.2126);3824.0;"Частное учреждение Центр образования """"Личность""""";Частное учреждение ЦО Личность;109456 Паперника улица, д.6 корпус2;18300.3254371;5869.50461797;2128468.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 371-55-92,(495) 371-59-00,(495) 643-89-60;
170;POINT (4181047.296 7491582.437299997);3842.0;"Негосударственное образовательное учреждение Средняя общеобразовательная школа Образовательный центр ОАО """"Газпром""""";НОУ СОШ Образовательный центр ОАО “Газпром”;117420 Новочеремушкинская улица, 66;3823.17456714;-466.88565626;3000696.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 719-17-10;
171;POINT (4165648.6873999983 7504050.9089);3902.0;"Некоммерческое образовательное учреждение """"Центр ЮССТ""""";Некоммерческое образовательное учреждение Центр ЮССТ;Маршала Неделина улица, 36;-4874.320175;6562.8341521;2126501.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;446-34-78,(495) 970-06-89;
172;POINT (4199194.6701 7520188.031900004);3862.0;"Частное учреждение Центр образования """"Школа Ретро""""";Частное учреждение ЦО Школа Ретро;105077 4-я Гражданская улица, 43 к.8;14031.4160048;15661.6450876;2109544.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(499) 160-86-25,(495) 646-95-94;
173;POINT (4185491.6636000015 7508086.300499998);4263.0;"Негосударственное образовательное учреждение образовательный центр """"Солнечный ветер""""";НОУ образовательный центр Солнечный ветер;121019 Нащокинский переулок, 12/15 кв 303;6322.650100000001;8836.56972854;2101535.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;500-82-59,338-25-55;
174;POINT (4193386.914099999 7495728.453699999);3802.0;"Некоммерческое партнерство Центр образования Лицей """"Столичный""""";Некоммерческое партнерство ЦО Лицей Столичный;115470 Кленовый бульвар, 6 корпус2;10793.687925;1882.84335537;2124293.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 313-49-79,(495) 315-31-56;
175;POINT (4212074.0669 7509125.716499999);3859.0;"Автономная некоммерческая организация образовательный центр """"ЭОС""""";АНО образовательный центр ЭОС;Сталеваров улица, д. 28;21316.1284959;9468.6998318;2121794.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;305-77-22,304-73-86;
176;POINT (4175070.2338000014 7529041.910599999);5016.0;"Автономная некоммерческая организация Центр развития ребёнка """"Мир детства Ладушки""""";АНО ЦРР Мир детства Ладушки;125499 Флотская улица, д. 48-б;442.682325;20613.1618687;2106866.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 454-25-13;
177;POINT (4201059.5909 7480481.6417);5027.0;Негосударственное образовательное учреждение центр образования «Православный Центр непрерывного образования во имя преподобного Серафима Саровского»;НОУ ЦО «Православный Центр непрерывного образования во имя преподобного Серафима Саровского»;115597 Ясеневая улица, д. 33/2;15158.606543;-6709.61742222;2122836.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 548-24-12,(495) 399-44-79;
178;POINT (4187245.7826000005 7502399.804399997);5110.0;"Частное учреждение Центр Образования """"Столичный - КИТ""""";Частное учреждение ЦО Столичный - КИТ;115162 Хавская улица, 5;7317.486400000001;5635.73098741;2118299.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(499) 764-74-87;
179;POINT (4194683.7498 7482537.174699999);5029.0;Частное учреждение Центр образования «Русская школа»;Частное учреждение ЦО «Русская школа»;115569 Дольская улица, 2;11545.8369667;-5559.38532886;2123394.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;548-07-55;
180;POINT (4182863.338199999 7537302.4168);3793.0;"Автономная некоммерческая организация Центр образования """"Знак""""";АНО ЦО Знак;127576 Абрамцевская улица, 6а;4822.245625;25250.85845;2108916.0;;;;;Автономное;Общеобразовательное учреждение;Центр образования;(499) 200-05-08;
