"0_Код объекта";"1_Наименование объекта";"1_Адрес объекта";"0_Координата X";"0_Координата Y";"1_Округ";"1_Район";"1_Вид объекта";"1_Период размещения";"1_Дата начала срока размещения";"1_Дата окончания срока размещения";"1_Номер свидетельства";"1_Дата выдачи свидетельства";"1_Специализация"
"000013915";"Центр прессы";"Зубовский бульв. 37 с. 1";"37,586405";"55,737858";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"31.10.2011";"31.10.2014";"100-001033";"31.10.2011";"Печать"
"000013916";"ТЦ Складочная";"Самотёчная ул. 13";"37,617883";"55,777544999";"ЦАО";"Тверской";"Лоток";"с 1 апреля по 1 ноября";"14.05.2012";"14.05.2015";"100-000132";"14.05.2012";"Овощи и фрукты"
"000013917";"Везувий";"ул. Заморенова 12 с. 1";"37,573508999";"55,759668";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000727";"19.01.2012";"Хлеб"
"000013918";"Печать Бориса Галушкина, вл.";"ул. Бориса Галушкина 4 с. 1";"37,649181";"55,826184999";"СВАО";"Алексеевский";"Киоск";"с 1 января по 31 декабря";"09.05.2012";"01.07.2015";;;"Печать"
"000013919";"Краснопресненское агентство печати";"Шмитовский пр. 29 с. 1";"37,539711";"55,755648";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000745";"31.10.2011";"Печать"
"000013920";"Русское бистро Экспресс";"ул. Щепкина 38 с. 1";"37,630951";"55,781606";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"04.10.2011";"04.10.2014";"100-001055";"04.10.2011";"Кафе"
"000013921";"Лоток при стационаре, Солнцевский пр-т, д. 25/2";"Солнцевский просп. 25/2";"37,415023";"55,646308999";"ЗАО";"Солнцево";"Лоток";"с 1 апреля по 1 ноября";"31.05.2012";"30.05.2015";;;"Овощи и фрукты"
"000013922";"ГлобалБизнес";"ул. Щепкина 38 с. 1";"37,631047";"55,781539";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"04.10.2011";"04.10.2014";"100-001338";"21.06.2002";"Кафе"
"000013923";"Агентство печати Московский запад";"Комсомольский просп. 19";"37,585471";"55,728827";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"31.10.2011";"31.10.2014";"100-001036";"31.10.2011";"Печать"
"000013924";"Слав Инвест";"ул. Гашека 9";"37,59019";"55,76924";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000746";"16.05.2012";"Хлеб"
"000013925";"Краснопресненское агентство печати";"Шмитовский пр. 42";"37,521882";"55,755334";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001320";"30.07.2012";"Печать"
"000013926";"Рол-Бар";"Камергерский пер. 2";"37,613828";"55,760019";"ЦАО";"Тверской";"Лоток";"с 20 декабря по 31 декабря";"05.07.2012";"05.07.2015";;;"Квас"
"000013927";"Лоток при стационаре, ул. Главмосстроя, д. 10";"ул. Главмосстроя 10";"37,409776";"55,653428";"ЗАО";"Солнцево";"Лоток";"с 1 апреля по 1 ноября";"31.05.2012";"30.05.2015";;;"Овощи и фрукты"
"000013928";"ТФ Весы-11";"Большой Сухаревский пер. 23 с. 1";"37,631980999";"55,771001";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"18.04.2012";"18.04.2015";"100-001045";"18.04.2012";"Бытовые услуги"
"000013929";"Агенство печати Московский запад";"Комсомольский просп.";"37,582908";"55,727035";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"08.11.2011";"08.11.2014";"100-001030";"08.11.2011";"Печать"
"000013930";"Овощи и фрукты на Новолесная ул.";"Новолесная ул.";"37,590818";"55,782774";"ЦАО";"Тверской";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013931";"Квачадзе И.И.";"Средний Тишинский пер. 24-26";"37,576784999";"55,770458";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000748";"16.05.2012";"Хлеб"
"000013932";"Редакция газеты ""Труд""";"Дружинниковская ул. 30 с. 1";"37,576191";"55,759136999";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001447";"24.12.2012";"Печать"
"000013933";"Справки на ул. Сретенка 27 с. 1";"ул. Сретенка 27 с. 1";"37,632152999";"55,771292999";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Справки"
"000013934";"Пынзарь М.В.";"Лесная ул.";"37,591860999";"55,781436";"ЦАО";"Тверской";"Лоток";"с 1 апреля по 1 ноября";"04.09.2012";"04.09.2015";"100-001346";"04.09.2012";"Овощи и фрукты"
"000013935";"Вeзувий";"ул. Красная Пресня";"37,577184999";"55,7603";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000724";"03.04.2012";"Хлеб"
"000013936";"Краснопресненское агентство печати";"Дружинниковская ул. 30 с. 1";"37,576363";"55,759282";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001310";"30.07.2012";"Печать"
"000013937";"Пынзарь М.В.";"Лесная ул.";"37,593861";"55,782239";"ЦАО";"Тверской";"Лоток";"с 1 апреля по 1 ноября";"04.09.2012";"04.09.2015";"100-001347";"04.09.2012";"Овощи и фрукты"
"000013938";"Эксодус";"Комсомольский просп. 28";"37,579418";"55,726893";"ЦАО";"Хамовники";"Павильон";"с 1 января по 31 декабря";"25.08.2011";"25.08.2014";"100-000582";"25.08.2011";"Печать"
"000013939";"Сувениры/Народные промыслы на Большая Екатерининская ул. 27";"Большая Екатерининская ул. 27";"37,620532999";"55,784595";"ЦАО";"Мещанский";"Лоток";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Сувениры/Народные промыслы"
"000013940";"Агенство печати Московский запад";"Комсомольский просп. 36";"37,576116";"55,723703";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"31.10.2011";"31.10.2014";"100-000584";"31.10.2011";"Печать"
"000013941";"Лоток при стационаре, Мещерский пр-т, д.22";"Мещерский просп. 22";"37,417004999";"55,670556";"ЗАО";"Солнцево";"Лоток";"с 1 апреля по 1 ноября";"31.05.2012";"30.05.2015";;;"Овощи и фрукты"
"000013942";"Ибрагимова М.Я.";"Никитский бульв. 25";"37,59797";"55,757109";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000700";"03.04.2012";"Хлеб"
"000013943";"Сувениры/Народные промыслы на ул. Щепкина 38 с. 1";"ул. Щепкина 38 с. 1";"37,630779";"55,781539";"ЦАО";"Мещанский";"Лоток";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Сувениры/Народные промыслы"
"000013944";"""Цветы; В. Первомайская ул., вл. 67""";"Верхняя Первомайская ул. 67А";"37,808814";"55,800135";"ВАО";"Восточное Измайлово";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"01.07.2014";"400-001641";"04.08.2011";"Цветы"
"000013945";"Агенство печати Московский Запад";"Комсомольский просп. 48";"37,571405";"55,719852999";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"08.11.2011";"08.11.2014";"100-000574";"14.06.2013";"Печать"
"000013946";"Табак на просп. Мира 33 к. 1";"просп. Мира 33 к. 1";"37,631938";"55,780417";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Табак"
"000013947";"Спорт-Экспресс";"ул. Красина 27 с. 1";"37,585391";"55,769356";"ЦАО";"Пресненский";"Павильон";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000210";"06.07.2012";"Печать"
"000013948";"Табачный капитан";"Аминьевское шоссе";"37,461375";"55,698236";"ЗАО";"Очаково-Матвеевское";"Модульный объект";"с 1 января по 31 декабря";"01.01.2012";"31.12.2014";"820-000376";"26.01.2012";"Табак"
"000013949";"Табак на просп. Мира 33 к. 1";"просп. Мира 33 к. 1";"37,632012999";"55,780345";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Табак"
"000013950";"Краснопресненское агентство печати";"Малая Грузинская ул. 29";"37,572109";"55,768457";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000732";"31.10.2011";"Печать"
"000013951";"МДТЗК";"просп. Мира 38";"37,63374";"55,779585";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"07.11.2011";"07.11.2014";"100-001049";"07.11.2011";"Театральные билеты"
