"0_Код объекта";"1_Наименование объекта";"1_Адрес объекта";"0_Координата X";"0_Координата Y";"1_Округ";"1_Район";"1_Вид объекта";"1_Период размещения";"1_Дата начала срока размещения";"1_Дата окончания срока размещения";"1_Номер свидетельства";"1_Дата выдачи свидетельства";"1_Специализация"
"000011157";"Овощи-фрукты Югорский проезд, 16/13";"Югорский пр. 16/13";"37,713327";"55,879692999";"СВАО";"Ярославский";"Лоток";"с 1 апреля по 1 ноября";"01.04.2011";"31.12.2014";;;"Овощи и фрукты"
"000011158";"Овощи-фрукты ул. Егора Абакумова, 9";"ул. Егора Абакумова 9";"37,714572";"55,879127";"СВАО";"Ярославский";"Лоток";"с 1 апреля по 1 ноября";"01.04.2011";"31.12.2014";;;"Овощи и фрукты"
"000011159";"Овощи-фрукты";"Палехская ул. 15А";"37,701118";"55,869544999";"СВАО";"Ярославский";"Лоток";"с 1 апреля по 1 ноября";"01.04.2011";"31.12.2014";;;"Овощи и фрукты"
"000011160";"Овощи-фрукты ул. Холмогорская, 8а";"Холмогорская ул. 8А";"37,715816";"55,882016";"СВАО";"Ярославский";"Лоток";"с 1 апреля по 1 ноября";"01.04.2011";"31.12.2014";;;"Овощи и фрукты"
"000011161";"Елочный базар Ярославское шоссе, д. 54";"Ярославское шоссе 54";"37,705903";"55,866403";"СВАО";"Ярославский";"Елочный базар";"с 20 декабря по 31 декабря";"01.04.2011";"31.12.2014";;;"Ели, сосны, лапник"
"000011162";"Квас, район Крюково, Привокзальная площадь, у ТД «Крюково», объект № 7 пл. 3 кв.м";"Зеленоград, Привокзальная пл.  с. 5";"37,172202";"55,980206";"ЗелАО";"Крюково";"Ролл-бар";"с 1 апреля по 1 ноября";"14.05.2012";"01.11.2014";"1000-001501";"17.05.2012";"Квас"
"000011163";"Бахчевой развал ул. Палехская, 15а";"Палехская ул. 15А";"37,701182";"55,869515";"СВАО";"Ярославский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2011";"31.12.2014";;;"Бахчевые культуры"
"000011164";"Бахчевой развал ул. Егора Абакумова, 15а";"ул. Егора Абакумова 15А";"37,71249";"55,880114";"СВАО";"Ярославский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.01.2011";"31.12.2014";;;"Бахчевые культуры"
"000011165";"Бахчевой развал Ярославское шоссе, д.142 к5";"Ярославское шоссе 142 к. 5";"37,720858";"55,875708";"СВАО";"Ярославский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2011";"31.12.2014";;;"Бахчевые культуры"
"000011166";"Квас, район Крюково, у корп.1446, объект № 8 пл. 3 кв.м";"Зеленоград  к. 1446";"37,152541";"55,984979";"ЗелАО";"Крюково";"Ролл-бар";"с 1 апреля по 1 ноября";"14.05.2012";"01.11.2014";"1000-001498";"17.05.2012";"Квас"
"000011167";"Квас, район Крюково, у корп.1504, объект № 9 пл. 3 кв.м";"Зеленоград  к. 1504";"37,153346";"55,983826";"ЗелАО";"Крюково";"Ролл-бар";"с 1 апреля по 1 ноября";"14.05.2012";"01.11.2014";"1000-001499";"17.05.2012";"Квас"
"000011168";"Летнее кафе, район Силино, у Школьного озера, объект № 10 пл. 95 кв.м";"Зеленоград";"37,178527";"55,990767";"ЗелАО";"Силино";"Ролл-бар";"с 1 апреля по 1 ноября";"15.05.2012";"01.11.2014";"1000-001502";"18.05.2012";"Кафе"
"000011169";"Овощи-фрукты, Силино, между корп. 1136 и 1137";"Зеленоград  к. 1136";"37,172400999";"55,992957";"ЗелАО";"Силино";"Лоток";"с 1 апреля по 1 ноября";"15.05.2012";"01.11.2014";"1000-001592";"09.04.2013";"Овощи и фрукты"
"000011170";"Ролл-бар, район Силино, у корп. 1002";"Зеленоград  к. 1002";"37,176284";"55,983727";"ЗелАО";"Силино";"Ролл-бар";"с 1 апреля по 1 ноября";"14.05.2012";"01.11.2014";"1000-001504";"17.05.2012";"Квас"
"000011171";"Пункт проката, район Силино, зона отдыха пруда ""Школьный""";"Зеленоград  к. 1001";"37,178559";"55,990593";"ЗелАО";"Силино";"Лоток";"с 1 апреля по 1 ноября";"15.05.2012";"01.11.2014";"1000-001505";"17.05.2012";"Прокат"
"000011172";"Ролл-бар, район Силино, у корп. 1204";"Зеленоград  к. 1204";"37,189738";"55,994914";"ЗелАО";"Силино";"Ролл-бар";"с 1 апреля по 1 ноября";"14.05.2012";"01.11.2014";"1000-001506";"17.05.2012";"Квас"
"000011173";"Овощи-фрукты, район Силино, у корп.1006";"Зеленоград  к. 1006";"37,175104999";"55,984028";"ЗелАО";"Силино";"Лоток";"с 1 апреля по 1 ноября";"15.05.2012";"01.11.2014";"1000-001507";"18.05.2012";"Овощи и фрукты"
"000011174";"Каре ВК";"ул. Менжинского 27";"37,658234";"55,870352";"СВАО";"Бабушкинский";"Павильон";"с 1 января по 31 декабря";"22.12.2011";"22.12.2014";"300-000499";"28.12.2011";"Непродовольственные товары"
"000011175";"Обивалина С. В.";"Енисейская ул. 33";"37,665777";"55,874880999";"СВАО";"Бабушкинский";"Модульный объект";"с 1 января по 31 декабря";"23.12.2011";"23.12.2014";"300-000692";"14.06.2012";"Печать"
"000011177";"Обивалина С. В.";"Осташковская ул. 7";"37,679789";"55,87755";"СВАО";"Бабушкинский";"Модульный объект";"с 1 января по 31 декабря";"23.12.2011";"23.12.2014";"300-000690";"14.06.2012";"Печать"
"000011178";"Ели,сосны,лапник ЗиАКосмвл.23";"ул. Зои и Александра Космодемьянских 23";"37,531591";"55,838201";"САО";"Коптево";"Елочный базар";"с 20 декабря по 31 декабря";"19.09.2011";"18.09.2014";"200-001018";"04.12.2012";"Ели, сосны, лапник"
"000011179";"Общественное питание на Тарусская ул., вл.14";"Тарусская ул. 14";"37,530486";"55,605924";"ЮЗАО";"Ясенево";"Автомагазин";"с 1 января по 31 декабря";"01.09.2012";"31.12.2014";;;"Кафе"
"000011180";"Общественное питание на Новоясеневский проспект, вл.11";"Новоясеневский просп. 11";"37,535421";"55,606396999";"ЮЗАО";"Ясенево";"Автомагазин";"с 1 января по 31 декабря";"01.09.2012";"31.12.2014";;;"Кафе"
"000011181";"Гранд агент";"Калужская пл. 1 к. 1";"37,611634";"55,728356999";"ЦАО";"Якиманка";"Ролл-бар";"с 1 апреля по 1 ноября";"15.04.2012";"15.04.2015";;;"Кафе"
"000011183";"Автомагазин для ГО и ЧС";"ул. Академика Пилюгина 26 к. 1";"37,527933";"55,671964999";"ЮЗАО";"Ломоносовский";"Автомагазин";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";;;"Кафе"
"000011203";"Малая Земля";"ул. Земляной Вал 1 с. 2А";"37,657215";"55,764177";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"12.04.2012";"12.04.2015";"100-000971";"12.04.2012";"Кафе"
"000011204";"Малая Земля";"ул. Земляной Вал 1 с. 2А";"37,657387";"55,764063";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"12.04.2012";"12.04.2015";"100-000713";"12.04.2012";"Продовольственные товары; Непродовольственные товары"
"000011212";"СХЛ";"Нижняя Красносельская ул. 42 с. 3";"37,672922";"55,77428";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"11.10.2011";"11.10.2014";"100-000715";"11.10.2011";"Продовольственные товары"
"000011216";"Дары Дона";"Новорязанская ул. 38Б С. 1";"37,670561";"55,771155";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"12.03.2012";"12.03.2015";"100-001322";"12.03.2012";"Продовольственные товары"
"000011218";"Фоторозница";"Нижний Сусальный пер. 5 с. 1";"37,661872";"55,760146";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"12.04.2012";"12.04.2015";"100-000383";"20.02.2012";"Продовольственные товары"
"000011223";"МК Сервис";"Чистопрудный бульв. 1А";"37,638268";"55,765348999";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"11.04.2012";"11.05.2015";"100-000638";"10.04.2012";"Печать"
"000011225";"Данвеста";"Старая Басманная ул. 20 с. 1";"37,665219";"55,767039";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"30.09.2011";"30.09.2014";"100-000452";"30.09.2011";"Печать"
"000011226";"Моспечать";"Бауманская ул. 58А";"37,678544";"55,768421";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"12.03.2012";"12.03.2015";"100-000655";"12.03.2012";"Печать"
"000011229";"Центр Прессы";"Бауманская ул. 33/2 с. 3";"37,679166";"55,772868";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"28.10.2011";"28.10.2014";"100-000657";"28.10.2011";"Печать; Сувениры/Народные промыслы"
"000011233";"Агенство Печати ""Басманное""";"Мясницкая ул. 26А с. 1";"37,636595";"55,764142";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"07.02.2012";"07.02.2015";"100-000661";"07.02.2012";"Печать"
"000011235";"Агенство Печати Басманное";"ул. Земляной Вал 1 с. 2А";"37,656786";"55,764033";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"07.02.2012";"07.02.2015";"100-000662";"07.02.2012";"Печать"
"000011237";"Агенство печати Басманное";"ул. Покровка 20/1 с. 1";"37,647152";"55,758733";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"07.02.2012";"07.02.2015";"100-000664";"07.02.2012";"Печать"
"000011240";"Агенство печати ""Басманное""";"ул. Покровка 7/9-11 к. 1";"37,641916";"55,75901";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"07.02.2012";"07.02.2015";"100-000665";"07.02.2012";"Печать"
"000011242";"Агенство Печати ""Басманное""";"Бауманская ул. 38 с. 2";"37,677986";"55,771576999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"07.02.2012";"07.02.2015";"100-000659";"07.02.2012";"Печать"
"000011245";"Агенство печати Басманное";"Хоромный туп. 2/6";"37,646015";"55,768427";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"12.03.2012";"12.03.2015";"100-000667";"12.03.2012";"Печать"
"000011247";"Хошабов";"Спартаковская ул. 2А с. 1";"37,670648";"55,769815";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"30.03.2012";"30.03.2015";"100-001332";"29.03.2012";"Бытовые услуги"
"000011249";"Хошабов Б.М.";"Большой Златоустинский пер. 3/5 с. 1";"37,632344999";"55,759173";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"30.03.2012";"30.03.2015";"100-000248";"29.03.2012";"Бытовые услуги"
"000011251";"Исаакова Н.М.";"ул. Фридриха Энгельса 7-21";"37,68172";"55,772240999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"26.03.2011";"26.03.2014";"100-000250";"26.03.2012";"Бытовые услуги"
"000011253";"Вернисаж в Измайлово";"1-й Сыромятнический пер. 3";"37,659682";"55,755461";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"13.04.2012";"13.04.2015";"100-000668";"16.04.2012";"Продовольственные товары"
"000011265";"Псарьки, Дарлон, Алди-Л, Класс-Лайн, Рублекс, ДЦ КАНЪ, ТЦ на Старой Басманной";"Бауманская ул. 33/2 с. 1";"37,679026";"55,773031";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000315";"12.04.2012";"Продовольственные товары; Непродовольственные товары; Кафе; Бытовые услуги"
"000011266";"Дарлон";"Бауманская ул. 33/2 с. 3";"37,679381";"55,772627";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-001398";"11.10.2011";"Продовольственные товары"
"000011267";"Дарлон";"Бауманская ул. 33/2 с. 3";"37,679444999";"55,772929";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000316";"11.10.2011";"Продовольственные товары"
"000011268";"Макаренко";"Гольяновская ул. 3А к. 1";"37,707963";"55,776127";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"02.04.2012";"02.04.2015";"100-000318";"02.04.2012";"Бытовые услуги"
"000011269";"РС Айсберри";"Старокирочный пер. 16/2 с. 1";"37,684144";"55,768608";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000320";"20.01.2012";"Мороженое"
"000011270";"РC Айсберри";"Бауманская ул. 40";"37,677986";"55,770756";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000322";"12.10.2011";"Мороженое"
"000011271";"Рс Айсберри";"Волховский пер. 2";"37,685088";"55,77101";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000323";"20.01.2012";"Мороженое"
"000011272";"Рс Айсберри";"Мясницкая ул. 26А с. 1";"37,636700999";"55,76425";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000321";"20.01.2012";"Мороженое"
"000011273";"Вия-Н";"Новая Переведеновская ул. 10 с. 1";"37,685925";"55,777972999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000827";"03.04.2012";"Прохладительные напитки; Мороженое"
"000011274";"Фирма Дон +";"Лефортовская наб. 1";"37,690882";"55,769459";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000324";"03.04.2012";"Прохладительные напитки; Мороженое"
"000011275";"МиладаСтар";"Бауманская ул. 58А";"37,678501";"55,768204";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000325";"06.03.2012";"Продовольственные товары"
"000011276";"Норд";"ул. Воронцово Поле 5А";"37,651228";"55,753456";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-001326";"22.05.2012";"Кафе"
"000011277";"Импэкт";"Большая Почтовая ул. 71";"37,696524999";"55,77988";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-001381";"14.05.2012";"Хлеб"
"000011278";"Финематика";"Большая Почтовая ул. 71";"37,696565";"55,779956";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000327";"17.05.2012";"Молоко"
"000011279";"Финематика";"Большая Почтовая ул. 71";"37,696569";"55,779940999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000791";"16.05.2012";"Овощи и фрукты"
"000011280";"Финематика";"Большая Почтовая ул. 71";"37,696696999";"55,780036999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000329";"16.05.2012";"Печать"
"000011281";"Виктория";"Подсосенский пер. 11";"37,652237";"55,758558";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000330";"16.05.2012";"Молоко"
"000011282";"Ярмарка Центральная";"Подсосенский пер. 11";"37,652237";"55,758515";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"24.12.2014";"100-000789";"22.05.2012";"Овощи и фрукты"
"000011283";"Аджиев Канамат Солтанович";"Подсосенский пер. 11";"37,652194";"55,758515";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000790";"16.05.2012";"Хлеб"
"000011284";"Ярмарка Центральная";"Бауманская ул. 27";"37,678823";"55,773416999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000798";"16.05.2012";"Овощи и фрукты"
"000011285";"Ярмарка Центральная";"Бауманская ул. 27";"37,678652";"55,773472";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000331";"16.05.2012";"Цветы"
"000011286";"Автокафе";"Бакунинская ул. 24";"37,683576";"55,774402";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000332";"18.05.2012";"Кафе"
"000011287";"Авентус";"Бауманская ул. 35/1 с. 8";"37,679596";"55,772036";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000217";"12.05.2012";"Кафе"
"000011288";"Пицца Рома";"Нижний Сусальный пер. 5 с. 1";"37,662848";"55,761312999";"ЦАО";"Басманный";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000349";"12.12.2011";"Печать"
"000011289";"АиФ";"Хомутовский туп. 7 с. 1";"37,653620999";"55,766474";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000411";"01.03.2012";"Печать"
"000011290";"Моспечать";"Аптекарский пер. 3 с. 2";"37,67333";"55,768028";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000334";"19.04.2012";"Печать"
"000011291";"Редакция газеты Тверская-13";"Лефортовский пер. 10";"37,685796999";"55,769011";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000335";"31.01.2012";"Печать"
"000011293";"Центр Прессы";"ул. Фридриха Энгельса 27";"37,684316";"55,773774";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000805";"28.06.2012";"Печать"
"000011294";"АП Басманное";"ул. Покровка 47";"37,654404";"55,763466";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000808";"18.04.2012";"Печать"
"000011295";"Басманное";"Новая Басманная ул. 30";"37,668438";"55,769476999";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000337";"18.04.2012";"Печать"
"000011296";"Печать и распространение";"ул. Земляной Вал 39/1 с. 1";"37,657559";"55,755472";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000338";"03.10.2011";"Печать"
"000011297";"Печать и распространение";"Бакунинская ул. 62-68 с. 1";"37,690463";"55,777768";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000339";"03.10.2011";"Печать"
"000011298";"Печать и распространение";"Бакунинская ул. 23-41";"37,684187";"55,77556";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000340";"24.02.2012";"Печать"
"000011299";"Печать и распространение";"Бакунинская ул. 5";"37,679680999";"55,773677";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000341";"24.02.2012";"Печать"
"000011300";"Печать и распространение";"Малая Почтовая ул. 5/12 с. 1";"37,685378";"55,770071";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000342";"24.02.2012";"Печать"
"000011301";"Печать и распространение";"Новая Басманная ул. 10 с. 1";"37,656786";"55,769501";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.06.2011";"31.12.2015";"100-000343";"03.10.2011";"Печать"
"000011302";"Печать и распространение";"Спартаковская ул. 2 к. 1";"37,670347";"55,769755";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000336";"03.10.2011";"Печать"
"000011304";"Печать и распространение";"Старая Басманная ул. 20 с. 1";"37,66494";"55,766942";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000344";"24.02.2012";"Печать"
"000011306";"Печать и распространение";"ул. Фридриха Энгельса 7-21";"37,680904";"55,771674";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000345";"24.02.2012";"Печать"
"000011307";"Радонеж";"Токмаков пер. 12/20 с. 2";"37,669854";"55,765406";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000346";"26.04.2012";"Печать"
"000011308";"Радонеж";"Нижняя Красносельская ул. 44";"37,673694";"55,773821";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000811";"26.04.2012";"Печать"
"000011310";"Радонеж";"Большая Почтовая ул. 1/33 с. 1";"37,687684999";"55,773906";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000347";"26.04.2012";"Печать"
"000011311";"Радонеж";"ул. Казакова 29 с. 1";"37,669435";"55,76364";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000348";"26.04.2012";"Печать"
"000011312";"Издательский дом Пресс-Инфо";"Нижний Сусальный пер. 5 С. 1";"37,662708";"55,761232";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"12.12.2011";"12.12.2014";"100-000333";"04.04.2012";"Печать"
"000011313";"АРДПП";"Ладожская ул. 10";"37,68378";"55,77142";"ЦАО";"Басманный";"Лоток";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000350";"11.10.2011";"Печать"
"000011314";"Лотереи Москвы";"1-й Сыромятнический пер. 3";"37,659447";"55,755436";"ЦАО";"Басманный";"Лоток";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000351";"11.05.2012";"Печать"
"000011315";"АиФ";"ул. Фридриха Энгельса 7-21";"37,682685";"55,772712";"ЦАО";"Басманный";"Лоток";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000352";"21.10.2011";"Печать"
"000011316";"Кардос";"Бауманская ул. 42";"37,678522";"55,770766";"ЦАО";"Басманный";"Лоток";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000355";"06.03.2012";"Печать"
"000011317";"АРДПП";"Семёновская наб. 3/1 к. 6";"37,70528";"55,780327";"ЦАО";"Басманный";"Лоток";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000356";"11.10.2011";"Печать"
"000011318";"Туманов Ю.В.";"Большой Козловский пер. 11 с. 1";"37,647822";"55,766362";"ЦАО";"Басманный";"Лоток";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"100-000353";"11.10.2011";"Печать"
"000009335";"мороженое на Грина ул.,  вл.10";"ул. Грина 10";"37,584216";"55,562828";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000109";"30.12.2011";"Мороженое"
"000009336";"мороженое на Старокачаловская ул.,  вл.3 к.3";"Старокачаловская ул. 3 к. 3";"37,582092";"55,569768999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-005312";"18.06.2012";"Мороженое"
"000009337";"продовольственные товары на Старокачаловская ул.,  вл.1 к.1";"Старокачаловская ул. 1 к. 1";"37,586662";"55,568653";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000006";"08.12.2011";"Продовольственные товары"
"000009338";"печать на Грина ул.,  вл.5";"ул. Грина 5";"37,572264";"55,56676";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-005897";"09.01.2013";"Печать"
"000009339";"печать на Дмитрия Донского бульвар,  вл.16";"бульв. Дмитрия Донского 16";"37,571985";"55,564625";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004946";"11.04.2012";"Печать"
"000009340";"цветы на Грина ул.,  вл.10";"ул. Грина 10";"37,584538";"55,56369";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004533";"19.09.2011";"Цветы"
"000009341";"хлеб на Грина ул.,  вл.5";"ул. Грина 5";"37,571428";"55,566978";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004534";"14.09.2011";"Хлеб"
"000009342";"хлеб на Старобитцевская ул,  вл.9, к.2";"Старобитцевская ул. 9";"37,591168999";"55,573955";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004535";"19.09.2011";"Хлеб"
"000009343";"цветы на Грина ул.,  вл.3";"ул. Грина 3 к. 1";"37,578144";"55,564660999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004536";"19.09.2011";"Цветы"
"000009344";"бытовое обслуживание на Грина ул.,  вл.5";"ул. Грина 5";"37,57147";"55,56693";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004537";"14.09.2011";"Бытовые услуги"
"000009345";"овощи и фрукты на Знаменские Садки ул.,  вл.7, к.1";"ул. Знаменские Садки 7 к. 1";"37,570632999";"55,573105";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004538";"19.09.2011";"Овощи и фрукты"
"000009346";"печать на Старобитцевская ул,  вл.19";"Старобитцевская ул. 19 к. 1";"37,57971";"55,577266";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004539";"14.09.2011";"Печать"
"000009347";"цветы на Старобитцевская ул,  вл.19";"Старобитцевская ул. 19 к. 1";"37,579582";"55,577253";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004540";"14.09.2011";"Цветы"
"000009348";"цветы на Грина ул.,  вл.5";"ул. Грина 5";"37,571512999";"55,566942";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004541";"14.09.2011";"Цветы"
"000009349";"овощи и фрукты на Грина ул.,  вл.3";"ул. Грина 3 к. 1";"37,578122";"55,564660999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004542";"19.09.2011";"Овощи и фрукты"
"000009350";"овощи и фрукты на Старобитцевская ул,  вл.19";"Старобитцевская ул. 19 к. 1";"37,579603";"55,577217";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004543";"13.09.2011";"Овощи и фрукты"
"000009351";"цветы на Дмитрия Донского бульвар,  вл.8";"бульв. Дмитрия Донского 8";"37,574346";"55,567536";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004544";"13.09.2011";"Цветы"
"000009352";"овощи и фрукты на Грина ул.,  вл.10";"ул. Грина 10";"37,584580999";"55,563702";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004680";"19.09.2011";"Овощи и фрукты"
"000009353";"овощи и фрукты на Дмитрия Донского бульвар,  вл.16";"бульв. Дмитрия Донского 16";"37,571556";"55,564708999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004682";"19.09.2011";"Овощи и фрукты"
