0_uidnftn;1_Наименование;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Тип;1_Административный округ;0_moddate;0_moduser
11048;Проектируемый пр-д №6418;Проектируемый пр-д №6418;ул. Марш. Савицкого, вл. 8;37,58293866;55,50432383;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11050;гостиница Северная;гостиница Северная;Сущевский вал, д. 55;37,61200111;55,79284112;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11054;м. Сходненская, сев. вых. ;м. Сходненская, сев. вых. ;м. Сходненская (ул. Героев Панфоловцев, д. 1);37,43898807;55,85181097;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
11056;ул. Ереванская, д. 31;ул. Ереванская, д. 31;ул. Ереванская, д. 31;37,67776979;55,62834805;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11057;ун-г Москва;ун-г Москва;Ленинский пр-т, вл. 54;37,56197097;55,69738377;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
11058;Институт Цветметавтоматика;Институт Цветметавтоматика;Дмитровское шоссе, д. 73 (в центр);37,55952102;55,85764773;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11059;ул. Федоскинская в центр;ул. Федоскинская в центр;Ярославское ш., д. 107;37,70645349;55,86743305;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11060;Универсам;Универсам;ул. Изумрудная, д. 3;37,68060835;55,86987979;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11061;м. Варшавская;м. Варшавская;Варшавское ш., вл. 80;37,61943277;55,65281203;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
11062;м. Владыкино;м. Владыкино;ул. Ботаническая, д.10 Б, стр.2;37,58999914;55,84622982;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11063;м. Сухаревская;м. Сухаревская;ул. Б. Сухаревская, вл. 12;37,63118169;55,77300752;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11064;Детские сад-ясли;Детские сад-ясли;Открытое ш., д. 25, корп. 1;37,76373253;55,82719486;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
11065;ул. Беловежская авт. круг;ул. Беловежская авт. круг;ул. Беловежская, д. 75;37,39577253;55,70706458;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
11066;ул. Бауманская;ул. Бауманская;ул. Бакунинская, д. 8;37,67466343;55,77701718;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11067;м. Марьино;м. Марьино;Новочеркасский б-р, д. 55;37,7406404;55,64808231;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
11068;19-ый Таксомоторный парк;19-ый Таксомоторный парк;Волгоградский пр-т (напротив ул. Ташкентская, д. 30);37,80311161;55,69800197;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11069;м. ул. Ак. Янгеля;м. ул. Ак. Янгеля;м. ул. Академика Янгеля (Варшавское ш., д. 135 А);37,60211865;55,59594028;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
11071;пл. Матвеевская;пл. Матвеевская;ул. Матвеевская, вл. 4;37,48164984;55,70576736;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
11072;м. Беговая;м. Беговая;Хорошевское ш., вл. 24;37,54395843;55,77388099;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11073;стадион Зоркий;стадион Зоркий;Моск. обл. г. Красногорск ул. Маяковского;37,32872407;55,82759406;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
11074;м. Нагатинская;м. Нагатинская;пл. Нижние котлы м. Нагатинская;37,62320913;55,68409824;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
11075;к/тр Нева;к/тр Нева;ул. Беломорская, вл. 1;37,46830403;55,86278657;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11077;м. Варшавская;м. Варшавская;Чонгарский б-р, д. 4, к. 1;37,61502344;55,65343425;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11078;ул. Таллинская, д. 32;ул. Таллинская, д. 32;ул. Таллинская, вл. 32;37,61446387;55,65342929;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
11079;ул. Селигерская;ул. Селигерская;Дмитровское шоссе, д. 89, к.1;37,61738751;55,65314299;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11081;ул. Изумрудная;ул. Изумрудная;ул. Изумрудная, д. 44;37,69258908;55,87785996;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11083;к/тр Волга дом Мебели 777 ;к/тр Волга дом Мебели 777 ;Дмитровское ш., д. 131;37,542699;55,88852391;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11084;ул. Лукинская Переделкино;ул. Лукинская Переделкино;ул. Лукинская, д. 5;37,3406505;55,64602048;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
11085;м. ВДНХ главная аллея, в центр;м. ВДНХ главная аллея, в центр;Поперечный пр-д;37,64012062;55,82470883;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
11086;Университет РАО;Университет РАО;ул. Краснобогатырская, д. 19;37,69716994;55,81273742;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
11087;Спартаковский пер.;Спартаковский пер.;ул. Бакунинская, д. 23/41;37,68615348;55,77588285;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11089;м. Новокузнецкая;м. Новокузнецкая;ул. Пятницкая вл.23, м. Новокузнецкая ;37,62847163;55,74228447;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11090;м. Чистые пруды;м. Чистые пруды;Чистопрудный бульвар, ст. м Чистые пруды ;37,63895959;55,76463676;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11092;м. Волжская;м. Волжская;м. Волжская;37,75532859;55,6901114;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11093;м. Римская;м. Римская;Шоссе Энтузиастов, вл.2 к.1;37,6813514;55,74554425;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11094;ул. Борисовские;ул. Борисовские;ул. Борисовские пруды, д. 14;37,73323412;55,63386465;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11096;ул. Кожевническая;ул. Кожевническая;ул. Кожевническая, вл. 6;37,64483108;55,72973462;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11097;ул. Обручева, вл .15;ул. Обручева, вл .15;ул. Обручева, вл .15;37,51748283;55,65837454;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
11098;ул. Кравченко;ул. Кравченко;Ленинский пр-т, д. 95;37,52471148;55,67388753;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11099;Пятницкое ш., вл. 6;Пятницкое ш., вл. 6;Пятницкое ш., вл. 6;37,38628934;55,83982505;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
11101;Марьинский р-к, ул. Нижние поля;Марьинский р-к, ул. Нижние поля;ул.Нижние поля на пересеч. с ул. Перерва;37,72223205;55,65259606;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11102;Выставочный зал;Выставочный зал;Солнцевский пр-т, д.2;37,39709589;55,65218016;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
11989;Аэропорт Внуково;Аэропорт Внуково;ул. 2-я Рейсовая привокзальная площадь;37,29154444;55,60518068;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
11998;м. Планерная, сев. вых. ;м. Планерная, сев. вых. ;ул .Планерная, д. 12;37,43485817;55,86414686;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
11999;м. Планерная, сев. вых. ;м. Планерная,сев. вых. ;ул .Планерная, д. 12;37,4348332;55,86330993;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10925;м. Фрунзенская;м. Фрунзенская;Комсомольский пр-т, вл. 28;37,65118104;55,6378186;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10926;ул. Дмитрия Ульянова;ул. Дмитрия Ульянова;ул. Вавилова, вл. 57;37,65609223;55,63656791;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10927;м-н Александра С.М. ;м-н Александра С.М. ;г. Зеленоград, ст. Крюково, 14-й мкр.;37,65593408;55,63619461;0;;;;;автоматизированный;г. Зеленоград;12:00:00 AM; 
10928;м. Университет южн. вых.;м. Университет южн. вых.;Пр-т Вернадского, вл. 9;37,65736194;55,63517724;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10929;Детская клиническая больница;Детская клиническая больница;Ленинский пр-т, д. 152/1;37,49013388;55,65318353;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10930;7 м/р Орехово-Борисово;7 м/р Орехово-Борисово;Каширское шоссе, д. 84;37,71183032;55,62165886;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10931;м. Красносельская;м. Красносельская;ул. Краснопрудная, вл. 13;37,66708859;55,78006256;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10932;пл. Москворечье;пл. Москворечье;Каширское шоссе, вл. 49 (напротив);37,6855107;55,64028697;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10933;Братцево;Братцево;Б-р Яна Райниса, вл. 47;37,40447873;55,84988481;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10935;Стоматологическая п-ка;Стоматологическая п-ка;ул. Таллинская, вл. 26;37,40687356;55,80008929;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10936;к/тр Керчь;к/тр Керчь;ул. Бирюлевская, д.17;37,6630794;55,59476699;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10937;Социальный университет;Социальный университет;ул. Стромынка, д. 14, к. 1;37,72894169;55,82590189;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10938;Торговый центр Город, из центра ;Торговый центр Город, из центра ;Рязанский пр-т, д. 2А;37,73072875;55,73097276;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10939;Торговый центр Город, в центр ;Торговый центр Город, в центр ;Рязанский пр-т, д. 3;37,72954869;55,73103516;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10940;к/тр Высота;к/тр Высота;ул. Юных Ленинцев, д. 52;37,76803214;55,69981035;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10941;Аптека;Аптека;Шоссе Фрезер, д. 13;37,73447762;55,736757;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10942;з-д Станкоагрегат;з-д Станкоагрегат;Перовское шоссе, д. 21;37,74692507;55,73586546;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10944;м. Царицыно;м. Царицыно;ул. Луганская, вл. 11;37,67082449;55,62096095;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10945;м. Кузьминки книжный магазин;м. Кузьминки книжный магазин;Волгоградский пр-т, д. 74-76;37,76793812;55,70519533;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10946;м. Авиамоторная;м. Авиамоторная;ул. Авиамоторная, вл.22/18;37,71798728;55,74949551;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10948;ул. Брусилова;ул. Брусилова;ул. Брусилова, вл. 15;37,5799337;55,50120844;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10949;2-ой м/р Солнцево;2-ой м/р Солнцево;Солнцевский пр-т, 34;37,41459872;55,64684605;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10950;пл. Солнечная;пл. Солнечная;Привокзальная площадь ст. Солнечная (ул.Попутная,д.1а);37,38355009;55,6560861;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10951;ул. Новоорловская 9 м/р Солнцева;ул. Новоорловская 9 м/р Солнцева;ул. Шолохова, д. 2;37,35946402;55,63511292;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10952;ул. Новоорловская 9 м/р Солнцева;ул. Новоорловская 9 м/р Солнцева;ул. Новоорловская, д. 7;37,36067858;55,63523236;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10954;ул. Трофимова;ул. Трофимова;ул. Трофимова, д. 33;37,6844649;55,70383843;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10955;ин-т Микрохирургии глаза;ин-т Микрохирургии глаза;Бескудниковский б-р, д. 57;37,5387403;55,87330231;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10956;Ильменский пр-д;Ильменский пр-д;Дмитровское ш., д. 74;37,55395798;55,86056011;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10957;15 гор. Больница ст. м Выхино ;15 гор. Больница ст. м Выхино ;ул. Вешняковская, д. 21;37,82957456;55,73177924;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10958;ИKEA  ;ИKEA  ;21км Калужского ш., СТЦ МЕГА, ИКЕА;37,84883469;55,65502207;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10959;Свободный пр-т;Свободный пр-т;Свободный пр-т, д. 9/3;37,82241543;55,76451673;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10960;к/тр Березка;к/тр Березка;ул. Новогиреевская, д. 47;37,80012987;55,75012695;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10961;поселение Московский;поселение Московский;Городское поселение Московский ;37,34981254;55,6080122;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10962;м. Ленинский пр-т;м. Ленинский пр-т;Ленинский пр-т, вл. 35;37,58701653;55,71160728;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10963;ул. Липецкая, д. 46;ул. Липецкая, д. 46;ул. Липецкая, д. 46 (стоит у дома 7);37,68231481;55,58114485;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10964;Институт садоводства;Институт садоводства;ул. Бирюлевская, д. 53/2;37,6451524;55,56403646;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10965;Солнцево универсам;Солнцево универсам;Солнцевский пр-т, 15;37,4072993;55,64908595;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10966;ул. Щорса;ул. Щорса;ул. Щорса, д. 7;37,40835117;55,64823042;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10967;11м/р Солнцева, Федосьино;11м/р Солнцева, Федосьино;ул. Скульптора Мухиной, д. 9;37,33824904;55,63618311;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10969;4 м/р Сев. Бутово;4 м/р Сев. Бутово;ул. Старобитцевская, вл.21, к.1;37,57875956;55,57702667;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10972;пл. Переделкино (привокзальная площадь) ;пл. Переделкино (привокзальная площадь) ;1-я Чоботовская аллея, привокзальная площадь;37,35343732;55,65571046;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10973;Детский сад;Детский сад;Ферганский пр-д, вл. 5;37,82278763;55,69660396;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10976;Нижние лихоборы тб. 47, 56, 78;Нижние лихоборы тб. 47, 56, 78;Дмитровское ш., д. 59 (корп.1);37,56825845;55,84569742;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10977;ул. Икшинская;ул. Икшинская;Дмитровское ш., д. 119, к. 1;37,54277228;55,8854232;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10978;Бескудниковский пер.;Бескудниковский пер.;Бескудниковский б-р, вл. 13/10;37,56021311;55,86457032;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10981;Кашенкин луг;Кашенкин луг;ул. Ботаническая, д. 7;37,60230203;55,82426302;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10983;м. Варшавская в центр ;м. Варшавская в центр ;Варшавское ш. (вл. 87/1) ст. м. Варшавская;37,62126598;55,65346814;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10984;м. Ул. Подбельского;м. Ул. Подбельского;Открытое шоссе, д. 5, стр.14;37,73449984;55,81266303;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10985;ул. Аргуновская из центра;ул. Аргуновская из центра;ул. Ак. Королева, д. 9;37,61734355;55,82141525;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10986;ул. Игральная;ул. Игральная;Б-р Марш. Рокоссовского, д. 36/1;37,71609602;55,81833837;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10987;Ст. Крюково - конечная Зеленоград - 2  (старый город) ;Ст. Крюково - конечная Зеленоград - 2 (старый город) ;г. Зеленоград-2, Крюковская пл., кор. 834;37,17448669;55,98084372;0;;;;;автоматизированный;г. Зеленоград;12:00:00 AM; 
10989;ул. Фортунатовская;ул. Фортунатовская;ул. Щербаковская, д. 55/35;37,73858628;55,78298706;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10990;ул. Лухмановская 29;ул. Лухмановская 29;ул. Лухмановская, д. 34;37,90524995;55,72260341;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10991;ост. Рудневка 9;ост. Рудневка 9;ул. Рудневка, д. 9;37,88281131;55,71544369;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10992;м. Курская;м. Курская;ул. Земляной вал, вл. 27, ст.м. Курская ;37,65789132;55,75883685;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10993;ул. Наметкина;ул. Наметкина;ул. Наметкина, вл. 10;37,55420464;55,66247471;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10995;ул. Южнобутовская;ул. Южнобутовская;ул. Южнобутовская, д. 29;37,53484517;55,53823597;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10997;м. Беляево;м. Беляево;ул. Миклухо-Маклая, вл. 45;37,52473786;55,64316224;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10998;ул. Керченская;ул. Керченская;Балаклавский пр-т (д. 36) (пересеч. с ул. Керченская) ;37,57721528;55,64633723;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11001;м. Беляево;м. Беляево;ул. Профсоюзная, вл. 87/49;37,52529471;55,64140596;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11002;Мичуринский пр-т (вблизи дома №51) ;Мичуринский пр-т (вблизи дома №51) ;Мичуринский пр-т (перес. с ул. Лобачевск.,78);37,48780662;55,69153583;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
11003;ул. Сельскохозяйственная, д.1;ул. Сельскохозяйственная, д.1;ул. Сельскохозяйственная, вл. 2;37,65202766;55,83273905;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11004;Берингов пр-д;Берингов пр-д;Берингов пр-д, вл. 3;37,6607787;55,85684137;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11005;м. Нагатинская НПО Волна ;м. Нагатинская НПО Волна ;Варшавское ш., д. 39;37,6234009;55,68435216;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11006;ул. Белореченская, д. 30;ул. Белореченская, д. 30;ул. Белореченская, д. 30;37,76482592;55,67067567;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11007;Даниловский р-к;Даниловский р-к;Серпуховской вал, вл. 4 - 6;37,61839436;55,71168344;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11008;2-ой м/р Жулебино;2-ой м/р Жулебино;ул. Привольная , д. 27;37,85026984;55,69291209;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
11010;ул. Головачева;ул. Головачева;ул. Головачева, д. 13;37,80982124;55,67275973;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11011;Моссельмаш;Моссельмаш;ул. Зеленоградская, д.2;37,52380555;55,86201049;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11012;2 м/р Щербинки;2 м/р Щербинки;ул. Брусилова, д. 21;37,58605041;55,50094659;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11014;ОБИ;ОБИ;21.км. Калужского ш., СТЦ МЕГА, ОБИ;37,3897867;55,91165627;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
11016;ул. Генерала Кузнецова, д. 14, в центр ;ул. Генерала Кузнецова, д. 14, в центр ;ул. Генерала Кузнецова, д. 11;37,85428588;55,68398844;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11017;138 кв. Выхино в центр;138 кв. Выхино в центр;Ферганский пр-д, д. 15;37,81744946;55,69375562;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
11018;Юбилейный пр-т;Юбилейный пр-т;ул. Суздальская, д. 11 Г;37,85315027;55,74480343;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
11019;м. Кузьминки;м. Кузьминки;Волгоградский пр-т,121;37,76651855;55,7043127;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11020;ул. Новокосинская, д.10;ул. Новокосинская, д.10;ул. Новокосинская, д. 9;37,85491474;55,73448562;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
11021;м. Кузьминки;м. Кузьминки;Волгоградский пр-т, д. 119-121;37,76591671;55,70598342;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11022;ул. Марш. Савицкого;ул. Марш. Савицкого;ул. Маршала Савицкого, д. 20;37,59110251;55,50521925;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11023;ВДНХ, южн. выход в центр;ВДНХ, южн. выход в центр;ул. 1-ая Останкинская, д. 57;37,63386931;55,82206533;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
11025;м. Тульская, южн.вых. м-н Очкарик, из центра;м. Тульская, южн.вых. м-н Очкарик, из центра;ул. Б. Тульская, вл. 10 (м-н Очкарик) ;37,62139068;55,70840514;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11026;м. Смоленская (ФЛ);м. Смоленская (ФЛ);Смоленская площадь, вл. 11;37,58261204;55,74909787;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
11027;ул. Кравченко;ул. Кравченко;ул. Кравченко, вл. 22;37,51383204;55,67946039;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
11028;Косинская ф-ка;Косинская ф-ка;ул. Б. Косинская, д. 27;37,85833226;55,71765267;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
11031;Госпиталь;Госпиталь;Моск. обл. г. Красногорск Волоколамское ш.;37,28297567;55,83451858;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
11032;м. Речной вокзал сев. вых., у ост.400 авт.;м. Речной вокзал сев. вых., у ост.400 авт.;ул. Фестивальная, д.13;37,47816792;55,8556117;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11033;м. Тимирязевская;м. Тимирязевская;Дмитровское ш., д. 13;37,57495256;55,81822303;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11034;Савеловский вокзал м. Савеловская ;Савеловский вокзал м. Савеловская ;ул. Бутырская, д. 2 (площадь вокзала);37,58445585;55,79547748;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11035;Отрадный проезд;Отрадный проезд;Березовая аллея, д. 5;37,60771514;55,85273284;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
11036;АШАН;АШАН;21км Калужского ш., СТЦ МЕГА, АШАН;37,49138921;55,60653924;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
11037;ул. Яхромская;ул. Яхромская;ул. Софьи Ковалевской, д. 1;37,54396087;55,88152803;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
11038;м-н МЕГА центр. вход МЕГА ;м-н МЕГА центр. вход МЕГА ;г. Химки, м-он № 8, стр. 1 центр. вход МЕГА;37,39718692;55,91292878;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
11039;м-н Гудвин;м-н Гудвин;ул. 15-я Парковая, д. 38;37,81789842;55,80336341;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
11040;пл. Новогиреево;пл. Новогиреево;ул. Фрязевская пл. Новогиреево;37,81370814;55,74385252;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
11041;ул. Монтажная;ул. Монтажная;Щелковское шоссе, д. 26/1;37,77570465;55,8084802;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
