0_uidnftn;1_Наименование;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Тип;1_Административный округ;0_moddate;0_moduser
10605;ул. Пронская из центра ;ул. Пронская из центра ;Лермонтовский пр-т, д. 2;37,84605182;55,7041255;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10606;Детская п-ка;Детская п-ка;Новочеркасский б-р (напротив д. 6);37,71403583;55,64627087;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10607;ул. Милашенкова, д.13;ул. Милашенкова, д.13;ул. Милашенкова, д. 13;37,58320735;55,82582692;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10609;м. ВДНХ, южн. вых.;м. ВДНХ, южн. вых.;Проспект Мира, д. 146;37,63768803;55,82332925;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10610;ул. Павла Корчагина, 8;ул. Павла Корчагина, 8;ул. Павла Корчагина, д. 5;37,65789643;55,81475779;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10615;ст. Реутово;ст. Реутово;г. Реутов, ул Южная, д.2 пересечение с Юбилейным пр-том;37,86005161;55,75045807;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10617;Савеловский в-л, в центр;Савеловский в-л, в центр;ул. Бутырская, д. 9;37,58412937;55,79512943;0;;;;;автоматизированный;САО;12:00:00 AM; 
10618;Савеловский в-л, из центр.;Савеловский в-л, из центр.;ул. Бутырская, д. 6;37,58442134;55,79575349;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10620;ул. Мосфильмовская;ул. Мосфильмовская;Ломоносовский пр-т, д.38;37,50758122;55,71010697;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10622;ул. Коштоянца;ул. Коштоянца;ул. Коштоянца, д. 33;37,49498577;55,68047482;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10625;ул. Грина;ул. Грина;Б-р Дм. Донского, вл. 10;37,57540154;55,56818816;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10629;ул. Хабаровская;ул. Хабаровская;Щелковское шоссе, д. 91;37,82665443;55,81268424;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10630;ул. Камчатская;ул. Камчатская;ул. Хабаровская, д. 27;37,82477393;55,82686507;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10633;ул. Перовская;ул. Перовская;ул. Перовская, д.8А;37,80807212;55,7443312;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10635;22 км Дмитр.ш.;22 км Дмитр.ш.;Дмитровское ш.;37,54725694;55,93249802;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10637;ул. Пудовкина;ул. Пудовкина;ул. Мосфильмовская, д. 2;37,53300054;55,7255098;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10638;Троицкое-Голенищево;Троицкое-Голенищево;ул. Мосфильмовская, д. 32;37,52483357;55,72092519;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10639;Прибрежный пр-д;Прибрежный пр-д;Ленинградское ш., вл. 132;37,46060785;55,87066139;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10641;Курьяново;Курьяново;ул. Шоссейная;37,70258737;55,65138812;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10642;ул. Нижние Поля;ул. Нижние Поля;ул. Люблинская, д. 149 (напротив ул. Нижние поля);37,74150148;55,66302299;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10643;Мякининский пр-д в центр;Мякининский пр-д в центр;ул. Кулакова, вл. 15;37,39563542;55,80811575;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10644;Песчанная пл.;Песчанная пл.;Новопесчанная пл., вл. 20;37,51082898;55,79321841;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10645;17 Гор. Больница;17 Гор. Больница;ул. Волынская, вл. 7;37,41245505;55,64310728;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10646;ул. Авиаторов, д.10;ул. Авиаторов, д.10;ул. Авиаторов, вл. 2;37,40465569;55,64259786;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10647;ул. Уссурийская (у универсама);ул. Уссурийская (у универсама);ул. Хабаровская, д. 15;37,82442032;55,82233336;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10648;платф. Павшино;платф. Павшино;Моск. обл., г. Красногорск пл. Павшино;37,34150726;55,81573119;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10650;к/т Орбита ;к/т Орбита ;ул. Новинки, д. 4 (к/т Орбита) ;37,66651013;55,67702652;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10651;м. Коломенская;м. Коломенская;Пр-т Андропова, вл. 38;37,66364124;55,67903779;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10652;ул. Родниковая, д.14 пос. Западный;ул. Родниковая, д.14 пос. Западный;ул. Родниковая, д.14;37,38518929;55,63598112;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10418;Каширское ш., д. 148;Каширское ш., д. 148;Каширское шоссе, д. 45А;37,72706823;55,5971661;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10419;маг. Белград;маг. Белград;ул. Домодедовская, 25/1;37,72327923;55,6118551;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10420;м. Домодедовская м-н Водолей;м. Домодедовская м-н Водолей;Ореховый б-р, д.15;37,71999146;55,61137072;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10421;м. Домодедовская;м. Домодедовская;Каширское шоссе, д. 108;37,71750939;55,61036841;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10422;м. Красногвардейская;м. Красногвардейская;ул. Мусы Джалиля (Ореховый б-р, д.24);37,72129792;55,61101409;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10423;м. Красногвардейская;м. Красногвардейская;ул. Муссы Джалиля, д. 33/47;37,72080725;55,61187597;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10424;станция Бутово;станция Бутово;ул. Синельниковская, вл. 49;37,74420245;55,6147131;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
10426;Бирюлево - западное автоб. круг ;Бирюлево - западное автоб. круг ;Востряковский пр-д, вл.20;37,65106651;55,5745345;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10427;к/тр Бирюсинка;к/тр Бирюсинка;ул. Медынская ( д. 11);37,64831436;55,58066797;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10428;Станция Бирюлево-товарная;Станция Бирюлево-товарная;ул. Касимовская, д. 19/1;37,65663883;55,59501078;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10429;пл. Бирюлево - Пассажирская;пл. Бирюлево - Пассажирская;Булатниковский пр-д, вл. 14 (пл. Бирюлево-пасс.);37,6592886;55,58099727;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10430;м. Третьяковская;м. Третьяковская;ул. Б. Ордынка, вл. 24/26;37,62470023;55,74008853;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10431;м. Речной вокзал. южн. вых.;м. Речной вокзал. южн. вых.;ул. Фестивальная, вл. 2;37,47575065;55,85439286;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10432;м. Водный стадион;м. Водный стадион;м. Водный стадион сев. вых.;37,48474238;55,83511166;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10433;маг. Пятерочка;маг. Пятерочка;ул. Петрозаводская, вл. 13;37,49093755;55,86696259;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10434;ул. Героев Панфиловцев;ул. Героев Панфиловцев;ул. Героев Панфиловцев, вл.22;37,41794578;55,85803422;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10435;пл. Ховрино;пл. Ховрино;ул. Ангарская, вл. 1;37,510839;55,8700107;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10436;Коровинское шоссе;Коровинское шоссе;Коровинское ш., вл. 33 А;37,5187295;55,88244011;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10437;Нагатинский затон;Нагатинский затон;ул. Коломенская (напротив вл. 3);37,70445842;55,68416474;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10438;ул. Онежская;ул. Онежская;ул. Онежская , вл. 1;37,52153717;55,84521093;0;;;;;автоматизированный;САО;12:00:00 AM; 
10439;ул. Сенежская (Диабет. центр);ул. Сенежская (Диабет. центр);ул. Флотская, д. 25;37,51405954;55,86068776;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10440;Велозаводской р-к;Велозаводской р-к;ул. Велозаводская, вл.11/1;37,66588313;55,71154048;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10441;ул. Душинская;ул. Душинская;Шоссе Энтузиастов, д. 7А;37,70220383;55,74868026;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10443;м. Бибирево;м. Бибирево;ул. Костромская, д. 20;37,60126781;55,88392883;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10444;Волжский б-р;Волжский б-р;ул. Юных Ленинцев, д. 39;37,7481314;55,70035702;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10445;Кленовый б-р;Кленовый б-р;ул. Новинки, вл. 31;37,67763191;55,67609482;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10446;м. Авиамоторная к/тр Факел, в центр;м. Авиамоторная к/тр Факел, в центр;Шоссе Энтузиастов, д.15;37,7165763;55,75134433;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10447;ул. Липецкая, вл. 40;ул. Липецкая, вл. 40;ул. Липецкая, (напротив вл. 40);37,67939649;55,58411527;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10448;м. Кузьминки из центра;м. Кузьминки из центра;Волгоградский пр-т, д. 84;37,76322838;55,70539654;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10449;ул. Лихоборские бугры;ул. Лихоборские бугры;ул. Б. Академическая;37,54871746;55,84035705;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10450;м. Шаболовская;м. Шаболовская;ул. Шаболовка, д. 30;37,60903852;55,71893325;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10451;м. Алтуфьево (в центр);м. Алтуфьево (в центр);Алтуфьевское шоссе, вл. 91;37,58680832;55,8974362;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10452;м. Алтуфьево в сторону Лианозово;м. Алтуфьево в сторону Лианозово;ул. Лескова, д. 1;37,5888288;55,89849653;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10453;Школа;Школа;ул. Бестужевых, вл. 21;37,58871657;55,89805833;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10455;м. Тимирязевская;м. Тимирязевская;ул. Фонвизина, вл. 2;37,58045469;55,81962572;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10456;ин-т Цветметавтоматика;ин-т Цветметавтоматика;Бескудниковский б-р, вл. 3, к.1;37,56243161;55,85802145;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10457;м. Люблино;м. Люблино;ул. Совхозная, д. 12;37,76135274;55,67439793;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10458;м. Кожуховская;м. Кожуховская;ул. Южнопортовая, д. 3;37,68665007;55,70583432;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10459;м. Орехово сев. вых. ;м. Орехово сев. вых. ;Шипиловский пр-д, д. 39/1;37,69506702;55,61320197;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10460;м. Нагорная;м. Нагорная;ул. Криворожская вл. 33;37,60931728;55,67200867;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10461;Нагорный б-р, д. 9;Нагорный б-р, д. 9;Нагорный б-р, д. 9;37,59635259;55,67383159;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10462;м. Новые Черемушки;м. Новые Черемушки;ул. Профсоюзная, д. 56;37,55404785;55,66956974;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10463;м. Сокольники маг. Зенит;м. Сокольники маг. Зенит;Сокольническая пл., вл. 9;37,67998434;55,78969777;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10464;м. Сокольники Макдоналдс;м. Сокольники Макдоналдс;ул. Русаковская, д. 26;37,68141258;55,78935419;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10465;м. Парк Культуры;м. Парк Культуры;Комсомольский пр-т, вл. 2;37,59454349;55,73626101;0;;;;;автоматизированный;ЦАО;12:00:00 AM; 
10466;м. Коньково;м. Коньково;ул. Профсоюзная, вл. 122;37,52028358;55,63374672;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
10467;м. Щелковская, из центра ;м. Щелковская, из центра ;ул. Уральская, вл. 2;37,79850479;55,8109524;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10468;м. Щелковская  из центра ;м. Щелковская из центра ;Щелковское шоссе, д. 58;37,79588914;55,8102356;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10469;Площадь Соловецких юнг;Площадь Соловецких юнг;Сиреневый б-р, д. 75;37,83053217;55,80301622;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10470;пл. Лианозово;пл. Лианозово;ул. Дубнинская, вл. 87;37,5549114;55,89626519;0;;;;;автоматизированный;САО;12:00:00 AM; 
10471;м. Пражская из центра ;м. Пражская из центра ;ул. Кировоградская (вл.28/1 б);37,60378963;55,61179319;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10472;м. Октябрьская кольцевая;м. Октябрьская кольцевая;Калужская пл., вл. 1;37,61112882;55,72822546;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10473;м. Октябрьская кольцевая;м. Октябрьская кольцевая;Ленинский пр-т, вл. 2, площадь;37,61097675;55,72843733;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10476;пл. Сколково;пл. Сколково;ул. Домостроительная, вл. 2 а;37,42712626;55,66674364;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10477;к/тр Таджикистан Строгино;к/тр Таджикистан Строгино;ул. Марш. Катукова, вл. 11, с. 2;37,40427128;55,8101202;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10479;м. Полежаевская, вых.к Магистральн.ул.;м. Полежаевская, вых.к Магистральн.ул.;Хорошевское ш., вл. 35;37,52057073;55,77758672;0;;;;;автоматизированный;САО;12:00:00 AM; 
10480;Пр-т Маршала Жукова;Пр-т Маршала Жукова;Пр-т Маршала Жукова, вл. 72;37,45353111;55,77960065;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10481;м. Перово;м. Перово;ул. 2-я Владимирская, д. 38/18;37,78515656;55,7501873;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10483;м. Алексеевская в центр;м. Алексеевская в центр;Проспект Мира, д. 95;37,63687532;55,80730531;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10484;м. ВДНХ;м. ВДНХ;Останкинский пр-д (напротив гост. Космос);37,63758341;55,81970494;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10485;м. Октябрьское поле Универмаг;м. Октябрьское поле Универмаг;ул. Марш. Бирюзова, вл. 18;37,49255745;55,79392993;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10486;м. Щукинская торг. центр Алые паруса;м. Щукинская торг. центр Алые паруса;ул. Авиационная, вл. 66;37,45920676;55,80977942;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10487;ул. Циалковского - Префектура СЗАО;ул. Циалковского - Префектура СЗАО;ул. Свободы, вл. 10;37,45277921;55,82888901;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10488;ул. Таллиннская Строгино;ул. Таллиннская Строгино;ул. Кулакова, вл. 27;37,39138478;55,80137836;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10490;м. Аннино из центра;м. Аннино из центра;Варшавское ш., д. 158/2;37,59754653;55,58432859;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10491;м. ул. Ак. Янгеля;м. ул. Ак. Янгеля;ст. м. ул. Ак. Янгеля;37,59797862;55,58456156;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10492;ул. Тагильская в центр;ул. Тагильская в центр;Открытое ш., д. 17, к. 1;37,75116966;55,82086026;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10493;ул. Челябинская, 21 автобусный круг;ул. Челябинская, 21 автобусный круг;ул. Челябинская, д. 19, стр. 2;37,82943891;55,77768819;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10494;ДСК-1 в центр;ДСК-1 в центр;Дмитровское шоссе, вл. 155;37,54412758;55,89945287;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10495;Протезный завод;Протезный завод;Коровинское ш., вл. 14, к. 1;37,52873285;55,87350061;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10496;Баскетбольная школа;Баскетбольная школа;ул. 800-летия Москвы, вл. 5;37,55634833;55,87999489;0;;;;;автоматизированный;САО;12:00:00 AM; 
10497;Универсам;Универсам;ул. Дубнинская, вл. 69;37,55767474;55,87608795;0;;;;;автоматизированный;САО;12:00:00 AM; 
10498;Пятницкое ш. Радиорынок;Пятницкое ш. Радиорынок;Пятницкое ш. , вл. 11;37,38422175;55,84171178;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10499;4-й микрорайон Митина;4-й микрорайон Митина;Пятницкое ш. , вл. 45;37,34964597;55,8596412;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10500;м. Теплый стан;м. Теплый стан;Новоясеневский пр-т, вл. 2;37,50916512;55,61569723;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
10501;ул. Дубравная Макдоналдс;ул. Дубравная Макдоналдс;ул. Митинская, вл. 40;37,36885315;55,84948425;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10502;м-н салон Русский мех;м-н салон Русский мех;ул. Митинская , вл. 39;37,35517225;55,84964142;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10503;м. Красногвардейская;м. Красногвардейская;Ореховый б-р, д. 45, (пересеч. с ул. Воронежская);37,74422486;55,61458554;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10504;пл. Лось в центр ;пл. Лось в центр ;Анадырский пр-д;37,71131838;55,88116321;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10505;ин-т Микрохирургии глаза;ин-т Микрохирургии глаза;Коровинское шоссе , вл. 9/1;37,53771562;55,86881957;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10506;Ул. Софьи Ковалевской;Ул. Софьи Ковалевской;ул. 800-летия Москвы, д.2, к.2;37,53302786;55,87599281;0;;;;;автоматизированный;САО;12:00:00 AM; 
10507;поликлиника;поликлиника;ул. Абрамцевская, д. 16;37,57399402;55,90122309;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10508;ул. Хачатуряна;ул. Хачатуряна;Алтуфьевское шоссе, д. 16;37,58438604;55,85698703;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10509;м. Отрадное ул. Пестеля ;м. Отрадное ул. Пестеля ;ул. Декабристов, д. 29;37,60356758;55,86455168;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10510;пл. Лианозово;пл. Лианозово;Лианозовский пр-д, д. 4;37,55167056;55,89859875;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10511;м. Войковская сев. вых. к/тр Варшава;м. Войковская сев. вых. к/тр Варшава;Площадь Ганецкого, вл. 1;37,49906471;55,8206474;0;;;;;автоматизированный;САО;12:00:00 AM; 
10513;Бескудниково;Бескудниково;Бескудниковский б-р, д. 35;37,54635506;55,87377352;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10515;пл. Бескудниково;пл. Бескудниково;ул. Инженерная, д. 15;37,57201867;55,87999163;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10516;м. Дмитровская;м. Дмитровская;ул. Бутырская, д. 93;37,58140546;55,80673351;0;;;;;автоматизированный;САО;12:00:00 AM; 
10517;м. Алексеевская площадь у метро ;м. Алексеевская площадь у метро ;Проспект Мира, д. 114 б;37,63748509;55,80881341;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10518;рынок Северный из центра ;рынок Северный из центра ;ул. Летчика Бабушкина, д. 32;37,67621851;55,871073;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10519;пр-д Шокальского;пр-д Шокальского;Пр-д Шокальского, д. 4;37,64646226;55,87258762;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10520;стадион Наука;стадион Наука;ул. Б. Академическая, д. 39;37,53280663;55,83272662;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10521;Поликлиника в центр ;Поликлиника в центр ;ул. Шереметьевская, д. 27;37,6155842;55,80316159;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10522;м. Речной вокзал сев.выход, у метро;м. Речной вокзал сев.выход, у метро;ул. Фестивальная, вл. 13;37,47810411;55,85558653;0;;;;;автоматизированный;САО;12:00:00 AM; 
10799;м. Таганская кольцевая ;м. Таганская кольцевая ;Таганская площадь(ул. Земляной вал, вл. 76);37,65597941;55,63669066;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10800;ДСК - 3;ДСК - 3;Боровское ш.;37,42631295;55,66107143;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10801;м. Улица Скобелевская в центр;м. Улица Скобелевская в центр;ул. Скобелевская;37,5549255;55,54885008;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10802;пос. Восточный;пос. Восточный;ул. Главная, д. 21;37,8709998;55,82086488;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10803;м. Свиблово вых. к ул. Амундсена;м. Свиблово вых. к ул. Амундсена;ул. Амундсена, д. 19;37,65380268;55,85574983;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10804;3-ий Павелецкий пр-д конечная;3-ий Павелецкий пр-д конечная;3-й Павелецкий пр-д, вл. 11;37,6392847;55,71089625;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10805;м. Павелецкая кольцевая;м. Павелецкая кольцевая;ул. Новокузнецкая, д. 43/16;37,6351545;55,7318258;0;;;;;автоматизированный;ЦАО;12:00:00 AM; 
10807;м. Электрозаводская;м. Электрозаводская;ул. Б. Семеновская, д. 21;37,70654202;55,78227019;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10808;м. ВДНХ, из центра;м. ВДНХ, из центра;1-й Поперечный пр-д (новый);37,64256835;55,82397007;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10809;м. Чертановская южн. вых.;м. Чертановская южн. вых.;м. Чертановская южн. вых.;37,60543204;55,63963906;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10812;м. Юго-Западная;м. Юго-Западная;Пр-т Вернадского, вл. 109;37,48233949;55,66134749;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10813;м. Преображенская площадь, м-н М-Видео;м. Преображенская площадь, м-н М-Видео;ул. Б. Черкизовская, д. 1;37,71567329;55,79656233;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10814;м. Преображенская площадь,м-н Продукты;м. Преображенская площадь,м-н Продукты;ул. Б. Черкизовская, д. 3;37,71778313;55,79657591;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10815;пл. Северянин;пл. Северянин;пл. Северянин;37,67057058;55,84540734;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10816;ул. Каховка, 31;ул. Каховка, 31;ул. Каховка, 20;37,56745651;55,65792166;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10818;Пр-д Дежнева, д. 32;Пр-д Дежнева, д. 32;Пр-д Дежнева, д. 34;37,62963035;55,86955786;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10819;м. Бабушкинская;м. Бабушкинская;ул. Менжинского, д. 36;37,66515328;55,86956354;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10821;ул. Егора Абакумова в центр;ул. Егора Абакумова в центр;Ярославское ш., д. 133;37,7200526;55,87779513;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10822;ул. Шереметьевская;ул. Шереметьевская;ул. Шереметьевская, д. 28 (был дом 66);37,61543677;55,80645527;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10823;ул. Б. Галушкина;ул. Б. Галушкина;Проспект Мира, д. 184;37,64833152;55,82706628;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10825;пл. Лосиноостровская в центр;пл. Лосиноостровская в центр;Анадырский пр-д;37,68186189;55,86252833;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10827;ул. 26 Бак. Комиссаров;ул. 26 Бак. Комиссаров;ул. 26 Бак. Комиссаров, вл. 4, к. 1;37,49347654;55,65655034;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10828;м. Новослободская;м. Новослободская;ул. Сущевская, д. 8;37,60236376;55,77973308;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10829;пл. Новогиреево;пл. Новогиреево;ул. Кетчерская, д. 1;37,82060278;55,74391488;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10830;ул. Уральская;ул. Уральская;ул. Уральская, д. 25;37,80924648;55,82320344;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10831;6 пр-д Марьиной Рощи, д. 21;6 пр-д Марьиной Рощи, д. 21;6 пр-д Марьиной Рощи, д. 21;37,61453756;55,79842505;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10832;66 кв. Кунцево;66 кв. Кунцево;ул. Барвихинская, д. 16, к. 2;37,38636617;55,71883936;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10834;м. Пр-т Вернадского;м. Пр-т Вернадского;Пр-т Вернадского, вл. 37;37,50762212;55,67618333;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10835;ст. Реутово;ст. Реутово;г. Реутов, ул. Дзержинского, д. 20;37,86008614;55,75302117;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10836;Выставочный зал в центр;Выставочный зал в центр;Мичуринский пр-т;37,49246304;55,69398869;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10837;ул. Победы;ул. Победы;г. Реутов, ул. Победы, д. 30;37,84641165;55,76811461;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10838;м. Пр-т Вернадского;м. Пр-т Вернадского;Пр-т Вернадского, вл. 14;37,50511353;55,67766214;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10839;пр-д Карамзина;пр-д Карамзина;ул. Инессы Арманд, вл. 11;37,54615026;55,58935084;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10840;Очаковское ш.;Очаковское ш.;Аминьевское ш.;37,46041806;55,69974839;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10841;м. Пр-т Вернадского;м. Пр-т Вернадского;Пр-т Вернадского, вл. 16;37,50428649;55,67573046;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10842;ул. Вильнюсская, д. 3;ул. Вильнюсская, д. 3;ул. Вильнюсская, вл. 3, к. 1;37,52361747;55,60606401;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
