0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
11;POINT (4204484.931000002 7490209.148800001);6571.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1959";ГБОУ СОШ № 1959;107341, г. Москва, Перервинский бульвар, д. 16, корп. 1;17076.639;-1210.47525612;2704566.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";346-45-51;http://1959.shkola.hc.ru/
12;POINT (4182345.6072999984 7491336.434199996);6609.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1115";ГБОУ СОШ № 1115;117209, г.Москва, ул. Перекопская, д.28;4557.315525;-604.99147552;2800290.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(903) 569-74-44;http://sch1115.mosuzedu.ru
13;POINT (4176828.1755000018 7468404.2250000015);6762.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1979";ГБОУ СОШ № 1979;117041, г.Москва, улица Адмирала Лазарева, дом 40, корпус 2;1441.71282852;-13563.5183338;2900454.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";715-59-81;http://school1979.ru
14;POINT (4173724.3713999987 7482675.870700002);6573.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 898 имени генерала И.Д.Стаценко";ГБОУ СОШ № 898;117465, г. Москва, ул. Профсоюзная, дом 156, корпус 6;-317.399325;-5495.83318833;2800495.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";338-17-15;http://school898.ru
15;POINT (4174351.2454999983 7492511.491999999);6496.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 523";ГБОУ СОШ № 523;117418, г. Москва, ул. Цюрупы, д. 14А;37.571495999999996;55.669266;61051.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";128-56-24;http://www.school523.narod.ru
16;POINT (4180468.6843999997 7468326.258100003);6578.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1065";ГБОУ СОШ № 1065;117624, г.Москва, ул. Скобелевская, дом 28;3506.07801026;-13606.5460648;2900174.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";716-78-45;http://1065.mosuzedu.ru
17;POINT (4209305.827399999 7516668.807999998);7473.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 440";ГБОУ СОШ № 440;105203, г.Москва, Измайловский проспект, дом 115;19735.552525;13705.0801456;2115772.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(495) 465-51-59;http://school440.ru/
18;POINT (4182369.6794000007 7537922.273599997);7061.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 266";"ГБОУ СОШ ""Школа здоровья"" № 266";127576, г. Москва, улица Череповецкая, дом 10 А;4544.449075;25598.1886771;2108900.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 200-70-00;http://www.schz266.svao.mskobr.ru
19;POINT (4183680.5645000003 7460778.706299998);6820.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 464";ГБОУ СОШ № 464;109316 г.Москва, ул.Талалихина, д.20, стр.1;5332.40575;-17877.4786306;48792.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(095) 670-94-20;http://shkola464.narod.ru/
20;POINT (4160179.4853000008 7487612.161200002);5261.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1013";"ГБОУ СОШ ""Школа здоровья"" № 1013";119633 г. Москва, ул. Приречная, д.3;-7978.6332;-2701.20538003;2112530.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";733-56-73;http://schz1013.mskzapad.ru
21;POINT (4188933.8682999983 7514246.7333);5453.0;"государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 268";"ГБОУ СОШ "" Школа здоровья"" № 268";129090 г. Москва, ул. Гиляровского., д.21;8258.10495;12306.35271;4306768.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";"(495) 688-49-98; (495) 688-71-05";http://shkola268.ru
22;POINT (4163120.5808000006 7500707.196900003);564.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 384 имени Д.К.Корнеева";"ГБОУ СОШ ""Школа здоровья"" № 384 имени Д.К.Корнеева";121353 г.Москва, ул. Беловежская, д. 67 а;-6304.08075;4681.01113768;2127090.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";"(495) 446-01-52; (495) 446-25-90";http://schz384.mskzapad.ru
23;POINT (4165822.664099999 7505269.402800001);4748.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1061";"ГБОУ СОШ ""Школа здоровья"" № 1061";121351 г.Москва, ул.Молодогвардейская, д. 19, корпус 2;-4775.34275;7248.96872063;2119220.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";417-92-29;http://schz1061.mskzapad.ru
24;POINT (4211969.976799998 7505800.392800003);5413.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 404";"ГБОУ СОШ ""Школа здоровья"" № 404";111539, г.Москва, ул. Реутовская, д. 16 А;21266.485675;7596.30439469;2122182.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";370-06-51;http://sch404.edusite.ru
25;POINT (4146956.839400001 7481905.726300001);612.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1008";"ГБОУ СОШ ""Школа здоровья"" № 1008";119027 г.Москва, ул. Интернациональная, д. 10;-15469.401975;-5902.92603828;4100223.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";436-77-07;http://schz1008.mskzapad.ru
26;POINT (4187481.0064999983 7480230.288199998);4717.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 901";ГБОУ СОШ № 901;117545 Москва, ул. Подольских Курсантов д.18 Б;7471.182000000001;-6871.20953451;2107440.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";381-77-13;http://sch901.edusite.ru/
27;POINT (4163980.5997 7501435.873400003);4888.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 239";ГБОУ СОШ № 239;121353, г.Москва, ул.Вяземская, д. 7;-5817.877975;5090.89246224;2127089.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";446-20-68;http://schz239.mskzapad.ru
28;POINT (4165634.2804999985 7506833.718800001);5216.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 659";ГБОУ СОШ № 659;121552 г.Москва, ул. Ельнинская, д. 24;-4880.63715;8129.94405462;2127021.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";"(499) 141-75-03; (499) 149-79-47; (499) 140-14-18; (499) 141-02-58";"http://	 schz659.mskzapad.ru"
29;POINT (4170128.4398999996 7492861.776600003);5262.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 812";"ГБОУ СОШ ""Школа здоровья"" № 812";119602 г.Москва, Мичуринский проспект,Олимпийская деревня д. 24;-2349.39555;253.9722612;2111797.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";735-66-51;http://schz812.mskzapad.ru
30;POINT (4164948.7195000015 7506242.565200001);5437.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 64";"ГБОУ СОШ ""Школа здоровья"" № 64";121354 г.Москва, ул.Партизанская, д. 30, корпус 2, стр. 2;-5267.8715;7797.55643839;2127075.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 141-24-07;http://schz64.mskzapad.ru
31;POINT (4169556.511500001 7504019.261);580.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 712";"ГБОУ СОШ ""Школа здоровья"" № 712";121374 г.Москва, Кутузовский проспект, д. 80;-2668.59665;6543.01696634;2127088.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";445-43-51;http://schz712.mskzapad.ru
32;POINT (4184370.1297999993 7496866.010200001);6494.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 521;ГБОУ СОШ № 521;117449, г.Москва, улица Новочерёмушкинская, дом 3;5697.96175;2514.76000734;2108496.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";126-04-48;http://ds2017.ru
33;POINT (4181432.8614000008 7490082.263400003);6506.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 539";ГБОУ СОШ № 539;117246, г.Москва, улица Херсонская, дом 30, корпус 3;4041.90575;-1313.08895698;2108490.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";332-80-01;http://schoolzdorov539.ucoz.ru/
34;POINT (4174351.2633999996 7492511.477799997);6508.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 554";ГБОУ СОШ № 554;117209, г.Москва, Болотниковская улица, дом 47, корпус 2;37.581618;55.661316;2467.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";121-91-19;http://sch554.mosuzedu.ru
35;POINT (4174351.2886999995 7492511.502899997);6522.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 568;ГБОУ СОШ № 568;117186, город Москва, улица Нагорная, дом 32, корпус 3;37.595924;55.675388999999996;15634.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 127-58-98;http://school-568.ru
36;POINT (4199031.227499999 7497543.686300002);6598.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 2028";ГБОУ СОШ № 2028;109548, г. Москва, ул. Гурьянова д. 2, кор. 6;13979.7489194;2915.15682022;2708261.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";354-50-71;http://www.sch2028.ru/
37;POINT (4174351.102400001 7492511.4608);6613.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1181;ГБОУ СОШ № 1181;117513, г. Москва, Ленинский проспект, д.117;37.490552;55.651652;2107923.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";936-93-84;http://www.school1181.ru
38;POINT (4178635.6094000004 7479343.002400003);6674.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1693 имени 1-й дивизии народного ополчения Москвы";ГБОУ СОШ № 1693;117463, г. Москва, улица Паустовского, дом 6, корпус 2;2463.3586;-7378.02100946;3000602.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";423-33-00;http://www.sch1693.ru
39;POINT (4183824.6603999995 7500239.954300001);6488.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 198";"ГБОУ СОШ ""Школа здоровья"" № 198";119334, г. Москва, Ленинский проспект, д.39А;5387.5125;4416.05425505;2101136.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 135-86-19;http://sch198.narod.ru
40;POINT (4166850.6341000013 7530683.8904);6728.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 883";ГБОУ СОШ № 883;125480, г. Москва, ул. Планерная, д.5, корп. 2;-4180.8967;21537.0847464;2113821.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";495-55-45;
41;POINT (4180712.6176000014 7545509.456200004);7063.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 709";"ГБОУ СОШ ""Школа здоровья"" № 709";127204, г.Москва, ул. 9-я Северная линия, д. 1, корп. 2;3609.838475;29850.0371244;2304918.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 767-60-11;http://schz709.svao.mskobr.ru/
42;POINT (4187132.1451000012 7532917.825800002);7065.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 606";"ГБОУ СОШ ""Школа здоровья"" № 606";127566, г.Москва, улица  Бестужевых, дом 25 Б;7225.39665;22794.4040338;2103659.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";404-05-04;http://www.schz606.svao.mskobr.ru
43;POINT (4211497.665199999 7507010.586000003);7475.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 892";ГБОУ СОШ № 892;111539, город Москва, ул. Реутовская,  д. 2 а;20996.696;8276.43594838;2122238.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";375-84-86;http://schz892.mskobr.ru
44;POINT (4212408.886300001 7498621.437799998);6439.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1084";ГБОУ СОШ № 1084;109145, г.Москва ул. Привольная, д. 17, корп.1;21533.986675;3553.1279715;2700371.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";705-59-24;http://sch1084.uvuo.ru/
45;POINT (4180058.1832000017 7480441.440099999);6460.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 27";ГБОУ СОШ № 27;117593, город Москва, Литовский бульвар, дом 17, корпус 3;3268.4435000000003;-6756.91761731;2801201.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";426-71-83;http://sch27.mosuzedu.ru/
46;POINT (4184747.9838999994 7506599.408);6789.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 50";ГБОУ СОШ № 50;119034 г. Москва, Кропоткинский переулок, д.10;5904.20950861;7998.87884074;2121152.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 246-43-13;http://schools.keldysh.ru/sch50/
47;POINT (4190024.5320000015 7530676.722999997);7064.0;Государственное  бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» № 1138;"ГБОУ СОШ ""Школа здоровья"" № 1138";129329, город Москва, Тенистый проезд, д. 8, строение 1;8854.411575;21539.5926444;2125338.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 180-23-98;http://schz1138.svao.mskobr.ru
48;POINT (4172411.157900002 7484789.7905);6463.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 48";ГБОУ СОШ № 48;117133, г.Москва, ул. Теплый Стан, д.25-а;-1060.34635;-4301.93476422;2800757.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";337-83-11;http://podvig.mosuzedu.ru
49;POINT (4190368.0731999986 7526053.523199998);7062.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 306";"ГБОУ СОШ ""Школа здоровья"" № 306";129226, г. Москва, ул. Сельскохозяйственная, д. 20, кор.1;9052.97139562;18944.1728009;2200412.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 181-41-14;http://schz306.svao.mskobr.ru
50;POINT (4174351.596500002 7492511.627999999);7474.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 788";ГБОУ СОШ  № 788;111398, г. Москва, улица Перовская, дом 24, строение 1;37.76988;55.746002;2122253.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";306-68-40;http://schzv788.mskobr.ru
51;POINT (4190597.335900001 7510518.909500003);8503.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" №661";ГБОУ СОШ «Школа здоровья» №661;101000 г. Москва, ул. Покровка, д.10, стр.5;9200.1513;10210.8044614;2120336.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";624-77-66;http://1835.jino-net.ru/
52;POINT (4174510.177099999 7519783.323100001);8546.0;"Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа ""Школа здоровья"" № 149";ГБОУ СОШ № 149;125080 г. Москва, ул. Врубеля., д. 6;127.53977499999999;15412.0313945;2112001.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";158-03-31;http://skola149.narod.ru
53;POINT (4172946.9059000015 7528214.4624999985);8589.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 682";ГБОУ СОШ № 682;125493, г. Москва, ул.Авангардная, д.11А;-752.040475;20148.6735027;2112073.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";452-51-19;http://shooll682z.in-web.ru/
54;POINT (4182052.6576000005 7532606.103);8611.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1029";ГБОУ СОШ № 1029;127540 г. Москва, ул. Дубниская, д. 18 б;4369.185375;22615.7659063;2109705.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";481-81-61;http://sch1029.ru
55;POINT (4177052.3161000013 7530401.4344);8616.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1159";ГБОУ СОШ № 1159;125413, г. Москва, Солнечногорский проезд, д. 7;1557.59415;21376.5830436;2108736.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";454-62-89;http://schzs1159.mskobr.ru/
56;POINT (4210213.0561 7520494.147399999);8746.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 349";ГБОУ СОШ № 349;105523 г. Москва, ул. 15 Парковая, д. 52-а;20236.8547;15857.9439654;2115883.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(495) 468-82-05;http://www.school349.ru
57;POINT (4199412.736099999 7481865.506700002);6009.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 939";"ГБОУ СОШ ""Школа здоровья"" № 939";115563 г. Москва, Ореховый бульвар, д. 21, корп. 2;14223.711;-5930.97414396;3801877.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(495) 393-14-90;http://www.sch939.edusite.ru/
58;POINT (4198767.0282999985 7507732.253200002);6511.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1321 ""Ковчег""";"ГБОУ СОШ № 1321 ""Ковчег""";111024, г.Москва Авиамоторная ул., д. 30а;13812.512575;8654.2919318;4000216.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";673-11-44;http://kovcheg1321.com
59;POINT (4210496.009199999 7514279.8276999965);7479.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1849";ГБОУ СОШ № 1849;105568 Челябинская улица, д. 9;20412.496775;12364.5754391;2115703.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 308-01-27;http://school1849.ru
