0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
8079;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 869                                                                                                                                                    ;ГБОУ детский сад № 869                                                                                                                                                                                                                                        ;125195, г. Москва, Ленинградское шоссе, дом 106 А                                                                                                                                                                                                             ;-1780,8773;21388,5348;2112078;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;457-20-32                                                                                                                                                                                                                                                     ;                                                                                                                                                                                                                                                              ;Северное окружное управление образования                                                                                                                                                                                                                      
8080;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1917                                                                                                                                                   ;ГБОУ детский сад № 1917                                                                                                                                                                                                                                       ;127083, г. Москва, улица 8 Марта, дом 6 а, строение 2                                                                                                                                                                                                         ;3277,769125;15208,57481;3404538;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;612-63-61                                                                                                                                                                                                                                                     ;http://dskv1917.mskobr.ru                                                                                                                                                                                                                                     ;Северное окружное управление образования                                                                                                                                                                                                                      
8083;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 891                                                                                                                                                    ;ГБОУ детский сад № 891                                                                                                                                                                                                                                        ;127486, г. Москва, Дмитровское шоссе, дом 93, к.3                                                                                                                                                                                                             ;2717,359525;22589,62205;2110360;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(499) 489-15-65; (499) 487-06-10                                                                                                                                                                                                                              ";http://www.vshkole.info                                                                                                                                                                                                                                       ;Северное окружное управление образования                                                                                                                                                                                                                      
8086;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1965                                                                                                                                                                         ;ГБОУ детский сад № 1965                                                                                                                                                                                                                                       ;127411, г. Москва, улица Учинская дом 4                                                                                                                                                                                                                       ;2446,38925;24010,28086;2109990;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(495) 778-17-95; (495) 972-16-71                                                                                                                                                                                                                              ";http://www.ds1965.mskobr.ru                                                                                                                                                                                                                                   ;Северное окружное управление образования                                                                                                                                                                                                                      
8097;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 998                                                                                                                                                    ;ГБОУ детский сад № 998                                                                                                                                                                                                                                        ;129221 Москва, улица Полярная, дом 32, корпус 1                                                                                                                                                                                                               ;9065,714836;23862,20377;2114187;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(495) 476-50-01; (495) 476-45-80                                                                                                                                                                                                                              ";http://nschdskvp1878.mskobr.ru                                                                                                                                                                                                                                ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
8109;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 53                                                                                                                                                     ;ГБОУ детский сад № 53                                                                                                                                                                                                                                         ;105094 г. Москва, ул. Госпитальный Вал, д.3, корп.4                                                                                                                                                                                                           ;12903,69609;11835,1638;5859;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(495) 360-91-86                                                                                                                                                                                                                                               ;http://www.ds53.mskobr.ru                                                                                                                                                                                                                                     ;Центральное окружное управление образования                                                                                                                                                                                                                   
8118;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 334                                                                                                                                                    ;ГБОУ детский сад № 334                                                                                                                                                                                                                                        ;123056 г.Москва, ул.Б.Грузинская, д.60, стр.2                                                                                                                                                                                                                 ;5459,9727;11660,61441;2116647;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(499) 254-96-97                                                                                                                                                                                                                                               ;http://www.dskv334.mskobr.ru                                                                                                                                                                                                                                  ;Центральное окружное управление образования                                                                                                                                                                                                                   
8128;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 773                                                                                                                                                    ;ГБОУ детский сад № 773                                                                                                                                                                                                                                        ;109240 г. Москва, 1-ый Котельнический пер., д.4, стр.1                                                                                                                                                                                                        ;9266,103638;8636,074288;2124579;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(495) 915-74-27; (495) 915-25-29                                                                                                                                                                                                                              ";http://www.dskv773.mskobr.ru                                                                                                                                                                                                                                  ;Центральное окружное управление образования                                                                                                                                                                                                                   
8130;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 809                                                                                                                                                    ;ГБОУ детский сад № 809                                                                                                                                                                                                                                        ;123290 г. Москва, Шмитовский проезд, д.42, к.2                                                                                                                                                                                                                ;1422,39115;9947,53989;2113903;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;259-17-41                                                                                                                                                                                                                                                     ;http://www.dskv809.mskobr.ru                                                                                                                                                                                                                                  ;Центральное окружное управление образования                                                                                                                                                                                                                   
8136;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №992                                                                                                                                                     ;ГБОУ детский сад № 992                                                                                                                                                                                                                                        ;109544 Добровольческая улица, 28,стр.1                                                                                                                                                                                                                        ;10729,10834;8350,150871;2131049;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;911-84-81                                                                                                                                                                                                                                                     ;http://www.dskv992.mskobr.ru                                                                                                                                                                                                                                  ;Центральное окружное управление образования                                                                                                                                                                                                                   
8137;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1003                                                                                                                                                   ;ГБОУ детский сад № 1003                                                                                                                                                                                                                                       ;121069 г. Москва, Скатертный пер., д.27-31                                                                                                                                                                                                                    ;5795,315925;9990,150515;2106380;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(495) 691-41-98                                                                                                                                                                                                                                               ;http://www.dskv1003.mskobr.ru                                                                                                                                                                                                                                 ;Центральное окружное управление образования                                                                                                                                                                                                                   
8144;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1184                                                                                                                                                    ;ГБОУ детский сад № 1184                                                                                                                                                                                                                                       ;103045 Даев переулок, 16 стр.9                                                                                                                                                                                                                                ;8746,941257;11421,20878;2110154;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;207-37-25                                                                                                                                                                                                                                                     ;http://www.dskv1184.mskobr.ru                                                                                                                                                                                                                                 ;Центральное окружное управление образования                                                                                                                                                                                                                   
815;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1892                                                                                                                                                   ;ГБОУ детский сад № 1892                                                                                                                                                                                                                                       ;121165 г. Москва, ул. Дунаевского, д.5                                                                                                                                                                                                                        ;3152,695656;8285,740483;3203647;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(499) 249-22-52; (499) 249-30-92                                                                                                                                                                                                                              ";http://www.msk.zapad.ru                                                                                                                                                                                                                                       ;Западное окружное управление образования                                                                                                                                                                                                                      
