0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
124;POINT (4189336.9739000015 7515179.407799996);3737.0;"Негосударственное образовательное учреждение ""Православная школа искусств""";НОУ Православная школа искусств;129110 Мира проспект, д. 43;8484.33025;12831.377062;2126227.0;;;;;Автономное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 681-95-71;
125;POINT (4178686.526700001 7478171.9564);3849.0;"Автономная некоммерческая образовательная организация ""Негосударственная общеобразовательная школа ""Ясенево""";Негосударственная общеобразовательная организация Школа Ясенево;117463 Голубинская улица, 24 корпус2;2492.54242786;-8039.73123775;2108120.0;;;;;Автономное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;421-85-77;
126;POINT (4197451.9081999995 7505415.4714);6499.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1222;ГБОУ СОШ №1222;109052 Нижегородская улица, д.64;13074.4267566;7347.55927176;2130176.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;678-03-03;http://www.schuvu1222.mskobr.ru
127;POINT (4187975.7819 7507657.012500003);6786.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением  английского языка № 19 имени В.Г.Белинского;ГБОУ СОШ № 19;115035 г. Москва, 1-ый Кадашевский пер., д.3, стр.1;7724.475075;8597.10580894;2102949.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;951-32-06;http://schuc19.mosobr.ru
128;POINT (4185820.527800001 7512464.526900001);6832.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии № 1113;ГБОУ СОШ № 1113;125009 г. Москва, Дегтярный пер., д.7;6504.58645;11300.8382778;2117693.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 699-57-22;http://s1113.ru
129;POINT (4165525.5687999986 7520065.9978);6714.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302;ГБОУ СОШ № 1302;123181, г. Москва, ул. Исаковского, д. 29, корп. 1;-4933.245725;15573.9097353;2114758.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 942-98-10;http://school-1302.ru/
130;POINT (4164458.3418000005 7530317.0446000025);6718.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1399;ГБОУ СОШ № 1399;125480, г. Москва, ул. Вилиса Лациса, 33-2;-5526.82975;21332.7242149;2113856.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 949-64-92;http://schu1399.mskobr.ru
131;POINT (4158987.556499999 7526907.523699999);6719.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением иностранных языков № 1900;ГБОУ СОШ № 1900;125222, г. Москва, улица Дубравная, дом 41, корпус 3;-8608.158725;19423.555498;3301210.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 794-10-56;http://crrds2337.mskobr.ru/
132;POINT (4190063.5705000013 7512930.967299998);6854.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1283;ГБОУ СОШ № 1283;107045 Садовая-Спасская улица, д.8, стр. 1;8896.400075;11567.4068441;2400044.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 607-82-98; (495) 607-83-84";http://school1283.ru/
133;POINT (4195815.7621 7533134.423);7076.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1381;ГБОУ СОШ № 1381;129346 г. Москва, Янтарный проезд, дом 2;12108.1712;22926.6521252;2000005.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 184-59-60;http://www.schu1381.svao.mskobr.ru
134;POINT (4197429.046100002 7515452.840499997);7520.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 446;ГБОУ СОШ № 446;107023, г. Москва, площадь Журавлева, д.7;13044.7945637;12996.2804538;2115712.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 369-09-55;http://sch446.edusite.ru
135;POINT (4184388.704599999 7508776.194399998);6839.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1231 имени В.Д.Поленова;ГБОУ СОШ № 1231;119002 Спасопесковский переулок, д. 6, стр. 7;5699.9260726;9224.08853849;2127738.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;241-43-84;http://schuc1231.mskobr.ru/
136;POINT (4185235.2622999996 7508519.145800002);6840.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1233;ГБОУ СОШ № 1233;119019 Большой Афанасьевский переулок, д. 27, стр. 1;6177.6657000000005;9080.02827413;4301347.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 691-72-03;http://schu1233.cao.mskobr.ru
137;POINT (4193727.0934000015 7505906.081500001);6835.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1216;ГБОУ СОШ № 1216;109147 Брошевский переулок, 21;10971.6791;7618.10833803;4308112.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 670-06-27;http://schools.keldysh.ru/sch1216/
138;POINT (4189877.5571000017 7512303.386299998);6855.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1284;ГБОУ СОШ № 1284;101000 г.Москва, Уланский пер., д.8;8792.2274;11214.1108159;4303968.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;623-84-53;http://schuc1284.mskobr.ru
139;POINT (4191764.7613000013 7509620.211099997);6859.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1397 имени В.П.Чкалова;ГБОУ СОШ № 1397;105064 г.Москва, Земляной вал, д.44 А,стр.1;9859.668875;9706.43392203;2131095.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 917-02-60; (495) 917-91-02";http://sch1397.ru
140;POINT (4201014.0625 7514770.625100002);8734.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара;ГБОУ СОШ № 1301;105187,  Москва,  Измайловское шосе,  дом 60.;15066.6520425;12619.0351864;2115757.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";http://spsch9.edusite.ru
141;POINT (4176722.003800001 7518034.276100002);8626.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1287;ГБОУ СОШ № 1287;125167, г. Москва, проезд Аэропорта, дом 10;1373.721325;14428.9546422;2117634.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;198-76-43;http://1287.my1.ru/
142;POINT (4181877.4032000005 7530163.154799998);8633.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1383;ГБОУ СОШ № 1383;127474, г. Москва, ул. Дубнинская, д. 7;4271.92848358;21244.5493668;3501401.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;481-62-50;http://sc1383.ucoz.ru
143;POINT (4178771.1039000005 7507412.055600002);8737.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением иностранного языка № 1232;ГБОУ СОШ № 1232;121165 г.Москва, Кутузовский проспект, д.28;2531.477875;8453.27842284;2127762.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 249-21-25;http://www.schu1232.mskzapad.ru
144;POINT (4176525.4624000005 7518929.693899997);8622.0;Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа с углубленным изучением немецкого языка № 1249;ГБОУ СОШ № 1249;125057, г. Москва, Чапаевский переулок, д. 6;1262.8584;14932.3212451;2112049.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 157-07-04; (499) 157-08-68; (499) 157-28-84";http://shkola1249.ru/
145;POINT (4172411.952399999 7527808.5967999995);8631.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1315;ГБОУ СОШ № 1315;125565,г. Москва, Конаковский проезд, д.5;-1053.1117000000002;19920.853378;1900176.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 457-04-04;http://www.schu1315.sao.mskobr.ru
146;POINT (4185152.0942 7481146.722400002);9306.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879;ГБОУ СОШ № 879;117519 Москва, ул. Красного Маяка 3-г;6151.8903;-6355.49;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 387-36-05; (495) 387-34-75; (495) 386-08-95; (495) 387-53-89; (495) 387-23-98";http://sch866.edusite.ru/
147;POINT (4172861.953899998 7524559.500500001);8623.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1250;ГБОУ СОШ № 1250;125212, г. Москва, Ленинградское шоссе, дом 27;-800.29755;18095.9879041;2112007.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 150-86-75; (499) 150-86-68";http://school1250.narod.ru
148;POINT (4210735.1862 7507361.838799998);8471.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1389;ГБОУ СОШ № 1389;111402, г. Москва, ул. Кетчерская, д.8 А;20565.562525;8472.15661142;2122232.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 370-78-81; (495) 375-96-80";http://schu1389.mskobr.ru
149;POINT (4177468.0824999996 7526347.5792);8620.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1223;ГБОУ СОШ № 1223;125239 г. Москва, улица Михалковская, дом 13-а;1792.325175;19100.5256923;2108728.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 154-63-31;http://school1223.ru/
150;POINT (4175235.3647000007 7517554.203000002);8733.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля;ГБОУ СОШ № 1251;125252, г. Москва, ул. Сальвадора Альенде, дом 9;536.14061046;14158.8852825;2111989.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 198-04-81;http://www.school1251.ru
151;POINT (4184939.3291000016 7479120.325400002);9022.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1245;ГБОУ СОШ № 1245;117534 г. Москва, Кировоградская ул. д.42. к.2;6032.976500000001;-7500.51071403;2107409.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 387-22-22;http://www.schuu1245.mskobr.ru
152;POINT (4181788.7806 7527443.030500002);8619.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1213;ГБОУ СОШ № 1213;127238 г. Москва, ул. 3-й Нижнелихоборский проезд, д. 6 А;4223.50405;19717.3053034;2109688.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 488-69-96; (499) 488-65-97; (499) 488-71-14";http://sch1213.ru
153;POINT (4193134.3159999996 7506147.691500001);8464.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знания ""Искусство"" № 622";ГБОУ СОШ № 622;109147 г.Москва,ул. Марксистская, д.9, к.2;10636.844975;7753.33994483;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;912-10-31;http://sch622.narod.ru/
154;POINT (4176113.921 7534176.447499998);8621.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1224;ГБОУ СОШ № 1224;125635, г. Москва, улица Базовская, дом 20 А;1029.30545942;23494.9518644;3501819.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 905-23-45;http://1224.ru/
155;POINT (4174087.6328999996 7520681.9648);8625.0;Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа с углубленным изучением испанского языка № 1252 имени Сервантеса;ГБОУ СОШ № 1252;125080 г. Москва, ул. Дубосековская, д. 3;-110.44470000000001;15917.1344745;2111982.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 158-69-89;http://schs1252.mskobr.ru/
156;POINT (4174351.3029999994 7492511.481700003);6623.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1279;ГБОУ СОШ № 1279;117149, г.Москва, улица Азовская, дом 2, корпус 2;37.603950999999995;55.663492;50835.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 619-39-43;http://www.1279.ru
157;POINT (4168764.1569 7525405.385200001);6708.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;ГБОУ СОШ № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;-3106.7759367;18572.2645496;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;http://www.ds1358.mskobr.ru
158;POINT (4164316.6083999984 7518535.5101);6712.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1295;ГБОУ СОШ № 1295;123458, г. Москва, ул. Твардовского, д. 20;-5615.364475;14714.4263364;2114757.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 757-36-14;http://www.dsovp1501.mskobr.ru
159;POINT (4184486.392999999 7509528.822099999);6841.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1234;ГБОУ СОШ № 1234;121069 г.Москва, ул. Б. Молчановка, д.26-28;5754.487575;9647.78813722;2104697.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;691-64-41;http://sch1234.ru
160;POINT (4189171.1319999993 7505245.886200003);6848.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1259;ГБОУ СОШ № 1259;115054 г. Москва, 5-й Монетчиковский пер., д.7;8401.43186843;7240.71457641;2101997.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;953-04-16;http://school1259.ucoz.ru/
161;POINT (4190263.2446999997 7533435.4793);7071.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1237 имени Пабло Неруды;ГБОУ СОШ № 1237 имени Пабло Неруды;127221, город Москва, проезд Шокальского, дом 11, корпус 3;8985.535775;23088.0998317;2103660.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 477-11-55; (495) 477-02-40; (495) 477-00-00; (495) 477-81-02";http://sc1237.narod.ru/
162;POINT (4197013.576000001 7521196.927599996);7533.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1360;ГБОУ СОШ № 1360;107564, г. Москва, ул. Краснобогатырская, д. 21А;12801.237625;16224.9264362;2109302.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;964-41-10;http://sсh1360.ru
163;POINT (4178128.7496000007 7468312.7026999965);6776.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением физики и математики № 2007;ГБОУ Физматшкола № 2007;117042, г. Москва, ул. Горчакова, д. 9, корп. 1;2179.22042872;-13615.0269573;2900682.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;716-29-35;http://www.fmsh2007.ru
164;POINT (4208297.521400001 7521318.7761999965);7532.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1352;ГБОУ СОШ № 1352;107207 Щёлковское шоссе, д. 77А;19155.9251;16316.5440386;2114477.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 466-59-01;http://school1352.ucoz.ru
165;POINT (4188549.2841 7491029.302500002);7376.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073;ГБОУ СОШ № 1073;117556 г. Москва, Старокаширское шоссе, д.2, к.11;8064.992675;-773.3289629;2123048.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 613-48-55;http://sch1073.edusite.ru
166;POINT (4196502.0011 7506041.787100002);8534.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением немецкого языка № 1221;ГБОУ СОШ № 1221;109147 Нижегородская улица, 3б;12537.3544227;7698.69046211;4303819.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;678-60-27;http://www.schu1221.cao.mskobr.ru
167;POINT (4180240.0588999987 7513954.134099998);9612.0;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЁННЫМ ИЗУЧЕНИЕМ ИНОСТРАННЫХ ЯЗЫКОВ №1288 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА Н.В.ТРОЯН;ГБОУ СОШ № 1288;125284, г. Москва, улица Поликарпова, дом 3а;3357.552575;12135.403079;2117629.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;945-72-95;-
168;POINT (4198500.125799999 7522227.093900003);9613.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 390 имени генерала П.И. Батова;ГБОУ СОШ № 390;107258, г. Москва, б-р  Маршала Рокоссовского, д. 34;13636.6501;16806.3510024;2401632.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;160-22-10;http://sch318.mskobr.ru
169;POINT (4193860.7322000004 7484873.248099998);9311.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой;ГОУ СОШ № 1466;115304 Москва, Ереванская, 20, к.2;11076.708200000001;-4241.3641337;3800017.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 321-02-92; (495) 321-96-44";http://school576.ru/
