0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
11;POINT (4187240.7655999996 7511711.539800003);6853.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1278;ГБОУ СОШ № 1278;107031 г.Москва, ул.Петровка, д.23/10, стр.18,21;7306.05;10878.4078935;2111214.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;621-04-89;http://schuc1278.mskobr.ru
12;POINT (4193415.0405 7533034.496200003);7068.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1095;ГБОУ СОШ № 1095;129281, г. Москва, ул. Енисейская, д. 32, корпус 3;10758.334875;22867.0694307;2125003.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 470-91-55; (495) 470-89-32";http://schi1095.svao.mskobr.ru/
13;POINT (4192284.2336999997 7522382.480999999);7069.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1201;ГБОУ СОШ № 1201;129626 г. Москва, ул. Павла Корчагина, д.13, строение 1.;10136.19195;16884.2159568;2125345.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 683-53-28; (495) 682-71-69; (495) 682-50-91; (495) 682-51-00";http://schu1201.svao.mskobr.ru
14;POINT (4185793.164000001 7531944.776600003);7077.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1411;ГБОУ СОШ № 1411;127566, г. Москва, Северный бульвар, д. 1 а;6473.233700000001;22247.1857876;2103776.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;404-43-11;http://schu1411.svao.mskobr.ru
15;POINT (4185766.7578999996 7536716.937600002);7078.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1412;ГБОУ СОШ № 1412;127549 г. Москва, ул. Мурановская, д. 4-а;6454.49435;24924.5551414;2114146.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;407-05-30;http://schu1412.svao.mskobr.ru
16;POINT (4208598.6603000015 7520154.965899996);7525.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1268;ГБОУ СОШ № 1268;105215, г.Москва, ул. 11-ая Парковая, д.50;19328.405925;15663.1986213;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;164-48-01;http://www.school-1268.ru/
17;POINT (4190292.7030999996 7476135.594999999);2541.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1242;ГБОУ СОШ № 1242;117546 г. Мосва, Востряковский пр-д, д. 3а;9067.8124;-9182.22708512;2112711.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 383-97-81;http://www.school1242.ru/
18;POINT (4184852.3451000005 7502491.039800003);2544.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1263;ГБОУ СОШ № 1263;119071 г. Москва, Ленинский пр., д.18 А;5966.17674002;5685.12036823;2103077.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 952-11-30; (495) 954-47-04; (495) 954-49-07; (495) 952-27-00";http://sch1263.ru/
19;POINT (4164869.710900001 7511212.867600001);4759.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1371;ГБОУ СОШ № 1371;121614 г.Москва, ул. Крылатские холмы, д. 45, к.2;-5308.93645;10595.3846082;2127013.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;413-25-74;http://schu1371.mskzapad.ru
20;POINT (4174350.5929999985 7492512.069499999);8338.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1353;ГБОУ СОШ № 1353;124498, г. Москва, Зеленоград Березовая аллея  д.8А;37.202683;55.995079;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 735-45-31;http://s1353.zouo.ru
21;POINT (4187951.0636 7522204.969700001);1466.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1220;ГБОУ СОШ № 1220;129075, г. Москва, Аргуновская ул., д. 12, корп. 2, стр. 1, 2, 3;7696.34191085;16779.5518164;2126165.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 683-09-08;http://schu1220.svao.mskobr.ru
22;POINT (4190022.0612999983 7506764.053900003);2189.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением  иностранных языков № 1258;ГБОУ СОШ с углубленным изучением иностранных языков № 1258;115035 г. Москва, ул. Садовническая, д.68;8879.9455;8096.52127586;4301744.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;951-60-47;http://sch1258.ru/
23;POINT (4156796.8335000016 7488797.832500003);5002.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук № 1376;ГБОУ СОШ № 1376;119634 г. Москва, улица Лукинская , дом № 12, корпус 1.;-9890.45807752;-2028.04676875;4101347.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 737-08-89;http://www.школа1376.рф
24;POINT (4191950.401700001 7495195.779600002);5228.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375;ГБОУ СОШ № 1375;115533 г. Москва, Нагатинская наб., д.24;9982.66615;1580.58856261;3900841.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 618-99-10;http://dou2233.edusite.ru
25;POINT (4174351.3046000004 7492511.681299999);5405.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов естественнонаучного цикла № 1388;ГБОУ СОШ № 1388;127006 г.Москва, Долгоруковская ул., д.26а, стр.2;37.604915;55.775971999999996;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 978-42-44; (499) 978-27-67; (499) 978-96-28";http:/www.shkola182.ru/
26;POINT (4195746.502799999 7534547.5075);5824.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением изобразительного искусства № 1188;ГБОУ СОШ № 1188;129346, г.Москва, ул. 1-я Напрудная, д.13;12067.0471732;23719.3960015;2125321.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 475-89-46; (495) 475-64-08; (499) 760-49-34";http://1188.ru/
27;POINT (4189779.6873000003 7516231.541699998);5895.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297;ГБОУ СОШ № 1297;129110 г. Москва, Глинистый пер., д. 7, стр.1;8732.68985;13423.5731124;2126261.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;631-21-14;http://school1297.ru/
28;POINT (4171524.6372000016 7503949.096500002);642.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1248;ГБОУ СОШ № 1248;121352 г.Москва, ул. Давыдковская, д. 2, корпус 6;-1557.71725;6502.91700025;2127031.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;445-25-50;http://www.dskv1148.mskzapad.ru
29;POINT (4177095.627799999 7495587.920299999);6441.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики и информатики № 7;ГБОУ СОШ № 7;119331, г. Москва, улица Крупской, дом 17;1588.357775;1790.88966754;12019.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;138-38-09;http://www.7thschool.ru
30;POINT (4204697.968600001 7500460.315399997);6459.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1208;ГБОУ СОШ № 1208;109443, г. Москва, ул. Зеленодольская, дом 33, корпус 3;17174.5557;4570.28356676;2128879.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 172-78-49;http://school1208.ucoz.ru/
31;POINT (4171510.964200001 7493682.146200001);648.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языка № 1308;ГБОУ СОШ № 1308;119602 г.Москва, ул.Академика Анохина, д. 2, корпус 5;-1567.7298311;716.29625218;3101691.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;430-63-03;http://schu1308.mskzapad.ru
32;POINT (4198996.287900001 7506965.315899998);6501.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1228;ГБОУ СОШ № 1228;111024, г. Москва, Авиамоторная ул, д.42;13943.2203768;8222.91643757;2120501.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 673-10-64;http://1228.msk.ru
33;POINT (4199845.643199999 7495335.928000003);6509.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1256;ГБОУ СОШ № 1256;109338, город Москва, улица Полбина, дом 38;14443.89675;1671.9322951;2129821.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;353-71-90;http://sch1256.uvuo.ru/
34;POINT (4203427.4640999995 7489504.590999998);6510.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1319;ГБОУ СОШ № 1319;109469, г. Москва, Мячковский бульвар, дом 21;16480.1802144;-1610.30610103;2704930.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 658-61-35;http://schuvu1319.mskobr.ru
35;POINT (4177616.4530999996 7493826.073100001);6618.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1264;ГБОУ СОШ № 1264;119313, г.Москва, Ленинский проспект, д. 93 а, 93 б;1883.04601191;797.46443741;2101101.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;132-37-77;http://www.school1264.ru
36;POINT (4174351.2567999996 7492511.555);6620.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1266;ГБОУ СОШ № 1266;119334, г. Москва, Ленинский проспект, дом 43А;37.577867999999995;55.704775999999995;12879.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;135-32-90;http://school1266.edusite.ru
37;POINT (4183275.597600002 7493990.138700001);6624.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1280;ГБОУ СОШ № 1280;117218, г. Москва, Кржижановского ул., д. 30;5081.41655;892.42455085;2801027.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;129-78-55;http://www.s1280.ru
38;POINT (4176991.1231999993 7465804.833400004);6632.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 1372";ГБОУ СОШ № 1372;117042, г. Москва, Чечёрский проезд, дом 80;1534.571641;-15034.5345981;2900103.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;715-27-18;http://sch1372.ucoz.ru/
39;POINT (4177190.4404999986 7484569.740800001);6635.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов художественно-эстетического цикла № 1405 ""Вдохновение""";"ГБОУ СОШ № 1405 ""Вдохновение""";117647, г.Москва, улица Академика Капицы, д.16;1644.038925;-4426.1042526;2108182.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;420-45-33;http://www.school1405.ru
40;POINT (4176128.6295999996 7501739.637000002);639.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1214;ГБОУ СОШ № 1214;119330  г.Москва, ул. Мосфильмовская, д.21;1041.248975;5258.0228059;2111792.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 143-03-06;http://schu1214.mskzapad.ru/
41;POINT (4193436.4869000018 7499744.454800002);6395.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики № 506;ГБОУ СОШ № 506;115432, г. Москва, ул. Трофимова, дом 13 а;10816.1692795;4146.70694966;2124712.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 679-05-18;http://www.sch506.ru/
42;POINT (4197158.8149 7532335.000100002);7073.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1374;ГБОУ СОШ № 1374;129337 г. Москва, ул. Федоскинская, д. 4;12864.71085;22480.1968216;2124974.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 183-01-56; (499) 183-05-05";http://www.schu1374.svao.mskobr.ru
43;POINT (4188340.5724 7523593.9252);7081.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415;ГБОУ СОШ № 1415;129515, г. Москва, 1-я Останкинская улица, дом 29;7914.287575;17560.3513735;2126209.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;602-20-41;http://schu1415.svao.mskobr.ru
44;POINT (4183142.0665000007 7467485.9309);166.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики и информатики № 1355;ГБОУ СОШ № 1355;117623, г.Москва, ул. Джанкойская, д.7;5022.54713295;-14080.6363772;2900129.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;712-59-63;http://school1355.ru
45;POINT (4164067.7514000013 7490535.413599998);4456.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка и информационных технологий № 1347;ГБОУ СОШ  № 1347;119618 г.Москва, ул. Главмосстроя, д.28;-5777.0292;-1055.08988899;4101105.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 727-74-14;http://schu1347.mskzapad.ru/
46;POINT (4171100.5372 7489704.683200002);647.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и английского языка № 1307;ГБОУ СОШ № 1307;119602 г.Москва, ул. Академика Анохина, д. 48;-1800.71071916;-1527.4245773;3101647.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 438-67-10;http://schu1307.mskzapad.ru
47;POINT (4207894.841200002 7497992.9026999995);6512.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа           с углубленным изучением биологии и химии № 1344;ГБОУ СОШ № 1344;109472, г. Москва, ул. Чугунные ворота, дом 11;18985.830825;3187.10674757;2128850.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;376-45-35;http://sch1344.web-box.ru/
48;POINT (4221944.900600001 7495465.383100003);6517.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1366;ГБОУ СОШ № 1366;111674, город Москва, ул. 1Вольская, д.22, корп 2;26931.1484306;1803.65274543;2709495.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 211-25-34; (499) 211-25-31; (499) 211-25-32; (499) 211-25-30";http://school1366.ru
49;POINT (4157292.5505000018 7488105.058200002);638.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1238;ГБОУ СОШ № 1238;119634 г.Москва, ул. Чоботовская, дом 19;-9610.97786672;-2419.66220405;2112581.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;731-11-82;http://schu1238.mskzapad.ru
50;POINT (4198025.0645 7509562.6586000025);6500.0;Государственное  бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1226;ГБОУ СОШ № 1226;111116, г. Москва, ул. Красноказарменная, д. 21;13390.787525;9683.33934643;2120497.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 362-56-80;http://sch1226.ucoz.ru
51;POINT (4210524.502999999 7500421.772100002);6516.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1363;ГБОУ СОШ № 1363;109542, г.Москва, Рязанский проспект, д. 82, корп. 4;20464.9002;4562.64289042;2128863.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;376-61-44;http://schu1363.uvao.mskobr.ru
52;POINT (4178164.9004000016 7482143.640600003);6616.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1206;ГБОУ СОШ № 1206;117593, г. Москва, Литовский бульвар  дом 3, корпус 3;2196.086575;-5795.99423856;2108291.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;426-64-22;http://www.school1206.ru/
53;POINT (4182577.0260000005 7473070.881200001);6627.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знаний ""Искусство"" № 1332";"ГБОУ СОШ № 1332 ""Искусство""";117628, г.Москва, бульвар Дмитрия Донского, дом 6, корпус 1;4698.8363;-10921.6409002;2900405.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;714-97-81;http://www.1332.ru
54;POINT (4181588.974100001 7468980.090400003);6628.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1354;ГБОУ СОШ № 1354;117624, г. Москва, улица Изюмская, дом 38, корпус 1;4141.0031232;-13236.073621;2900105.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;716-45-45;http://www.sch1354.znaet.ru
55;POINT (4174351.2630999982 7492511.310999997);6629.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1356;ГБОУ СОШ № 1356;117216, г.Москва, ул.Грина, д.18 б;37.58135;55.567181999999995;69457.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;711-50-81;http://lingvoschool1356.ru
56;POINT (4180163.3227999993 7493735.914099999);6633.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Технология"" № 1379";ГБОУ СОШ № 1379;117335, г. Москва, улица Гарибальди, дом 19, корпус 1;3322.54055;747.42079508;2108354.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;128-67-77;http://sch1379.ucoz.ru
57;POINT (4161393.9179 7538556.994199999);6713.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298;ГБОУ СОШ № 1298;125466, г. Москва, ул. Юровская, д. 97;-7242.73876361;25958.2384243;3304074.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-86-05;http://ds2460.mskobr.ru/
58;POINT (4207051.908 7510242.527900003);7521.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знания ""Искусство"" № 635";ГБОУ СОШ №635;111399, г.Москва, ул.Новогиреевская, д. 22 а;18480.6473;10084.4264125;2122225.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 672-85-81;http://www.school635.ru
59;POINT (4214505.3924 7507243.8116);7522.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1200;ГБОУ СОШ № 1200;111673, г.Москва, Суздальская ул, 24 Б;22693.0394;8416.19328249;2402010.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 701-05-00; (495) 701-53-50; (495) 701-05-01; (495) 702-53-10; (495) 701-23-91; (495) 701-23-90; (495) 701-25-90";http://1200.ucoz.ru
60;POINT (4206373.5890999995 7509810.069399998);7526.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1269;ГБОУ СОШ № 1269;111401,г. Москва,ул. 3-я Владимирская , д.26 А;18099.087575;9839.44500173;2122216.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;305-70-20;http://dsd1269.ucoz.ru/
61;POINT (4210082.4859 7509783.319499999);7530.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1324;ГБОУ СОШ № 1324;111396, Москва, Федеративный проспект, д.27;20191.040175;9833.51254025;2501269.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 303-51-30;http://www.sch1324.ru
