0_uidnftn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
3685;Государственное бюджетное образовательное учреждение города Москвы центр внешкольной работы                                                                                                                                                                   ;ГБОУ ЦВР                                                                                                                                                                                                                                                      ;117303, г. Москва, ул. Большая Юшуньская, дом 14                                                                                                                                                                                                              ;5818,71325;-2119,423796;2108501;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;318-19-63                                                                                                                                                                                                                                                     ;http://center-nko.ru                                                                                                                                                                                                                                          ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
4172;"Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей ""КАЛЕЙДОСКОП""                                                                                                                                      ";"ГБОУ ЦДОД ""КАЛЕЙДОСКОП""                                                                                                                                                                                                                                       ";119602, г.Москва, ул. Покрышкина, д. 11                                                                                                                                                                                                                       ;-2051,800575;-320,3501758;71224;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр дополнительного образование детей                                                                                                                                                                                                                       ;735-78-88                                                                                                                                                                                                                                                     ;http://cdod-kaleidoscope.mskzapad.ru                                                                                                                                                                                                                          ;Западное окружное управление образования                                                                                                                                                                                                                      
5477;"Государственное бюджетное образовательное учреждение города Москвы Центр детского творчества ""Строгино""                                                                                                                                                       ";"ГБОУ ЦДТ ""Строгино""                                                                                                                                                                                                                                           ";123592, г. Москва, Строгинский бульвар, дом 7, корпус 3                                                                                                                                                                                                       ;-6119,132322;15506,59083;2114691;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;757-88-16                                                                                                                                                                                                                                                     ;http://www.strogin.ru                                                                                                                                                                                                                                         ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
2880;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества ""Логос""                                                                                                                                                          ";"ГБОУ ЦДТ ""Логос""                                                                                                                                                                                                                                              ";115304 г. Москва, ул. Каспийская, д. 10а                                                                                                                                                                                                                      ;11430,6108;-4054,124717;2122964;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр детского творчества                                                                                                                                                                                                                                     ;321-09-57                                                                                                                                                                                                                                                     ;http://cdt-logos.ru/                                                                                                                                                                                                                                          ;Южное окружное управление образования                                                                                                                                                                                                                         
4626;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества ""На Псковской""                                                                                                                                                   ";"ГБОУ ЦДТ ""На Псковской""                                                                                                                                                                                                                                       ";127253, г. Москва, ул. Псковская, дом 2, корп.3                                                                                                                                                                                                               ;3532,217715;26177,29698;2108920;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;(499) 209-21-74                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
6923;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества ""Печатники""                                                                                                                                                      ";"ГБОУ ЦДТ ""Печатники""                                                                                                                                                                                                                                          ";109548, г. Москва, ул. Гурьянова, д. 2, корп. 4                                                                                                                                                                                                               ;13924,49235;2986,424627;270110;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;(499)786-17-21                                                                                                                                                                                                                                                ;                                                                                                                                                                                                                                                              ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
6759;Государственное бюджетное образовательное учреждение города Москвы детский экологический центр                                                                                                                                                                ;ГБОУ ДЭЦ                                                                                                                                                                                                                                                      ;125362, г. Москва, ул. Мещерякова, дом 2, корпус 2                                                                                                                                                                                                            ;-2934,007699;18557,81722;14299;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Детский экологический центр                                                                                                                                                                                                                                   ;"(495) 491-71-16; (495) 491-83-78                                                                                                                                                                                                                              ";                                                                                                                                                                                                                                                              ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
6901;"Государственное бюджетное образовательное учреждение города Москвы Центр детского творчества ""На Вадковском""                                                                                                                                                  ";"ГБОУ ЦДТ ""На Вадковском""                                                                                                                                                                                                                                      ";103055 г. Москва, Вадковский пер., д.3                                                                                                                                                                                                                        ;6246,89395;13763,60752;2111224;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;(499) 972-61-55                                                                                                                                                                                                                                               ;http://navadkovscom.ru/                                                                                                                                                                                                                                       ;Центральное окружное управление образования                                                                                                                                                                                                                   
6903;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""На Таганке""                                                                                                                                                       ";"ГБОУ ДДТ ""На Таганке""                                                                                                                                                                                                                                         ";109544 г. Москва, ул. Рабочая, дом 30, стр.1                                                                                                                                                                                                                  ;11694,90003;8383,732787;2130834;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Дом                                                                                                                                                                                                                                                           ;"(495) 678-00-94; (495) 678-20-17; (495) 678-21-46; (495) 678-22-45; (495) 678-15-93; (495) 678-70-01                                                                                                                                                          ";http://ddttaganka.ru                                                                                                                                                                                                                                          ;Центральное окружное управление образования                                                                                                                                                                                                                   
6904;Государственное бюджетное образовательное учреждение города Москвы центр внешкольной работы                                                                                                                                                                   ;ГБОУ ЦВР                                                                                                                                                                                                                                                      ;107140 г. Москва, ул. Русаковская, д.10, стр.6                                                                                                                                                                                                                ;11026,1992;12940,59013;2109507;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;(499) 264-70-65                                                                                                                                                                                                                                               ;http://cvr.msk.ru                                                                                                                                                                                                                                             ;Центральное окружное управление образования                                                                                                                                                                                                                   
6922;"Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества ""Некрасовка""                                                                                                                                   ";"ГБОУ ЦРТДиЮ ""Некрасовка""                                                                                                                                                                                                                                      ";111674, г. Москва, ул. 1-я Вольская, д. 1, корп. 3                                                                                                                                                                                                            ;26276,12493;1988,98084;67035;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;706-88-52                                                                                                                                                                                                                                                     ;http://crtdiu.ucoz.ru                                                                                                                                                                                                                                         ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
6942;"Государственное бюджетное образовательное учреждение города Москвы центр внешкольной работы ""Ясенево""                                                                                                                                                         ";"ГБОУ ЦВР ""Ясенево""                                                                                                                                                                                                                                            ";117463, г. Москва, проезд Карамзина, дом 9, корпус 2                                                                                                                                                                                                          ;2669,02645;-8404,567605;2108162;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;422-63-00                                                                                                                                                                                                                                                     ;http://cvryasenevo.mosuzedu.ru                                                                                                                                                                                                                                ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6950;"Государственное бюджетное образовательное учреждение города Москвы центр эстетического воспитания детей ""МОЦАРТ""                                                                                                                                              ";"ГБОУ ЦЭВД ""МОЦАРТ""                                                                                                                                                                                                                                            ";117628, г. Москва, ул. Старобитцевская, д.17 Б                                                                                                                                                                                                                ;5189,7618;-10149,98673;2136643;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;711-92-36                                                                                                                                                                                                                                                     ;http://www.centr-mozart.ru                                                                                                                                                                                                                                    ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
