0_OBJECTID;0_UID;0_Название_объекта;0_Подпись;Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;Направление;Услуга/скорость;0_MODDATE;0_MODUSER;0_SHAPE_WGS_84;0_SHAPE_WGS_84___Pseudo_Mercator
328;296;Комплекс фото-видеофиксации нарушений ПДД;Ленинский пр-т у д.2 по ул. Удальцова, из центра;Ленинский пр-т у д.2 по ул. Удальцова, из центра;37.520441999999996;55.671330999999995;;;;;;из центра;Выделенная полоса;;;POINT (55.671331067099565 37.52044193012407);POINT (4176756.490000002 7493263.264200002)
329;297;Комплекс фото-видеофиксации нарушений ПДД;Ленинский пр-т д.99, в центр;Ленинский пр-т д.99, в центр;37.519539;55.670013999999995;;;;;;в центр;Выделенная полоса;;;POINT (55.67001406630517 37.51953893102409);POINT (4176655.968600005 7493003.297600009)
330;298;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул. Д.8к1, из центра;Профсоюзная ул. Д.8к1, из центра;37.571372;55.685958;;;;;;из центра;Выделенная полоса;;;POINT (55.685958066934106 37.57137193132691);POINT (4182425.9918000028 7496151.118500009)
331;299;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул. Д.93а, в центр;Профсоюзная ул. Д.93а, в центр;37.524783;55.640041999999994;;;;;;в центр;Выделенная полоса;;;POINT (55.64004206813582 37.52478292914013);POINT (4177239.727800004 7487089.402100004)
332;300;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул. МГТ №305, в центр;Профсоюзная ул. МГТ №305, в центр;37.520464;55.634586;;;;;;в центр;Выделенная полоса;;;POINT (55.6345860692453 37.520463928068764);POINT (4176758.9388000034 7486013.343900003)
333;301;Комплекс фото-видеофиксации нарушений ПДД;Проектируемый пр.№5396 напротив д.16, корп. 6 по ул.Борисовские пруды, из центра;Проектируемый пр.№5396 напротив д.16, корп. 6 по ул.Борисовские пруды, из центра;37.7506;55.632208;;;;;;из центра;Выделенная полоса;;;POINT (55.63220807354496 37.750599925075576);POINT (4202377.560800005 7485544.391100004)
334;302;Комплекс фото-видеофиксации нарушений ПДД;Проектируемый пр.№5396 напротив д.21, корп. 2 по Братеевской ул., в центр;Проектируемый пр.№5396 напротив д.21, корп. 2 по Братеевской ул., в центр;37.750408;55.633486;;;;;;в центр;Выделенная полоса;;;POINT (55.63348607284945 37.75040792455662);POINT (4202356.187400002 7485796.415500008)
335;303;Комплекс фото-видеофиксации нарушений ПДД;Люблинская ул. опора МГТ №99, в центр;Люблинская ул. опора МГТ №99, в центр;37.735367;55.691744;;;;;;в центр;Выделенная полоса;;;POINT (55.691744069862466 37.73536692690143);POINT (4200681.831200004 7497293.765300006)
336;304;Комплекс фото-видеофиксации нарушений ПДД;Люблинская ул.д.15/46 стр. 7 по Волгоградскому пр-ту, в центр;Люблинская ул.д.15/46 стр. 7 по Волгоградскому пр-ту, в центр;37.73095;55.707060999999996;;;;;;в центр;Выделенная полоса;;;POINT (55.70706106902203 37.73094992861573);POINT (4200190.133200005 7500319.454200007)
337;305;Комплекс фото-видеофиксации нарушений ПДД;Новоспасский пр., напротив д.9 стр.1 по ул. Динамовская, из центра;Новоспасский пр., напротив д.9 стр.1 по ул. Динамовская, из центра;37.659906;55.731581;;;;;;из центра;Выделенная полоса;;;POINT (55.73158106624689 37.65990593134584);POINT (4192281.5516000018 7505165.554700002)
338;306;Комплекс фото-видеофиксации нарушений ПДД;ул.Велозаводская, опора МГТ №33, в центр;ул.Велозаводская, опора МГТ №33, в центр;37.666578;55.709253;;;;;;в центр;Выделенная полоса;;;POINT (55.70925306733604 37.66657792916677);POINT (4193024.2750000022 7500752.554100007)
339;307;Комплекс фото-видеофиксации нарушений ПДД;Андропова пр-т у д.2 по ул. Сайкина, из центра;Андропова пр-т у д.2 по ул. Сайкина, из центра;37.666933;55.707328;;;;;;из центра;Выделенная полоса;;;POINT (55.707328067229966 37.666932930790665);POINT (4193063.793600004 7500372.207000002)
340;308;Комплекс фото-видеофиксации нарушений ПДД;пр-т Андропова напротив д.10 по ул.Трофимова, из центра;пр-т Андропова напротив д.10 по ул.Трофимова, из центра;37.667266999999995;55.702130999999994;;;;;;из центра;Выделенная полоса;;;POINT (55.702131067986976 37.66726692890488);POINT (4193100.974100005 7499345.462400004)
341;309;Комплекс фото-видеофиксации нарушений ПДД;Андропова пр-т МГТ№59, в центр;Андропова пр-т МГТ№59, в центр;37.667739;55.704414;;;;;;в центр;Выделенная полоса;;;POINT (55.70441406832025 37.667738928907966);POINT (4193153.516900003 7499796.4863000065)
342;310;Комплекс фото-видеофиксации нарушений ПДД;пр-т Вернадского МГТ №53, в центр;пр-т Вернадского МГТ №53, в центр;37.545153;55.699703;;;;;;в центр;Выделенная полоса;;;POINT (55.699703065790146 37.545152931588404);POINT (4179507.3061000034 7498865.821200006)
343;311;Комплекс фото-видеофиксации нарушений ПДД;пр-т Вернадского МГТ №54, из центра;пр-т Вернадского МГТ №54, из центра;37.543883;55.698857999999994;;;;;;из центра;Выделенная полоса;;;POINT (55.698858066093216 37.54388293206727);POINT (4179365.9304000027 7498698.902200006)
344;312;Комплекс фото-видеофиксации нарушений ПДД;пр-т Вернадского МГТ №84, из центра;пр-т Вернадского МГТ №84, из центра;37.537772;55.694328;;;;;;из центра;Выделенная полоса;;;POINT (55.69432806542612 37.537771931242965);POINT (4178685.6569000036 7497804.119400002)
345;313;Комплекс фото-видеофиксации нарушений ПДД;Пр-т Вернадского  напротив д. 25 (дублер), МГТ №184, из центра;Пр-т Вернадского  напротив д. 25 (дублер), МГТ №184, из центра;37.516828;55.682933;;;;;;из центра;Выделенная полоса;;;POINT (55.682933065848815 37.516827930480964);POINT (4176354.181400005 7495553.794500008)
346;314;Комплекс фото-видеофиксации нарушений ПДД;пр-т Вернадского, напротив д.127, из центра;пр-т Вернадского, напротив д.127, из центра;37.479408;55.652846999999994;;;;;;из центра;Выделенная полоса;;;POINT (55.65284706696217 37.47940793088955);POINT (4172188.606100004 7489615.454000004)
347;244;Комплекс фото-видеофиксации нарушений ПДД;Айвазовского д.2, МГТ№342, из центра;Айвазовского д.2, МГТ№342, из центра;37.541557999999995;55.618838999999994;;;;;;из центра;Выделенная полоса;;;POINT (55.61883906955932 37.54155792682196);POINT (4179107.1120000035 7482908.485400006)
348;245;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш., напротив д.7 к.2, из центра;Дмитровское ш., напротив д.7 к.2, из центра;37.577602999999996;55.813561;;;;;;из центра;Выделенная полоса;;;POINT (55.813561060130134 37.577602937191735);POINT (4183119.624200005 7521390.1091000065)
349;246;Комплекс фото-видеофиксации нарушений ПДД;ул.Липецкая д.20, из центра;ул.Липецкая д.20, из центра;37.672503;55.593571999999995;;;;;;из центра;Выделенная полоса;;;POINT (55.59357207338152 37.672502923930054);POINT (4193683.842400003 7477929.160500005)
350;247;Комплекс фото-видеофиксации нарушений ПДД;ул.Липецкая д.48, из центра;ул.Липецкая д.48, из центра;37.681847;55.581592;;;;;;из центра;Выделенная полоса;;;POINT (55.581592074661216 37.68184692283435);POINT (4194724.011600003 7475569.402500004)
351;248;Комплекс фото-видеофиксации нарушений ПДД;ул.Липецкая д.7 к.1, в центр;ул.Липецкая д.7 к.1, в центр;37.681567;55.582361;;;;;;в центр;Выделенная полоса;;;POINT (55.58236107516876 37.68156692245186);POINT (4194692.842100002 7475720.854600005)
352;249;Комплекс фото-видеофиксации нарушений ПДД;ул.Липецкая, напротив д.18, в центр;ул.Липецкая, напротив д.18, в центр;37.672697;55.595219;;;;;;в центр;Выделенная полоса;;;POINT (55.595219073675324 37.672696924098815);POINT (4193705.438400004 7478253.634400003)
353;250;Комплекс фото-видеофиксации нарушений ПДД;ул.Липецкая, напротив вл.2 к.12, в центр;ул.Липецкая, напротив вл.2 к.12, в центр;37.668164;55.606106;;;;;;в центр;Выделенная полоса;;;POINT (55.60610607342682 37.66816392546216);POINT (4193200.8273000047 7480398.814100005)
354;251;Комплекс фото-видеофиксации нарушений ПДД;Пролетарский пр-т, д.39, в центр;Пролетарский пр-т, д.39, в центр;37.660132999999995;55.632352999999995;;;;;;в центр;Выделенная полоса;;;POINT (55.63235307192305 37.660132926634994);POINT (4192306.820600003 7485572.984700002)
355;252;Комплекс фото-видеофиксации нарушений ПДД;Щёлковское ш. д.68, из центра;Щёлковское ш. д.68, из центра;37.807489;55.810328;;;;;;из центра;скорость;;;POINT (55.81032806509357 37.80748893305496);POINT (4208710.4162000045 7520749.624400005)
356;253;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. д.110 стр.2, из центра;Дмитровское ш. д.110 стр.2, из центра;37.543503;55.892353;;;;;;из центра;скорость;;;POINT (55.892353055727476 37.54350294200716);POINT (4179323.6301000044 7537015.971400008)
357;254;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. д.133, стр.1, в центр;Дмитровское ш. д.133, стр.1, в центр;37.542572;55.890142;;;;;;в центр;скорость;;;POINT (55.89014205542331 37.54257194152141);POINT (4179219.991600003 7536577.0581000075)
358;255;Комплекс фото-видеофиксации нарушений ПДД;Енисейская ул. Напротив д.21 по Извилистому проезду, из центра;Енисейская ул. Напротив д.21 по Извилистому проезду, из центра;37.671472;55.882422;;;;;;из центра;скорость;;;POINT (55.882422058314226 37.6714719400549);POINT (4193569.073800005 7535044.7309000045)
359;256;Комплекс фото-видеофиксации нарушений ПДД;Севастопольский пр-т напротив д.54, в центр;Севастопольский пр-т напротив д.54, в центр;37.559692;55.644447;;;;;;в центр;скорость;;;POINT (55.64444706901665 37.559691929103266);POINT (4181125.779900003 7487958.286800005)
360;257;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. д.88, из центра;Дмитровское ш. д.88, из центра;37.548106;55.871224999999995;;;;;;из центра;скорость;;;POINT (55.871225056770854 37.548105940964);POINT (4179836.0336000025 7532822.801300004)
361;258;Комплекс фото-видеофиксации нарушений ПДД;Комсомольский пр-т (дублер), д.49, в центр;Комсомольский пр-т (дублер), д.49, в центр;37.572372;55.719618999999994;;;;;;в центр;проезд грузового тр.;;;POINT (55.71961906560586 37.572371931409606);POINT (4182537.311300002 7502801.020300008)
362;259;Комплекс фото-видеофиксации нарушений ПДД;Фрунзенская наб, напротив  д.48, в центр;Фрунзенская наб, напротив  д.48, в центр;37.580542;55.717164;;;;;;в центр;проезд грузового тр.;;;POINT (55.717164065375506 37.58054193195058);POINT (4183446.791600004 7502315.828800008)
363;260;Комплекс фото-видеофиксации нарушений ПДД;Лужнецкий пр-д, у д. 38 по ул. Хамовнический вал, в центр;Лужнецкий пр-д, у д. 38 по ул. Хамовнический вал, в центр;37.556353;55.723889;;;;;;в центр;проезд грузового тр.;;;POINT (55.72388906503311 37.55635293341304);POINT (4180754.0846000053 7503644.990000002)
364;261;Комплекс фото-видеофиксации нарушений ПДД;Духовской переулок, напротив д. 14, в центр;Духовской переулок, напротив д. 14, в центр;37.615255999999995;55.704708;;;;;;в центр;проезд грузового тр.;;;POINT (55.704708067166095 37.61525593012342);POINT (4187311.1362000033 7499854.569900006)
365;450;Комплекс фото-видеофиксации нарушений ПДД;Кетчерская ул. - МКАД, в центр;Кетчерская ул. - МКАД, в центр;37.832696999999996;55.743877999999995;;;;;;в центр;Контроль (База);;;POINT (55.743878068474736 37.83269692924686);POINT (4211516.557500005 7507597.064400002)
366;451;Комплекс фото-видеофиксации нарушений ПДД;Хабаровская ул. - МКАД, в центр;Хабаровская ул. - МКАД, в центр;37.82483;55.829377;;;;;;в центр;Контроль (База);;;POINT (55.82937706417482 37.82482993404448);POINT (4210640.807600003 7524524.165400006)
367;452;Комплекс фото-видеофиксации нарушений ПДД;Волгоградский проспект - МКАД, в центр;Волгоградский проспект - МКАД, в центр;37.821501999999995;55.690903999999996;;;;;;в центр;Контроль (База);;;POINT (55.69090407089342 37.82150192654677);POINT (4210270.335500002 7497127.8679000065)
368;453;Комплекс фото-видеофиксации нарушений ПДД;Можайское шоссе - МКАД (в центр);Можайское шоссе - МКАД (в центр);37.39197;55.714648;;;;;;в центр;Контроль (База);;;POINT (55.714648061769296 37.39196993570435);POINT (4162455.053000003 7501818.612600006)
369;454;Комплекс фото-видеофиксации нарушений ПДД;Липецкая - МКАД, в центр;Липецкая - МКАД, в центр;37.684737;55.579291;;;;;;в центр;Контроль (База);;;POINT (55.57929107466948 37.684736922579305);POINT (4195045.7249000035 7475116.245900005)
370;455;Комплекс фото-видеофиксации нарушений ПДД;Липецкая - МКАД (внутренняя сторона);Липецкая - МКАД (внутренняя сторона);37.682162;55.574216;;;;;;внутренняя сторона;Контроль (База);;;POINT (55.57421607450259 37.68216192247863);POINT (4194759.077200003 7474116.874400005)
371;456;Комплекс фото-видеофиксации нарушений ПДД;пр-т Андропова МГТ №114, из центра;пр-т Андропова МГТ №114, из центра;37.664325;55.682323999999994;;;;;;из центра;выделенная полоса+скорость;;;POINT (55.68232406898762 37.66432492838308);POINT (4192773.4721000046 7495433.5461000055)
372;457;Комплекс фото-видеофиксации нарушений ПДД;пр-т Андропова, д. 38, из центра;пр-т Андропова, д. 38, из центра;37.662134;55.673258999999995;;;;;;из центра;скорость;;;POINT (55.67325906971175 37.66213392842195);POINT (4192529.571100004 7493643.854000002)
373;458;Комплекс фото-видеофиксации нарушений ПДД;пр-т Андропова МГТ №67, в центр;пр-т Андропова МГТ №67, в центр;37.665847;55.68947;;;;;;в центр;выделенная полоса+скорость;;;POINT (55.6894700682259 37.665846929595915);POINT (4192942.9005000032 7496844.664700009)
374;459;Комплекс фото-видеофиксации нарушений ПДД;Садовое кольцо, внутрен..ул.Земляной Вал д.48 Б, внутренняя сторона;Садовое кольцо, внутрен..ул.Земляной Вал д.48 Б, внутренняя сторона;37.655809;55.752134999999996;;;;;;внутренняя сторона;скорость;;;POINT (55.75213506496941 37.65580893272728);POINT (4191825.475800004 7509230.166100003)
375;460;Комплекс фото-видеофиксации нарушений ПДД;Саввинская наб., напротив д. 12, стр. 8 по Большому Саввинскому пер. , из центра;Саввинская наб., напротив д. 12, стр. 8 по Большому Саввинскому пер. , из центра;37.560217;55.732583999999996;;;;;;из центра;скорость;;;POINT (55.73258406416894 37.5602169324031);POINT (4181184.223000005 7505363.850700006)
376;461;Комплекс фото-видеофиксации нарушений ПДД;Садовое кольцо, внутрен..ул.Садовая-Спасская д.6 стр.1, внутренняя сторона;Садовое кольцо, внутрен..ул.Садовая-Спасская д.6 стр.1, внутренняя сторона;37.639584;55.771421999999994;;;;;;внутренняя сторона;скорость;;;POINT (55.771422063335 37.63958393486636);POINT (4190019.317300003 7513046.1728000045)
377;462;Комплекс фото-видеофиксации нарушений ПДД;Троекуровский проезд – МКАД, в центр;Троекуровский проезд – МКАД, в центр;37.40591;55.699099;;;;;;в центр;Контроль (База);;;POINT (55.69909906339365 37.405909933892815);POINT (4164006.846500002 7498746.507800005)
378;463;Комплекс фото-видеофиксации нарушений ПДД;Кетчерская ул. – МКАД, из центра;Кетчерская ул. – МКАД, из центра;37.853988;55.744772;;;;;;из центра;Контроль (База);;;POINT (55.74477206846603 37.85398792944016);POINT (4213886.6608000025 7507773.866600007)
379;464;Комплекс фото-видеофиксации нарушений ПДД;Можайское шоссе – МКАД, из центра;Можайское шоссе – МКАД, из центра;37.39197;55.714648;;;;;;из центра;Контроль (База);;;POINT (55.714648061769296 37.39196993570435);POINT (4162455.053000003 7501818.612600006)
380;465;Комплекс фото-видеофиксации нарушений ПДД;Липецкая – МКАД, из центра;Липецкая – МКАД, из центра;37.69144;55.571828;;;;;;из центра;Контроль (База);;;POINT (55.57182807519686 37.691439922159006);POINT (4195791.899400003 7473646.673100002)
381;466;Комплекс фото-видеофиксации нарушений ПДД;Сколковское шоссе – МКАД, внутренняя сторона;Сколковское шоссе – МКАД, внутренняя сторона;37.395229;55.704978;;;;;;внутренняя сторона;Контроль (База);;;POINT (55.70497806273222 37.39522893372361);POINT (4162817.843000002 7499907.911700003)
382;467;Комплекс фото-видеофиксации нарушений ПДД;Ярославское шоссе – МКАД, в центр Комплекс №1;Ярославское шоссе – МКАД, в центр Комплекс №1;37.721458;55.878986;;;;;;в центр;Контроль (База);;;POINT (55.87898605907534 37.72145793855657);POINT (4199133.489700004 7534362.824100003)
383;468;Комплекс фото-видеофиксации нарушений ПДД;Рязанский проспект – МКАД, в центр;Рязанский проспект – МКАД, в центр;37.829156999999995;55.708949;;;;;;в центр;Контроль (База);;;POINT (55.708949070610736 37.82915692832526);POINT (4211122.4864000045 7500692.488300003)
384;469;Комплекс фото-видеофиксации нарушений ПДД;Коровинское ш. д.10, из центра;Коровинское ш. д.10, из центра;37.533097999999995;55.870736;;;;;;из центра;скорость;;;POINT (55.87073605682473 37.53309794022583);POINT (4178165.350600004 7532725.778900005)
385;470;Комплекс фото-видеофиксации нарушений ПДД;Коровинское ш. д.13 к.1, в центр;Коровинское ш. д.13 к.1, в центр;37.534478;55.870275;;;;;;в центр;скорость;;;POINT (55.87027505640377 37.53447794114844);POINT (4178318.9716000035 7532634.313000008)
386;471;Комплекс фото-видеофиксации нарушений ПДД;пр-т Андропова напротив д.8, МГТ №37, в центр;пр-т Андропова напротив д.8, МГТ №37, в центр;37.666624999999996;55.695640999999995;;;;;;в центр;выделенная полоса;;;POINT (55.69564106828465 37.66662492992078);POINT (4193029.5071000047 7498063.458000004)
387;472;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул., д. 102, стр. 1, из центра;Профсоюзная ул., д. 102, стр. 1, из центра;37.520233999999995;55.633798999999996;;;;;;из центра;выделенная полоса;;;POINT (55.633799068932184 37.52023392791498);POINT (4176733.3353000022 7485858.140300006)
388;473;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул., д. 85, корп. 1, в центр;Профсоюзная ул., д. 85, корп. 1, в центр;37.527454;55.644096999999995;;;;;;в центр;Выделенная полоса;;;POINT (55.644097068188984 37.527453928601965);POINT (4177537.0621000044 7487889.245700009)
389;474;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул., д. 99, в центр;Профсоюзная ул., д. 99, в центр;37.522433;55.636894;;;;;;в центр;Выделенная полоса;;;POINT (55.63689406918417 37.52243292917036);POINT (4176978.127000004 7486468.520400003)
390;475;Комплекс фото-видеофиксации нарушений ПДД;Пр-т Вернадского, д. 7, в центр;Пр-т Вернадского, д. 7, в центр;37.538987999999996;55.695139999999995;;;;;;в центр;выделенная полоса;;;POINT (55.69514006556794 37.53898793123574);POINT (4178821.0214000046 7497964.501100004)
391;476;Комплекс фото-видеофиксации нарушений ПДД;Пр-т Вернадского, опора МГТ №24, из центра;Пр-т Вернадского, опора МГТ №24, из центра;37.549119999999995;55.702943999999995;;;;;;из центра;выделенная полоса;;;POINT (55.70294406571575 37.54911993140896);POINT (4179948.910500005 7499506.073200002)
392;477;Комплекс фото-видеофиксации нарушений ПДД;Проектируемый проезд №5175-МКАД, в центр;Проектируемый проезд №5175-МКАД, в центр;37.815594;55.641013;;;;;;в центр;Контроль (База);;;POINT (55.6410130738421 37.81559392431542);POINT (4209612.6597000025 7487280.924200006)
393;478;Комплекс фото-видеофиксации нарушений ПДД;Проектируемый проезд №5175-МКАД, из центра;Проектируемый проезд №5175-МКАД, из центра;37.824735;55.638960999999995;;;;;;из центра;Контроль (База);;;POINT (55.63896107419896 37.824734923728464);POINT (4210630.231100004 7486876.191400006)
394;479;Комплекс фото-видеофиксации нарушений ПДД;Проектируемый проезд № 5396-МКАД, в центр;Проектируемый проезд № 5396-МКАД, в центр;37.77186;55.619358999999996;;;;;;в центр;Контроль (База);;;POINT (55.61935907396757 37.771859923510114);POINT (4204744.213000003 7483010.995500006)
395;480;Комплекс фото-видеофиксации нарушений ПДД;Проектируемый проезд № 5396-МКАД, из центра;Проектируемый проезд № 5396-МКАД, из центра;37.786702;55.616986999999995;;;;;;из центра;Контроль (База);;;POINT (55.61698707424845 37.78670192277032);POINT (4206396.4168000035 7482543.406800002)
396;481;Комплекс фото-видеофиксации нарушений ПДД;Волоколамское шоссе - МКАД, в центр;Волоколамское шоссе - МКАД, в центр;37.401413;55.831371;;;;;;в центр;Контроль (База);;;POINT (55.831371056271934 37.40141294152939);POINT (4163506.2436000034 7524919.379900008)
397;482;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш., д. 33, стр. 1, в центр;Алтуфьевское ш., д. 33, стр. 1, в центр;37.583998;55.864222;;;;;;в центр;Выделенная полоса;;;POINT (55.86422205817324 37.58399793949481);POINT (4183831.5126000047 7531433.454000004)
398;483;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш.,                   напротив д. 75 Б , из центра;Алтуфьевское ш.,                   напротив д. 75 Б , из центра;37.586574999999996;55.878764999999994;;;;;;из центра;Выделенная полоса;;;POINT (55.878765057013084 37.58657494014363);POINT (4184118.383000005 7534318.966200009)
399;484;Комплекс фото-видеофиксации нарушений ПДД;Аминьевское ш., напротив д. 14, корп. 1, от Рублевского шоссе;Аминьевское ш., напротив д. 14, корп. 1, от Рублевского шоссе;37.455574999999996;55.706652999999996;;;;;;от Рублевского шоссе;выделенная полоса;;;POINT (55.70665306378349 37.45557493380077);POINT (4169535.529000003 7500238.842300005)
400;485;Комплекс фото-видеофиксации нарушений ПДД;Люблинская ул., д. 37/1, в центр;Люблинская ул., д. 37/1, в центр;37.733857;55.696186;;;;;;в центр;выделенная полоса;;;POINT (55.696186069388034 37.73385692807909);POINT (4200513.738900002 7498171.106800005)
401;486;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское шоссе - МКАД, в центр;Дмитровское шоссе - МКАД, в центр;37.542835;55.905210999999994;;;;;;в центр;Контроль (База);;;POINT (55.90521105474237 37.542834942185465);POINT (4179249.2687000036 7539568.952900007)
402;487;Комплекс фото-видеофиксации нарушений ПДД;Комсомольский пр-т, д.44 , из центра;Комсомольский пр-т, д.44 , из центра;37.57271;55.720330999999995;;;;;;из центра;выделенная полоса;;;POINT (55.72033106556175 37.57270993331505);POINT (4182574.9375000037 7502941.741400003)
403;488;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул., д. 36, корп. 1, из центра;Профсоюзная ул., д. 36, корп. 1, из центра;37.560404999999996;55.675866;;;;;;из центра;выделенная полоса;;;POINT (55.675866066947215 37.56040492913079);POINT (4181205.150700003 7494158.507900007)
404;489;Комплекс фото-видеофиксации нарушений ПДД;ул. Большая Переяславская, д. 50 , к ТТК;ул. Большая Переяславская, д. 50 , к ТТК;37.640443;55.787282999999995;;;;;;к ТТК;Контроль база;;;POINT (55.78728306261014 37.64044293538207);POINT (4190114.9408000037 7516185.747500002)
405;490;Комплекс фото-видеофиксации нарушений ПДД;Большая Дорогомиловская ул., д. 7, в центр;Большая Дорогомиловская ул., д. 7, в центр;37.556477;55.746233999999994;;;;;;в центр;Выделенная полоса;;;POINT (55.74623406373169 37.55647693326158);POINT (4180767.8882000037 7508063.007300004)
406;491;Комплекс фото-видеофиксации нарушений ПДД;Комсомольский пр-т, д. 20, из центра;Комсомольский пр-т, д. 20, из центра;37.585625;55.729285999999995;;;;;;из центра;Выделенная полоса;;;POINT (55.729286065288846 37.585624933103084);POINT (4184012.628700003 7504711.844600007)
407;492;Комплекс фото-видеофиксации нарушений ПДД;пр-т. Вернадского, опора МГТ№17, в центр;пр-т. Вернадского, опора МГТ№17, в центр;37.550658999999996;55.703855999999995;;;;;;в центр;Выделенная полоса;;;POINT (55.703856065450545 37.5506589314419);POINT (4180120.231200002 7499686.246200003)
408;493;Комплекс фото-видеофиксации нарушений ПДД;пр-т. Вернадского, Мост Лужники, опора МГТ №267, в центр;пр-т. Вернадского, Мост Лужники, опора МГТ №267, в центр;37.556385999999996;55.708047;;;;;;в центр;Выделенная полоса;;;POINT (55.708047066160105 37.55638593212668);POINT (4180757.758000005 7500514.266700007)
409;494;Комплекс фото-видеофиксации нарушений ПДД;Бакунинская ул., д. 100, к Железнодорожному мосту;Бакунинская ул., д. 100, к Железнодорожному мосту;37.694876;55.780671999999996;;;;;;к Железнодорожному мосту;Контроль База;;;POINT (55.78067206449793 37.69487593230668);POINT (4196174.394300003 7514876.991000004)
410;495;Комплекс фото-видеофиксации нарушений ПДД;Шлюзовая наб., д. 8, из центра;Шлюзовая наб., д. 8, из центра;37.648041;55.731097999999996;;;;;;из центра;Контроль База;;;POINT (55.73109806613012 37.64804093186925);POINT (4190960.745900005 7505070.065800004)
411;496;Комплекс фото-видеофиксации нарушений ПДД;Сосновая аллея, корп. 601, к Московскому пр-ту;Сосновая аллея, корп. 601, к Московскому пр-ту;37.225646;55.988831999999995;;;;;;к Московскому пр-ту;скорость;;;POINT (55.988832044639175 37.225645953551194);POINT (4143939.9520000033 7556192.753200002)
412;497;Комплекс фото-видеофиксации нарушений ПДД;Панфиловский пр-т, напротив корп. 1818а, от Ленинградского ш.;Панфиловский пр-т, напротив корп. 1818а, от Ленинградского ш.;37.167926;55.977987;;;;;;от Ленинградского ш.;скорость;;;POINT (55.97798704444428 37.16792595362832);POINT (4137514.591000002 7554034.746700004)
413;498;Комплекс фото-видеофиксации нарушений ПДД;Панфиловский пр-т, корп. 22, от Ленинградского ш.;Панфиловский пр-т, корп. 22, от Ленинградского ш.;37.194677999999996;56.000930999999994;;;;;;от Ленинградского ш.;скорость;;;POINT (56.00093104329153 37.19467795436765);POINT (4140492.610100005 7558601.002700008)
414;499;Комплекс фото-видеофиксации нарушений ПДД;Панфиловский пр-т, корп. 1204, к Ленинградскому ш.;Панфиловский пр-т, корп. 1204, к Ленинградскому ш.;37.191159;55.996731999999994;;;;;;к Ленинградскому ш.;скорость;;;POINT (55.99673204361202 37.19115895336243);POINT (4140100.8767000027 7557765.125900008)
415;500;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш., д. 78,  из центра;Алтуфьевское ш., д. 78,  из центра;37.587007;55.892514999999996;;;;;;из центра;Выделенная полоса;;;POINT (55.89251505642087 37.587006940862054);POINT (4184166.473100003 7537048.131700009)
416;501;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш., д. 87, в центр;Алтуфьевское ш., д. 87, в центр;37.586523;55.893062;;;;;;в центр;Выделенная полоса;;;POINT (55.89306205606885 37.58652294026508);POINT (4184112.5944000036 7537156.722800009)
417;502;Комплекс фото-видеофиксации нарушений ПДД;Дмитрия Ульянова ул., д. 16, корп. 1,  к Профсоюзной ул.;Дмитрия Ульянова ул., д. 16, корп. 1,  к Профсоюзной ул.;37.570060999999995;55.688601999999996;;;;;;к Профсоюзной ул.;Контроль База;;;POINT (55.68860206717457 37.57006093089959);POINT (4182280.051900003 7496673.247000009)
418;368;Комплекс фото-видеофиксации нарушений ПДД;ул. Борисовские Пруды, д. 12 к. 1, к Люблинской ул.;ул. Борисовские Пруды, д. 12 к. 1, к Люблинской ул.;37.742878;55.63663;;;;;;к Люблинской ул.;скорость;;;POINT (55.6366300732868 37.74287792514657);POINT (4201517.951700002 7486416.454600006)
419;369;Комплекс фото-видеофиксации нарушений ПДД;Нагатинская наб., напротив д. 12 к.2, в центр;Нагатинская наб., напротив д. 12 к.2, в центр;37.647056;55.683975;;;;;;в центр;скорость;;;POINT (55.68397506831457 37.64705593005852);POINT (4190851.0960000046 7495759.5456000045)
420;370;Комплекс фото-видеофиксации нарушений ПДД;Новый Арбат, д.36/9, из центра;Новый Арбат, д.36/9, из центра;37.577857;55.752697;;;;;;из центра;скорость;;;POINT (55.752697063625675 37.57785693314335);POINT (4183147.8989000022 7509341.333000004)
