0_OBJECTID;0_UID;0_Название_объекта;0_Подпись;Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;Направление;Услуга/скорость;0_MODDATE;0_MODUSER;0_SHAPE_WGS_84;0_SHAPE_WGS_84___Pseudo_Mercator
421;371;Комплекс фото-видеофиксации нарушений ПДД;Пятницкое ш., напортив д. 2, в центр;Пятницкое ш., напортив д. 2, в центр;37.387689;55.834728999999996;;;;;;в центр;скорость;;;POINT (55.83472905594062 37.387688940556046);POINT (4161978.494800005 7525584.990100004)
422;372;Комплекс фото-видеофиксации нарушений ПДД;ул. Борисовские пруды, напротив д. 19, корп. 1, к Люблинской ул.;ул. Борисовские пруды, напротив д. 19, корп. 1, к Люблинской ул.;37.722574;55.635220999999994;;;;;;к Люблинской ул.;скорость;;;POINT (55.63522107263209 37.72257392461718);POINT (4199257.720700003 7486138.574600004)
423;373;Комплекс фото-видеофиксации нарушений ПДД;Свободы ул., д.93, корп.1, МГО №261, в центр;Свободы ул., д.93, корп.1, МГО №261, в центр;37.444914;55.868874;;;;;;в центр;скорость;;;POINT (55.868874054988865 37.444913941807876);POINT (4168348.7528000027 7532356.350600004)
424;374;Комплекс фото-видеофиксации нарушений ПДД;ул.Борисовские Пруды д.1, к Каширскому ш.;ул.Борисовские Пруды д.1, к Каширскому ш.;37.70576;55.63587;;;;;;к Каширскому ш.;скорость;;;POINT (55.63587007259931 37.70575992478067);POINT (4197385.994800005 7486266.567700006)
425;375;Комплекс фото-видеофиксации нарушений ПДД;ул.Борисовские Пруды д.13, корп.1, к Каширскому ш.;ул.Борисовские Пруды д.13, корп.1, к Каширскому ш.;37.719080999999996;55.635470999999995;;;;;;к Каширскому ш.;скорость;;;POINT (55.63547107253535 37.719080925347875);POINT (4198868.881800003 7486187.878300004)
426;376;Комплекс фото-видеофиксации нарушений ПДД;Строгинское шоссе, опора МГО №64, из центра;Строгинское шоссе, опора МГО №64, из центра;37.448423999999996;55.805473;;;;;;из центра;скорость;;;POINT (55.805473058533565 37.448423938998985);POINT (4168739.483900003 7519787.904900007)
427;377;Комплекс фото-видеофиксации нарушений ПДД;Строгинское шоссе, опора МГО №109, в центр;Строгинское шоссе, опора МГО №109, в центр;37.434307;55.804539999999996;;;;;;в центр;скорость;;;POINT (55.80454005827798 37.43430693946187);POINT (4167167.986700002 7519603.102300003)
428;378;Комплекс фото-видеофиксации нарушений ПДД;Строгинское шоссе, опора МГО №120, из центра;Строгинское шоссе, опора МГО №120, из центра;37.432193999999996;55.804564;;;;;;из центра;скорость;;;POINT (55.80456405773359 37.43219393931855);POINT (4166932.768600002 7519607.8559000045)
429;379;Комплекс фото-видеофиксации нарушений ПДД;Народного Ополчения ул. напротив д. 34/1 по Карамышевской наб., к ул. Нижние Мневники;Народного Ополчения ул. напротив д. 34/1 по Карамышевской наб., к ул. Нижние Мневники;37.474322;55.769397;;;;;;к ул. Нижние Мневники;скорость;;;POINT (55.76939706041781 37.47432193744881);POINT (4171622.4359000027 7512645.429500006)
430;380;Комплекс фото-видеофиксации нарушений ПДД;Мусы Джалиля ул., д. 5, к. 1, в центр;Мусы Джалиля ул., д. 5, к. 1, в центр;37.741971;55.629641;;;;;;в центр;скорость;;;POINT (55.62964107285455 37.741970924950316);POINT (4201416.984900005 7485038.197500005)
431;381;Комплекс фото-видеофиксации нарушений ПДД;Хорошевское ш., д.86, из центра;Хорошевское ш., д.86, из центра;37.518622;55.777448;;;;;;из центра;скорость;;;POINT (55.777448061055466 37.51862193617192);POINT (4176553.889200002 7514238.826700002)
432;382;Комплекс фото-видеофиксации нарушений ПДД;Народного Ополчения ул., д. 50, к Ленинградскому                                                                   пр-ту;Народного Ополчения ул., д. 50, к Ленинградскому                                                                   пр-ту;37.495773;55.794729;;;;;;к Ленинградскому                                                                   пр-ту;скорость;;;POINT (55.794729059992434 37.4957729374757);POINT (4174010.350300003 7517660.071900003)
433;383;Комплекс фото-видеофиксации нарушений ПДД;Ореховый бульвар, д. 39, корп. 1, к Каширскому ш.;Ореховый бульвар, д. 39, корп. 1, к Каширскому ш.;37.738594;55.613709;;;;;;к Каширскому ш.;скорость;;;POINT (55.61370907374111 37.738593923337014);POINT (4201041.058800004 7481897.266100004)
434;384;Комплекс фото-видеофиксации нарушений ПДД;Кировоградская ул., д. 10,                                                             корп. 1, из центра;Кировоградская ул., д. 10,                                                             корп. 1, из центра;37.609666;55.624586;;;;;;из центра;скорость;;;POINT (55.62458607072021 37.60966592701108);POINT (4186688.859900005 7484041.4853000045)
435;385;Комплекс фото-видеофиксации нарушений ПДД;Чертановская ул., д. 39, корп. 1, в центр;Чертановская ул., д. 39, корп. 1, в центр;37.591069999999995;55.609601999999995;;;;;;в  центр;скорость;;;POINT (55.60960207173777 37.59106992656904);POINT (4184618.7626000047 7481087.793600008)
436;386;Комплекс фото-видеофиксации нарушений ПДД;Чертановская ул., д. 44 , из центра;Чертановская ул., д. 44 , из центра;37.590641;55.609286999999995;;;;;;из центра;скорость;;;POINT (55.609287071484786 37.59064092532532);POINT (4184571.006400004 7481025.711900003)
437;387;Комплекс фото-видеофиксации нарушений ПДД;Кировоградская ул., д. 19,                                                      корп. 1 , в центр;Кировоградская ул., д. 19,                                                      корп. 1 , в центр;37.601216;55.606072999999995;;;;;;в центр;скорость;;;POINT (55.60607307157764 37.60121592518933);POINT (4185748.2100000046 7480392.310500003)
438;388;Комплекс фото-видеофиксации нарушений ПДД;Кировоградская ул., напротив д. 19, корп.1 , из центра;Кировоградская ул., напротив д. 19, корп.1 , из центра;37.600722;55.605715;;;;;;из центра;скорость;;;POINT (55.60571507209057 37.60072192544489);POINT (4185693.218200002 7480321.760700002)
