0_uidnftn;1_Наименование;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Телефон;1_Сайт;1_Подчинение
9122;Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова                                                                       ;ГАОУ СПО ПК № 8 им. И.Ф. Павлова                                                                                                                                                                                                                              ;125284, г. Москва, 1-й Боткинский проезд, дом 7а                                                                                                                                                                                                              ;3642,726672;12986,91701;2125658;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Автономное                                                                                                                                                                                                                                                    ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(495) 485-72-18; (495) 485-72-22                                                                                                                                                                                                                              ";http://www.pk08.ru/                                                                                                                                                                                                                                           ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8830;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж сферы услуг № 44                                                                                                                            ;ГБОУ СПО КСУ № 44                                                                                                                                                                                                                                             ;119607 г.Москва, ул Раменки д.4                                                                                                                                                                                                                               ;-245,2525;2972,963316;3202583;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 141-00-94                                                                                                                                                                                                                                               ;http://ksu44.ru                                                                                                                                                                                                                                               ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5770;"Некоммерческое образовательное учреждение ""Колледж современного управления""                                                                                                                                                                                   ";Некоммерческое образовательное учреждение Колледж современного управления                                                                                                                                                                                     ;Волгоградский проспект, дом 42 корпус 7                                                                                                                                                                                                                       ;14138,39501;4745,81431;2707402;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 542-68-64,(495) 640-64-60                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
10231;Автономная некоммерческая организация среднего профессионального образования «Колледж экономики, страхового дела и информационных технологий КЭСИ»                                                                                                            ;АНО СПО «КОЛЛЕДЖ КЭСИ»                                                                                                                                                                                                                                        ;119517 Нежинская улица, дом 13                                                                                                                                                                                                                                ;-1761,198475;4402,25296;15983;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Автономное                                                                                                                                                                                                                                                    ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 657-91-42,(495) 657-91-45                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
10213;Некоммерческое образовательное учреждение среднего профессионального и дополнительного образования «СТОЛИЧНЫЙ БИЗНЕС КОЛЛЕДЖ»                                                                                                                                 ;НОУ СПО ДО «СТОЛИЧНЫЙ БИЗНЕС КОЛЛЕДЖ»                                                                                                                                                                                                                         ;125009 Тверская улица, д. 27 стр. 1                                                                                                                                                                                                                           ;6279,22345;11270,89625;5819;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 699-53-50,(495) 699-54-48                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
2114;"НОЧУ СПО юридический колледж ""Третье тысячелетие""                                                                                                                                                                                                             ";НОУ Юридический колледж Третье тысячелетие                                                                                                                                                                                                                    ;109428 Рязанский проспект, д. 22, корп. 2                                                                                                                                                                                                                     ;17122,13938;6090,001244;2700744;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 744-84-71,744-84-71                                                                                                                                                                                                                                     ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
5571;"Негосударственное образовательное учреждение среднего профессионального образования ""Столичный профессиональный бизнес-колледж""                                                                                                                               ";"НОУ СПО ""Столичный профессиональный бизнес-колледж""                                                                                                                                                                                                           ";109544 Вековая улица, д. 21 стр. 1                                                                                                                                                                                                                            ;11065,82503;8557,317241;2700062;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 510-45-98,(495) 971-67-27                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
5583;"Автономная некоммерческая организация ""Московский банковский экономический колледж""                                                                                                                                                                           "; АНО Московский банковский экономический колледж                                                                                                                                                                                                              ;117292 Ивана Бабушкина улица, 14 корпус 1                                                                                                                                                                                                                     ;3904,678507;2066,151544;2107931;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 125-20-15                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
10246;"Негосударственное образовательное учреждение среднего профессионального образования ""Школа спецподготовки ""Витязь""                                                                                                                                            ";"НОУ СПО ""Школа спецподготовки ""Витязь""                                                                                                                                                                                                                        ";101000 Покровский бульвар, д. 4/17 стр. 7                                                                                                                                                                                                                     ;9178,400025;10143,72723;20324;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 916-00-66                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
10208;Негосударственное образовательное учреждение среднего профессионального образования «НАЛОГОВЫЙ КОЛЛЕДЖ»                                                                                                                                                       ;НАЛОГОВЫЙ КОЛЛЕДЖ                                                                                                                                                                                                                                             ;123308 3-я Хорошевская улица, д. 2 стр. 1                                                                                                                                                                                                                     ;318,103325;12283,09398;2104473;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 191-00-69,(495) 517-38-42                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
5680;Негосударственное образовательное учреждение Художественно-гуманитарный колледж                                                                                                                                                                               ;НОУ Художественно-гуманитарный колледж                                                                                                                                                                                                                        ;105203 Измайловский проспект, д.121                                                                                                                                                                                                                           ;20014,11188;13655,3477;2105352;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 465-32-16                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
5564;"Негосударственное образовательное учреждение Столичный колледж ""Карьера""                                                                                                                                                                                      ";НОУ Столичный колледж Карьера                                                                                                                                                                                                                                 ;115114 Кожевнический проезд, д. 4/5 стр. 5                                                                                                                                                                                                                    ;9193,6913;7063,550977;2107642;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
10206;"Негосударственное образовательное учреждение среднего профессионального образования ""Интерколледж""                                                                                                                                                            ";"НОУ СПО ""Интерколледж""                                                                                                                                                                                                                                        ";109439 Волгоградский проспект, д. 138 корпус 3                                                                                                                                                                                                                ;18086,1126;3861,045623;2128474;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495) 795-00-11,(495) 795-00-10                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                              ;Негосударственное                                                                                                                                                                                                                                             
