0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
11;POINT (4202456.958299998 7496273.625600003);6457.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом  образования № 1148 имени Ф.М.Достоевского;ГБОУ СОШ № 1148;109387, г. Москва, ул. Краснодонская д.2, кор.4;15917.57675;2205.71457673;2129815.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;350-56-88;http://sch1148.uvuo.ru
12;POINT (4174351.3720999993 7492511.664099999);6872.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным(еврейским)компонентом образования № 1871;ГБОУ СОШ № 1871;101000 г. Москва, ул. Мясницкая, д.40;37.642973999999995;55.766431;2106248.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;730-87-51;
13;POINT (4179821.0320999995 7482126.671800002);6588.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 1107;ГБОУ СОШ № 1107;117593, г.Москва, Соловьиный проезд, дом 4, корпус 2;3133.53045;-5805.04255169;3000613.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;426-95-11;http://shc1107.my1.ru
14;POINT (4174351.286200002 7492511.631800003);6858.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования № 1331;ГБОУ СОШ № 1331;121002 г.Москва, Сивцев Вражек пер., д.18;37.594482;55.748143;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;"(499) 978-97-58; (499) 973-56-55; (499) 978-70-58";http://www.school1331.ru
15;POINT (4213734.937199999 7501577.857799999);7460.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным  (русским) компонентом образования № 1022;ГБОУ СОШ № 1022;111621, г.Москва, Муромская ул., д.1А;22274.5344507;5222.86222316;2401962.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;700-00-80;http://1022.ucoz.ru
16;POINT (4176076.8071999997 7514523.486299999);8545.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом образования № 141;ГБОУ СОШ № 141;123308,  г. Москва, ул. Зорге, д. 4;1010.58835;12454.5728194;2117224.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;(499) 943-07-88;http://s141.ru
17;POINT (4174495.2173000015 7527477.344899997);8550.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным азербайджанским компонентом образования № 157 имени К.А. Керимова;ГБОУ СОШ № 157 им. К.А. Керимова;125493 г. Москва, Кронштадский б-р, д.33;119.15795;19734.6755137;2111993.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;453-91-07;http://schse157.mskobr.ru
18;POINT (4172140.4059000015 7530671.729999997);9614.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 167 имени Маршала Л.А.Говорова;ГБОУ СОШ № 167;125195, г. Москва, ул. Смольная, д.37-А;-1205.4055;21528.2976;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;457-70-41;-
19;POINT (4204271.3739 7493392.834200002);6458.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным татарским компонентом образования № 1186 имени Мусы Джалиля;ГБОУ СОШ № 1186;109559 Белореченская улица, 19, к.2;16948.9790422;585.04919999;2708843.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;359-57-47;http://www.tatschool1186.ru
20;POINT (4195345.6807 7512966.9690999985);6846.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным литовским компонентом образования № 1247 имени Юргиса Балтрушайтиса;ГБОУ СОШ № 1247;105005 г.Москва, Госпитальный пер., д.3, стр.1 А;11874.3580399;11594.6588195;4304825.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;"(499) 267-75-36; (499) 267-28-81; (499) 267-20-48";http://sch1247.ru/
21;POINT (4191118.3341000006 7511704.759400003);6867.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования № 1621;ГБОУ СОШ № 1621;107078 Москва, Малый Козловский пер., д.3а;9492.5471222;10878.7313027;2115621.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;624-01-58;http://sch1621.ru
22;POINT (4173730.482000001 7522160.5634);8569.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования №223;ГБОУ СОШ № 223;125171 3-я Радиаторская улица, д. 8а;-311.51112665;16748.0925157;3404679.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;(499) 159-13-24;http://sch223.ucoz.org
