0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
22;POINT (4144647.2062 7558019.349100001);7476.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1557;ГБОУ лицей №1557;124536, г. Москва, Зеленоград, корп. 509;-16610.764775;36884.1261469;3700003.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;"(499) 734-68-08; (499) 734-25-20";http://1557.zelenogradci.ru/
23;POINT (4191074.0144000016 7503071.131700002);2551.0;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1553 """"Лицей на Донской""""";"ГБОУ лицей № 1553 """"Лицей на Донской""""";115114 г. Москва, ул. Дербеневская д.13;9477.94725036;6017.99410775;2112988.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;"(495) 959-77-38; (495) 959-76-71";http://1553.ru/
24;POINT (4185137.9098999985 7516270.7447);4050.0;Государственное бюджетное образовательное учреждение города Москвы многопрофильный технический лицей № 1501;ГБОУ лицей № 1501;127055 г. Москва, Тихвинский пер., д. 3;6116.77680471;13441.2499723;4301424.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 973-02-83;http://lyceum1501.ru/
25;POINT (4196279.175900001 7514524.560500003);8502.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1589;ГБОУ лицей № 1589;105082 г.Москва, ул.Фридриха Энгельса, д.79, стр.1,2,3.;12398.187600000001;12472.3042199;2105753.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;"(495) 261-15-45; (495) 267-68-80; (495) 975-16-41; (495) 975-18-76";http://L1589.ru
26;POINT (4185399.8607 7506289.547499999);8710.0;Государственное бюджетное образовательное учреждение города Москвы Лингвистический лицей № 1555;ГБОУ Лингвистический лицей № 1555;119034 119034 г. Москва, Хилков пер., д. 3А;6272.27869496;7824.90822884;2121154.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 766-93-12;http://linguanet.ru/ru/novosti/id-62/
27;POINT (4203099.390500002 7493740.632700004);8743.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1524;ГБОУ лицей № 1524;109382, г. Москва, ул. Судакова, дом 29;16285.830300000001;778.70927326;2129687.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;359-16-60;http://www.ds2716.uvuo.ru
28;POINT (4211204.733399998 7510847.4221);8854.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1502 при МЭИ;ГБОУ лицей № 1502 при МЭИ;111555, г. Москва,  ул.  Молостовых,  д. 10 а;20821.16655;10435.3260279;2122249.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;"(495) 307-11-61; (495) 300-00-20";http://lyceum1502.ru
29;POINT (4178010.215999998 7519677.9081000015);8641.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1575;ГБОУ лицей № 1575;125319 г. Москва, ул. Усиевича, д. 6;2099.115575;15353.2083164;2117631.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 151-99-82;http://www.lyc1575.sao.mskobr.ru
30;POINT (4189337.230300002 7511753.379000001);8750.0;Государственное бюджетное образовательное учреждение города Москвы Пушкинский лицей № 1500;ГБОУ Пушкинский лицей № 1500;101000 г.Москва, Милютинский пер., д.18, стр.2;8488.1626;10904.0511391;4301088.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(495) 607-20-70;http://www.co1461.ru
31;POINT (4191452.695799999 7488689.196099997);8729.0;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1511 при """"Национальном исследовательском ядерном университете """"МИФИ""""";"ГБОУ лицей № 1511 при НИЯУ """"МИФИ""""";115522 г. Москва,Пролетарский пр-кт д.6,корп.3;9709.43935;-2090.49217517;3800008.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 324-29-21;http://1511.ru/
32;POINT (4187458.746100001 7502600.615800001);9314.0;Государственное бюджетное образовательное учреждение города Москвы лицей №1451;ГБОУ лицей №1451;115191 г. Москва, ул. Мытная, дом 50 корпус 3;7437.5284;5749.0569000000005;;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(495) 954-42-05;http://detsad1170.ru
33;POINT (4185229.0161000006 7486135.418700002);9315.0;Государственное бюджетное образовательное учреждение города Москвы лицей №1158;ГБОУ лицей № 1158;117648 ,г. Москва,Северное Чертаново корп. 809;6191.552500000001;-3538.2272000000003;;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(495) 312-04-60;http://1158.рф/
34;POINT (4179350.9103999995 7497414.882100001);8468.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1533 (информационных технологий);ГБОУ лицей № 1533;119296, г. Москва, Ломоносовский проспект, дом 16;2862.08705;2821.50438515;2101037.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 133-24-35;http://www. lit.msu.ru
35;POINT (4181700.0161999986 7504025.627300002);8744.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1535;ГБОУ лицей № 1535;119048 г. Москва, ул. Усачева,  д.50;4185.7176;6547.53865971;2121187.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 245-57-42;http://licey1535.ru/
36;POINT (4182312.3830000013 7515121.189300001);3759.0;"Негосударственная международная образовательная некоммерческая организация """"Международный университет в Москве"""". Лицей";Негосударственная международная образовательная некоммерческая организация Международный университет;125040 Ленинградский проспект, д.17;4525.1014000000005;12792.8594348;2117339.0;;;;;Автономное;Общеобразовательное учреждение;Лицей;(495) 946-10-67,(495) 946-05-20;
37;POINT (4205960.0799 7518667.344800003);4245.0;Лицей духовной культуры во имя преподобного Серафима Саровского;Лицей духовной культуры во имя преподобного Серафима Саровского;3-я Парковая улица, д. 34 стр.1;17845.5925159;14820.6724827;18522.0;;;;;Негосударственное;Общеобразовательное учреждение;Лицей;163-15-41,164-79-60;
38;POINT (4190114.321899999 7515258.953299999);4978.0;Негосударственное образовательное учреждение средняя общеобразовательная школа «Московский лицей «Ступени»;НОУ СОШ «Московский лицей «Ступени»;129041 Большая Переяславская улица, д. 7 а;8922.37571183;12876.9761259;2126190.0;;;;;Негосударственное;Общеобразовательное учреждение;Лицей;(495) 680-54-83,(495) 680-89-55;
39;POINT (4186462.030099999 7503328.182999998);2222.0;"Государственное бюджетное образовательное учреждение города Москвы Лицей № 1546 """"Плехановец""""";"ГБОУ Лицей № 1546 """"Плехановец""""";117049 Донская улица, д. 21;6874.205075;6158.00390915;2102971.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 236-50-40;http://1546.ru/
40;POINT (4172654.489599999 7514836.095399998);6652.0;Государственное бюджетное образовательное учреждение города Москвы лицей № 1560;ГБОУ лицей № 1560;123423, г. Москва, ул.  Тухачевского, д. 17, корп. 3;-918.44965;12630.457429;2131141.0;;;;;Бюджетное;Общеобразовательное учреждение;Лицей;(499) 191-93-34;http://lycey1560.ru
